,sections,Text
0,Introduction,"Considerable amounts of animal wastewater are generated each year that require extensive treatment. In the US alone there are 64 million hogs and the amount of animals being used in food production is increasing (National Agricultural Statistics Service, 2007). Conventional methods of treating animal wastewaters include anaerobic lagoons, constructed wetlands, and storage with landspreading (Cronk, 1996). Common environmental problems associated with these strategies include surface runoff of nutrients, organics, and pathogens (Knight et al., 2000); odors; emissions of methane, nitrous oxide, and ammonia (Poach et al., 2004); and deteriorated system performance due to excessive nitrogen accumulation (Szogi et al., 2003). Energy can be extracted from wastewater during treatment, providing products that can help offset treatment costs. Microbial fuel cells (MFCs) have been examined as a method for generating electricity while simultaneously treating wastewater (Logan, 2005). In these systems, bacteria oxidize organic matter and release electrons to an anode, which then flow to the cathode and combine with oxygen and protons to form water. Swine wastewater was successfully treated using MFCs (Min et al., 2005), and it was recently shown that MFCs could also be used to remove odors (Kim et al., 2008). A more conventional approach to swine wastewater treatment is anaerobic digestion, in which organic matter is broken down by bacteria, releasing volatile fatty acids and hydrogen gas. These intermediate products are used by methanogens to produce methane. Hydrogen gas, however, contains more energy (on a mass basis) and is therefore more valuable than methane. Hydrogen has been successfully produced by fermentation using food processing wastewaters, municipal wastewater sludge filtrate, and paper hydrolysates (Van Ginkel et al., 2005; Wang et al., 2004), as well as from solids such as wheat starch, bean curd waste, wheat and rice bran, and municipal solid wastes (Kalia et al., 1994; Lay et al., 1999; Noike and Mizuno, 2000; Okamoto et al., 2000). Recently, hydrogen from domestic sewage sludge fermentation was reported (Massanet-Nicolau et al., 2008), but both enzymatic and heat pretreatments were necessary for hydrogen production. While recovering hydrogen gas from swine wastewater may allow for a more cost-effective treatment process, high hydrogen gas yields have not yet been achieved using swine wastewater by a fermentation process. Hydrogen gas can also be produced from biomass using electrohydrogenesis (Cheng and Logan, 2007), in a device called a microbial electrolysis cell (MEC; Logan and Grot, 2005; Liu et al., 2005). The MEC is a modified MFC in which the cathode is completely anoxic, and a voltage is added to that produced by the bacteria to allow for hydrogen evolution. At the cathode, electrons combine with protons to form hydrogen via the hydrogen evolution reaction (HER): 2H+ +2e− →H2 (g). Bacteria at the anode consume organic matter and produce a voltage of approximately −0.3V, while the HER requires −0.41V, requiring a theoretical input of 0.11V. In practice, a higher voltage input of 0.25–0.8V is required for the HER to occur in an MEC (Logan, 2008). It has been shown that three times as much energy can be recovered in the hydrogen gas than is added as electrical energy using the process with acetate and several other volatile fatty acids (Cheng and Logan, 2007). The purpose of this study was to examine the feasibility of MECs or fermentation for producing hydrogen gas from swine wastewater. In both methods, the main barrier to hydrogen recovery is hydrogen consumption by methanogens. There are very few studies on using MECs for hydrogen generation, and only one using wastewater. Current was produced in an MEC using domestic wastewater, but the low strength of the wastewater required the use of relatively high added voltages, and the reactor had high internal resistance leading to low hydrogen recoveries (Ditzig et al., 2007). A new single-chamber MEC reactor was recently designed (Call and Logan, 2008) that has a lower internal resistance than the MEC used by Ditzig et al. (2007), and it produced much higher hydrogen gas flow rates from acetate than in other MEC studies (Rozendal et al., 2006, 2007). We therefore examined hydrogen production using this MEC reactor with swine wastewater to see if we could achieve reasonable hydrogen recoveries. We compared this approach to a more conventional fermentation-based approach using a heat-treated inoculum to select for non-methanogenic microorganisms, and determined the upper limit for the efficiency of a fermentation-based approach by completely sterilizing the wastewater. We demonstrate here that while fermentation of swine wastewater does not produce hydrogen without energy-intensive pretreatments, electrohydrogenesis in an MEC can easily achieve high hydrogen recoveries even in a single-chamber reactor."
1,Materials and methods,
2,Swine wastewater,"2.1 Swine wastewater Swine wastewater was collected from the slurry pits of the swine farm located at the Pennsylvania State University in University Park, PA and stored at 4°C for <30days. The wastewater had a chemical oxygen demand (COD) of approximately 12,000–17,000mg/L."
3,Microbial electrolysis cell,"2.2 Microbial electrolysis cell In preparation for MEC operation, MFCs were constructed of lexan, with an air cathode with a platinum catalyst (Logan et al., 2007). Graphite-fiber brush anodes were enriched with exoelectrogenic bacteria using diluted swine wastewater (COD=2000mg/L) in duplicate, single-chamber MFCs having a cylindrical chamber 4-cm long by 3-cm in diameter (empty volume=28mL). After acclimation, the MFCs consistently produced a maximum voltage of approximately 550mV. After at least three consistent cycles at this maximum voltage, the reactors were converted to operate as MECs as previously described (Call and Logan, 2008) by covering the air cathode with a plate to exclude air and eliminating the oxygen reduction at the cathode. Gas was collected from an anaerobic culture tube glued to fit on top of a 1.6-cm opening on the top of the reactor. MECs were exposed to air for 30–60min after each cycle to reduce methane production by oxygen-sensitive methanogens that could be present in the biofilm. Gas production from the reactor was measured using a respirometer (AER-200; Challenge Environmental). A power source (3645A; Circuit Specialists, Inc.) was connected to the circuit to add voltage, and a multimeter (2700; Keithley Instruments, Inc.) was used to monitor the voltage across an external resistor (R ex =10Ω) to calculate current. For all experiments, 0.5V was applied from the external power source to the reactor. All tests were run at 30°C in a constant temperature room. All tests used non-diluted (ND) wastewater without amendments, except (as noted) in some tests the wastewater was diluted (D) to a COD of 2000mg/L and buffered (50mM phosphate buffer, pH=7) with trace minerals (per liter: 15mg NTA, 30mg MgSO4·7H2O, 5mg MnSO4 ·H2O, 10mg NaCl, 1mg FeSO4 ·7H2O, 1mg CoCl2 ·6H2O, 1mg CaCl2, 1mg ZnSO4 ·7H2O, 0.1mg CuSO4 ·5H2O, 0.1mg AlK(SO4)2 ·12H2O, 0.1mg H3BO3, 0.1mg Na2MoO4 ·2H2O) and trace vitamins (per liter: 2mg Biotin, 2.0mg Folic acid, 10mg Pyridoxine hydrochloride, 5mg Thiamine HCl, 5.0mg Riboflavin, 5.0mg Nicotinic acid, 5.0mg Calcium d-(+)-pantothenate, 0.1mg Vitamin B12, 5mg p-Aminobenzoic acid, 5.0mg Thioctic acid) (Balch et al., 1979). The non-diluted wastewater had a pH of around 6.8; ammonia was not measured for this experiment, but wastewater from the Penn State swine farm typically has ammonia concentrations of approximately 2000mg-N/L. Reactors were operated in fed-batch mode for two different lengths of time, referred to as “long” (L) or “short” (S) batch cycles. A long batch cycle was conducted until the complete gas production cycle ended, as indicated by zero gas production rate for one hour or more. For short batch cycles, the test was discontinued once the gas production rate had reached a peak."
4,Measurements and chemical analyses,"2.3 Measurements and chemical analyses Total COD analysis of the solution was performed at the beginning and end of each batch cycle (method 8000; HACH COD system, HACH Company, Loveland, CO; Jirka and Carter, 1975). Sugar was analyzed using the phenol-sulfuric acid method for reducing sugars (Dubois et al., 1956), with sample filtration through a 0.2-μm pore diameter membrane filter for dissolved sugar. Total ammonia (ammonia and ammonium ion) was analyzed using an ATI Orion Model 720A Benchtop pH/ISE meter and an ammonia probe (ATI Orion, Boston, MA). A pH probe and meter (Fisher Scientific accumet® model 10 and VWR SympHony) were used for pH measurements. Redox potential in the continuous flow fermentation experiments was measured with a redox probe (Combination Red/Ox probe Pt4805-DXK-S8/225, Mettler-Toledo, Columbus, OH). In the fermentation tests, the concentrations of solvents, alcohols, and organic acids (acetone, ethanol, propanol, butanol, acetate, propionate, and butyrate) in the liquid phase were measured by gas chromatography (Varian Star 3400) with injector and flame ionization detector temperatures of 250°C. After each batch cycle, gas from a gas bag and the reactor headspace was sampled using a gas-tight syringe (100 or 200μL injection volume) and analyzed by gas chromatography for hydrogen, methane, carbon dioxide, and nitrogen gas (GC; Models 310 & 8610B, SRI Instruments, Torrence, CA) (Call and Logan, 2008)."
5,Calculations,"2.4 Calculations The cathodic hydrogen recovery efficiency, defined as the fraction of electrons reaching the cathode that are recovered as hydrogen gas, is calculated as (1) r H 2 , cat = n H 2 n H 2 , cat where n H 2 is the number of moles of hydrogen recovered ( n H 2 = 4.02 × 10 − 5 v H 2 ) , and n H 2 , cat is the number of moles of hydrogen that can theoretically be produced from the current, calculated as (2) n H 2 , cat = ∑ 1 n I Δ t 2 F where 2 is used to convert moles of electrons to moles of hydrogen gas, F is Faraday's constant (96,485C/mole−), and I = E/R ex is the current (A) calculated from the measured voltage (E, V) across the resistor (R ex =10Ω). The overall hydrogen recovery, r H 2 , COD , which is defined as the ratio of the hydrogen recovered to the maximum possible hydrogen recovery based on the organic matter oxidized in the wastewater on the basis of COD, is (3) r H 2 , COD = n H 2 n H 2 , COD where n H 2 , COD = Δ COD v L b H 2 / S , ΔCOD is the COD (mg/L) consumed during the batch cycle, v L is the volume of the liquid, and b H 2 / S is a conversion factor based on stoichiometric conversion of electrons in COD to hydrogen gas equaling 1molH2 per 16gO2. The Coulombic efficiency (CE), or the fraction of electrons obtained from the consumption of COD that are available for hydrogen production at the cathode, is (4) CE = n H 2 , cat n H 2 , COD = r H 2 , COD r H 2 , cat The energy recovery, η W, is the ratio of the energy content of the hydrogen recovered compared to the electrical energy input required for the cathodic reaction. In terms of the number of moles of hydrogen recovered compared to the energy consumed by the power source converted into equivalent moles of hydrogen, energy recovery is calculated as (5) η W = n H 2 n H 2 , PS A small external resistor (10Ω) is used to measure current, so the energy added by the power source, W PS, is corrected for losses across the external resistor as previously described (Cheng and Logan, 2007; Call and Logan, 2008; Logan et al., 2008) by the following equation: (6) W PS = ∑ 1 n IE PS Δ t − ∑ 1 n I 2 R ex Δ t The equivalent number of moles of hydrogen is then calculated as (7) n H 2 , PS = W PS Δ H H 2 , where E PS =0.5V is the voltage applied using the power source, Δt (s) is the time increment for n data points measured during a batch cycle, and Δ H H 2 is the upper heating value of the heat of combustion of hydrogen gas (285.83kJ/mol). Energy added by the power source is normalized by COD removed as W PS / ( v L Δ COD ) . Note that this result is different from a calculation using the applied voltage of the power source (E app) and assuming all of the electrons from the COD removed are harvested as current, or E app F b COD , where the constant b COD is used to convert COD removed to electrons (b COD =1mole−/8gCOD). For example, at E app =0.5V, the maximum energy requirement based on the applied voltage and assuming all COD removed was recovered as current would be 1.67kWh/kgCOD. The recovery of methane from COD ( r CH 4 , COD ) , defined as the ratio of methane produced to the maximum possible methane recovery based on organic matter oxidized, is (8) r CH 4 , COD = n CH 4 n CH 4 , COD where n CH 4 , COD = Δ COD v L b CH 4 / S and b CH 4 / S = 1 mol CH 4 per 64 g O 2 ."
6,Fermentation experiments,"2.5 Fermentation experiments 2.5.1 Hydrogen production testing Batch tests were conducted in glass bottles (299mL capacity; Wheaton Scientific) using diluted wastewater volumes (200mL) as previously described (Oh et al., 2003). Swine wastewater was diluted either 2× or 8× using distilled water and tested at initial pH values of 7.2 (buffered with a 0.02M phosphate buffer) and 5.8 (buffered with 0.05M 2-(N-morpholino)ethanesulfonic acid monohydrate [MES; J.T. Baker]), with initial pH adjustments made using HCl or NaOH. Bottles were sparged with nitrogen to remove oxygen and were capped with a rubber stopper and an aluminum seal. All tests were run in duplicate at 30°C. Biogas production in each bottle was continuously measured using a respirometric system as previously described (Logan et al., 2002). Various inocula and sample pretreatment methods were evaluated for their effectiveness in increasing hydrogen production from fermentation. Tests were conducted using: (1) no inoculum; (2) a sludge inoculum consisting of 6.6g of dewatered sludge collected from the Pennsylvania State University Wastewater Treatment Plant in State College, PA; or (3) a heat-treated (HT) inoculum consisting of 1.0g dewatered anaerobic sludge (0.2-cm thick) baked for two hours at 104°C. To assess the maximum hydrogen production possible from the organic matter in the sludge under conditions that theoretically eliminate methanogenic losses of hydrogen, a swine wastewater sample was autoclaved (121°C, 15psi) and combined with an HT sludge inoculum at a pH of 5.8. To assess the amount of hydrogen production possible in the presence of indigenous methanogens and other hydrogen-consuming microbes, glucose (1g) was added to diluted swine wastewater with an HT inoculum (pH=5.8). Since methanogens are slow growing and can often be washed out in continuous flow reactors with short hydraulic retention times (HRTs; Rittmann and McCarty, 2001), the possibility of fermentative hydrogen production from swine wastewater was further investigated in continuous culture under optimal conditions to assess the maximum potential for hydrogen production. Wastewater was pumped into a fermentor (New Brunswick BioFlo 110) with an operating volume of 1L, an HRT of 24h, and an HT agricultural soil inoculum (Logan et al., 2002). While the microbial composition of this inoculum differs from that used above in the batch tests, previous work has demonstrated equivalent hydrogen production using either inoculum (Oh et al., 2003). The reactor was initially filled with an equal mixture of swine wastewater and distilled water. l-Cysteine (0.5g/L) was initially added to consume oxygen in the medium, thereby reducing the redox potential, and the solution pH was adjusted to 5.5 with 1M KOH. The reactor was sparged with nitrogen gas for 1h and inoculated with the HT agricultural soil (5g). In an additional test, the wastewater was first sterilized by autoclaving before being introduced to the reactor. In a third test, glucose (5g/L) was initially added to the reactor to ensure the germination of hydrogen-producing bacteria. In each case, the reactor was operated in batch mode until the redox potential was reduced to below −200mV (∼3 days, measured against the Argenthal system), and then switched from batch to continuous flow. In continuous flow operation, the reactor was only fed with swine wastewater diluted 2× with distilled water with no additional l-Cysteine or glucose. The feed bottle was continuously sparged with nitrogen gas to maintain anaerobic conditions, and the reactor pH was maintained at 5.5 by automated addition of KOH. Gas production was measured daily using a water exclusion apparatus, and hydrogen concentrations in the headspace were measured every 24h. 2.5.2 Hydrogen consumption testing To measure the potential for acetogenesis from hydrogen gas, we conducted hydrogen consumption tests using the HT sludge inoculum at four different pHs (5, 6, 7, and 8). In previous tests using glucose, methanogenesis was successfully eliminated by a combination of low pH and heat treatment of the inoculum (Logan et al., 2002). Serum bottles were inoculated with HT sludge (0.5g), filled with 200mL of sulfate-free nutrient mineral solution (0.5M phosphate buffer, 1g sodium bicarbonate), and the initial pH adjusted with HCl or NaOH. Bottles were flushed with hydrogen gas and capped with a rubber stopper and an aluminum seal. CO2 (50mL) was added to the bottles using a syringe, and the pressure was then released using a needle. Abiotic (no inoculum) and biotic (inoculum with nitrogen headspace) controls were also prepared. Hydrogen in the headspace was measured over time."
7,Results,
8,Hydrogen production and wastewater treatment in microbial electrolysis cells,"3.1 Hydrogen production and wastewater treatment in microbial electrolysis cells Hydrogen gas was produced in all MEC tests. In the short-cycle (S) batch tests, 17±7% of the COD removed was recovered in hydrogen gas (14±5mL) using non-diluted (ND) wastewater (20h cycle time), while 22±4% of the COD was recovered in hydrogen gas (9±3mL) using the diluted wastewater (16h cycle time; Fig. 1 , Table 1 ). Using a long-cycle (L) time required for completion of hydrogen production for the diluted (D) sample (42h) slightly increased conversion of COD removed to hydrogen gas to 28±6%, and the volume of hydrogen gas produced to 15±2mL. A complete cycle time of the non-diluted sample required 184h and resulted in a similar conversion efficiency of COD removed to hydrogen of 20±1%, but the volume of hydrogen gas increased to 77±11mL due to combined high COD concentration and duration of the test. The energy yield was 190±39% based on the energy content of the hydrogen gas recovered in the tests with the non-diluted wastewater in the short batch cycle (ND-S; Fig. 1). COD was reduced by 19±15% in the ND-S test (Fig. 1), with the best COD reduction of 72±4% achieved in the longer test with non-diluted wastewater (ND-L; Fig. 1). However, the ND-L experiment was the least efficient with respect to energy recovery as hydrogen versus required energy input (η W =91±6%), in large part due to the long time of the test (184h), which resulted in current generation, and therefore power input, approximately 10 times greater than the D-L test (42h), but a volume of hydrogen only approximately 5.5 times greater. A larger portion of the current was recovered as methane in the longer test (ND-L), which produced nearly 13 times as much methane as the shorter test (D-L). The other tests had energy efficiencies of 179±4% and 165±21% for the D-L and D-S tests respectively, based on the electrical energy input and the hydrogen recovered. Energy input from the power source ranged from 0.47 to 1.09kWh/kgCOD, with an average of 0.8kWh/kgCOD. There was a large variation in the recovery (as current) of electrons from the COD removed, with CEs ranging from 29±17% to 70±2% (Table 1). In general, long batch cycle times resulted in higher CEs based on comparisons made for tests with the same initial COD. The highest CE was achieved in the long batch test, but the long-cycle time (184h) resulted in a low recovery of hydrogen produced at the cathode (29±2%). The other tests with cycle times of 16–42h achieved cathodic hydrogen recoveries of 53–61%. The hydrogen production rate (Q) was similar in all tests. It was approximately 1.0m3 m−3 day−1 H2 (total reactor volume) for the long batch cycle time tests, and 0.9m3 m−3 day−1 H2 for the short batches (Table 1). The MECs produced methane in addition to hydrogen (Table 1). Hydrogen was 77±5% of the total gas volume for the D-L test, and 74±4% for the D-S test. For the tests using non-diluted wastewater, the percentage of hydrogen in the gas was slightly smaller, with 64±1% for the ND-L test and 58±1% for the ND-S test. The balance in each case was methane and carbon dioxide. Methane recovery from COD ( r CH 4 , COD ) was slightly less than hydrogen recovery from COD for all tests, between 5±2% to 21±7% for r CH 4 , COD and from 17±7 to 28±6% for r H 2 , COD (Fig. 2 )."
9,Hydrogen production and consumption in fermentation tests,"3.2 Hydrogen production and consumption in fermentation tests Fermentation tests were conducted under various conditions in order to evaluate the potential for hydrogen production. However, even with the addition of an HT inoculum and conditions that limit hydrogen-consuming reactions (the wastewater was autoclaved and the solution buffered to pH 5.8), hydrogen gas only reached a concentration of 6% in the headspace after 75h (Fig. 3 ). After 200h, the hydrogen gas was completely re-consumed by the culture. The amount of energy needed to autoclave the wastewater (approximately 1–2kWh/kgCOD) would not justify the small amount of hydrogen produced (equivalent to <0.001kWh/kgCOD, data not shown), but this procedure does demonstrate that the upper limit for hydrogen production under optimal conditions by fermentation is quite small. In tests with wastewater (no inoculum amendment, buffered to either pH 5.8 or 7.2), no net hydrogen was produced. There was biogas production (with or without a sludge inoculum), but the gas contained methane and carbon dioxide, and no hydrogen. When the pH was lowered to inhibit methanogenesis (adjusted to 5.8 and to 5.0), gas production decreased but still no hydrogen was produced. Additional tests were conducted to see if other factors were interfering with hydrogen production. Glucose was added to wastewater to ensure germination of hydrogen-producing bacteria, the wastewater was diluted either 2× or 8× to reduce the concentration of methanogens and ammonia, and a low pH was used to restrict methanogenesis (pH=5.8). In tests with 2× or 8× diluted and autoclaved wastewater, HT inoculum, and glucose, the biogas produced was approximately 50% hydrogen (Fig. 4 ). Without the HT inoculum or autoclaving, the 2× diluted wastewater with glucose produced biogas with approximately 23% hydrogen gas over 70h. When 2× diluted and autoclaved wastewater with HT inoculum was tested without any glucose addition, the hydrogen in the biogas was <10%. The molar hydrogen yields were 1–1.2molH2/mol glucose for the HT sludge alone (not plotted in Fig. 4), 1.89 for the 2× diluted wastewater with HT sludge, and 0.59 for the 8× diluted wastewater with HT sludge. 3.2.1 Hydrogen consumption tests The lack of net volume of hydrogen gas evolved in fermentation tests could be due to an equivalent rate of hydrogen consumption via acetogenesis. When hydrogen was added to the headspace of wastewater with an HT sludge inoculum at a concentration of ∼60%, the hydrogen was rapidly consumed when the initial pH was 6, 7, or 8 (Fig. 5 ), and acetate concentrations increased (data not shown). The abiotic control bottles without inoculum did not consume hydrogen in the headspace, and the biotic control bottles with nitrogen in the headspace did not produce hydrogen (data not shown). At a pH of 5, the rate of hydrogen consumption was substantially reduced, but as previously stated, tests at pH 5 showed little potential for hydrogen production. Thus, it appears that there is a great ability for the sample to consume hydrogen gas, making it difficult to recover small amounts of hydrogen gas under fermentation conditions. 3.2.2 Continuous flow reactor tests Hydrogen production by fermentation was also examined in continuous culture to test the hypothesis that hydrogen production might be achieved under conditions that would wash out hydrogen-consuming microorganisms. There was no sustained hydrogen production using either raw or autoclaved swine wastewater (diluted 2×) in a reactor operated under continuous culture conditions (data not shown). There was hydrogen initially produced when glucose was added during the reactor start up, but when the reactor was operated in continuous flow mode there was no hydrogen production under steady state conditions (data not shown)."
