,sections,Text
0,Introduction,"Several types of polymeric particulate systems have been attempted as potential drug delivery systems to achieve site-specific and/or time-controlled delivery of small or large molecular weight drugs and other bioactive agents. As a family of particulate materials, hydrogel particles have gained considerable attention in recent years for their unique physicochemical properties resembling that of the living tissues such as high-water content, soft and rubbery consistency, low interfacial tension with water or biological fluids [1]. Hydrogels require control over the polymeric network structure for appropriate design, providing proper mechanical performances, tuning the degradation behavior of hydrogels and promoting the diffusion of bioactive agents. The choice of polymer, cross-linking reaction and cross-linking agent, as well as the fabrication techniques are key parameters that are receiving great attention to develop bespoke drug delivery system-based hydrogels for targeted applications. Microparticles, exhibiting particle sizes ranging from a few to several hundred microns, have stimulated great interest in academia and industry due to their simplicity and versatility, many products have been commercialized [2]. Poly (vinyl alcohol) (PVA) hydrogels have been recognized as promising biomaterials and suitable candidates for drug delivery systems [3] in oral, transdermal, buccal, intramuscular, rectal routes of administration [4]. PVA-based dosage forms can have different designs and shapes depending on the route of drug administration. The production of membranes and fibers based on PVA has been extensively reported [5–11], on the contrary, only few examples are available for the production of PVA particles [12–14]. The potential application of a drug delivery system depends on the choice of the drug carrier [15]. Membranes find broad application in pills, implants and patches for oral and transdermal/ocular delivery, respectively. Particulate drug delivery systems have attracted much attention due to the large surface to volume ratio associated with the small size. This has many effects on functioning of the particles and their properties. Size has a marked effect on ability of drug-delivery carriers to cross cell membranes, on bioavailability and blood circulation time. However, the selection of the appropriate production approach can tweak the functionality of the carriers. For instance, during particle formation, drugs contained in the dispersed phase of nascent particles formed by an emulsion system can partition into the surrounding external continuous phase, leading to substantial loss of payload. This uncontrolled reagent manipulation can ensue in the production of carriers with a low encapsulation efficiency and drug loading. Consequently, there is a need of developing efficient approaches to promote a high and efficient loading of cargos, as well as to ensure a high reproducibility and scalability to translate the production from laboratory to mass scale. Through rational design, particulate drug-delivery systems can be manufactured to combine desirable structural properties (size, size distribution, morphology, surface properties) with their functionality (payload amount, drug delivery). Membrane emulsification (ME) is recognized as a powerful emulsification approach to assist particle formation at micro and nanoscale levels. Membrane emulsification exerts the advantages of governing and fine-tuning both structural and functional properties [16]. The template emulsions can be transformed into structured particles using a variety of solidification processes [17]. Membrane emulsification has been demonstrated to be one of the most efficient drug-encapsulation methods [18,19]. It is rationalized because droplets generation occurs by a drop-by-drop mechanism instead of drop disruption, evading the loss of payload by surrounding external continuous phase. In addition, the emulsification mechanism and the solidification conditions achieved in solid-lipid particles produced by membrane emulsification have been well-correlated with the improved encapsulation efficiency of amphiphilic and hydrophilic drugs [20–22]. Several marketed drugs suffer from poor water solubility, low permeability, rapid metabolism and elimination from the body along with poor safety and tolerability. For that reason, the encapsulation of lipophilic drugs by membrane emulsification has stimulated great interest in a myriad of scientific and biomedical fields [23]. However, considering that the majority of drugs are hydrophilic, and of these, many are low-molecular-weight molecules (less than 500 Da), there are several drawbacks to consider in order to improve their bioavailability [24]: 1) Hydrophilic drugs are often subject to low intracellular absorption, enzymatic degradation at the digestive tract and rapid renal clearance; 2) Low bioavailability can lead to lower than expected drug concentration, resulting in sub-optimal drug distribution and compromising pharmacokinetics/pharmacodynamics targets. Consequently, the controlled production of particulate delivery systems with a high loading of hydrophilic, low molecular weight drugs is currently an ambitious goal. To the best of our knowledge, the impact of membrane emulsification on hydrophilic drug encapsulation for continuous production of particulate materials based on hydrogels has never been evaluated. The work is expected to afford new insights in nano- and micro-scale design associated with PVA hydrogels for biomedical applications from their manufacturing to the design of functional material properties. Then, the aim of this work was to develop high-drug loading systems in continuous flow for a controlled delivery of hydrophilic bioactive molecules based on uniformly distributed PVA-based hydrogel microparticles by membrane emulsification approach. Conventional homogenization process was selected to benchmark the production of PVA microparticles and their physical and chemical properties. Two water-soluble bioactive molecules have been used as model drugs: Catechol and Diclofenac Sodium. Catechol is a benzene derivative molecule with two neighboring (ortho-) hydroxyl groups and plays a variety of important roles in biological processes [11]. Diclofenac sodium is the salt form of a phenylacetic acid and it is used in rheumatoid arthritis, degenerative joint disease, ankylosing spondylitis and allied conditions, as well as in the treatment of pain resulting from minor surgery, trauma and dysmenorrhea for its anti-inflammatory and analgesic properties [25]. As a novelty, this work has attempted the study of catechol and diclofenac sodium loading in PVA hydrogel microparticles produced by membrane emulsification and homogenization processes, coupled with chemical cross-linking reaction. Drug physicochemical properties, as well as the drug release profiles were studied on PVA hydrogel microparticles. Finally, as the main target of herein produced PVA microparticles is mainly focused on a biomedical application as drug delivery systems, it was evaluated their in-vitro toxicity in order to consider them as potential vectors for biomedicine drug delivery uses. This study is expected to give more insight for the micro-scale design associated with PVA hydrogels for the potential development of drug delivery devices."
1,Materials and methods,
2,Materials,"2.1 Materials The polymer used in this study was Poly(vinyl alcohol) (PVA, average MW 13,000–28,000 kDa, Sigma-Aldrich, Milan, Italy). Catechol (CA) and diclofenac sodium (DS) supplied by Sigma-Aldrich were used as model drugs. Span 80 (Sigma-Aldrich) was used as stabilizer in the external phase during the microencapsulation process and isooctane (Sigma-Aldrich) was used as organic solvent. Toluene, glutaraldehyde (GA) and Benzoyl chloride were used for microparticles solidification step and were purchased from Sigma-Aldrich."
3,Drug-loaded microparticles preparation by membrane emulsification,"2.2 Drug-loaded microparticles preparation by membrane emulsification The dispersed phase used to produce the w/o emulsion was obtained by dissolving PVA in water (90 °C) at adequate polymer concentration (1, 3.5, 7 and 15 wt.%). The continuous phase was an isooctane solution containing Span 80 at 20 mg mL−1. To evaluate the encapsulation efficiency and drug loading, the dispersed phase was modified by including catechol or diclofenac of sodium (1 and 10 g L−1, for both the drugs). The w/o emulsion was prepared by using a Shirasu porous glass-based (SPG, Miyazaki, Japan), hydrophobic, tubular membrane with a pore size of 1 μm having a membrane area of 31.3 cm2. The dispersed (aqueous) phase was injected through the membrane under gas pressure. A dispersed phase flux (Jd) of 4.5 Lh−1 m−2 was used in all the experiments. The continuous phase was agitated by means of a pulsed back-and-forward mode along the lumen side of the membrane by using a programmable peristaltic pump (Digi-Staltic double-Y Masterflex® pump Micropump, model GJ-N23.JF1SAB1) [26] using a continuous phase Flow value ( Q c ) as 850 mL min−1, continuous phase displaced volume ( V c ) of 2.8 mL corresponding to a shear stress ( τ m a x ) of 2.08 Pa calculated using the following equation, as reported in previous papers [26,27]. (1) τ m a x = 2 α π f 1.5 ( μ c ρ c ) 0.5 (2) α = 4 V c π d h 2 (3) f = 2 Q c V c According to Eq. (1), shear stress is a function of the amplitude (α, Eq. (2)) and frequency (f, Eq. (3)). μc is the continuous phase viscosity [Pa·s] and ρc is the continuous phase density [kg·m−3]. The volume ratio % of the dispersed phase obtained for each experiment respect to the continuous phase was 20 %. The emulsification process was carried out at 20 ± 5 °C. The membrane was pre-wetted in the continuous phase solution before each experiment. After each experiment, a membrane cleaning step was carried out by using soap solution. The liquid droplets obtained by membrane emulsification (Fig. 1 ) were precipitated as solid microparticles by the addition of toluene saturated with glutaraldehyde (cross-linking agent). The particles with toluene saturated with glutaraldehyde were stirred for 2 h. The cross-linking reaction was also attempted using benzoyl chloride as a cross-linking catalyst [14]. The resulting particles were centrifuged at 2100 g for 10 min and the supernatant was stored for further analysis while the pellet was lyophilized using a LyoAlfa 10/15 from Telstar for 24 h (0.01 bar, −40 °C)."
4,Drug-loaded microparticles preparation by rotor-stator homogenization process,"2.3 Drug-loaded microparticles preparation by rotor-stator homogenization process The same dispersed phase and continuous phase composition was used for the preparation of microparticles by a rotor-stator homogenizer (OV5, Velp Scientifica). 6 mL of dispersed phase were added dropwise to the continuous phase (30 mL) and mixed at 10.000 rpm for 1 min. Liquid droplets were solidified as described above."
5,Drug-loaded microparticles characterization,"2.4 Drug-loaded microparticles characterization 2.4.1 Particle analysis Microparticles were observed by Scanning Electron Microscopy (SEM) using Inspect F50 operated at 10–15 kV; FEI from Eindhoven, Netherlands at the LMA-INA-Universidad Zaragoza facilities. Prior the observation, the sample was stained with a phosphotungstic acid solution (75 mg mL−1) and washed three times with distilled water. One drop of the particulate dispersion was placed on a glass slide, dried overnight and sputtered with platinum to improve electron transfer during SEM analysis. The size distribution was expressed in terms of the surface weighted median diameter or Sauter diameter (D(3,2)) calculated according to Eq. (4). (4) D 3,2 = ∑ D i 3 n i ∑ D i 2 n i Where Di is particle diameter of class i and ni is number of particles in class i. The width of particle size distribution was expressed as Span number calculated by Eq. (5). (5) S p a n = D 90 - D ( 10 ) D ( 50 ) Where D(X) is the diameter corresponding to the percent of volume on a relative cumulative particle size curve. To achieve a robust particle size characterization, an adequate number of SEM images (at least five) and more than 400 microparticles were counted and measured. Attenuated Total Reflectance-FTIR spectra were recorded on loaded and unloaded particles using a Vertex-70 FTIR spectrophotometer (Brucker, USA) to evaluate the molecular structure and possible compounds interaction. 2.4.2 Encapsulation efficiency and drug loading The encapsulation efficiency (EE) and drug loading (DL) have been evaluated according to the following equations (Eqs. (6) and (7)), as reported in previous papers [16,20]: (6) E E = D r u g e n c a p D r u g t o t a l * 100 (7) D L = D r u g e n c a p P V A t o t a l * 100 Where EE is the encapsulation efficiency (%), Drugencap is mass of drug (catechol or diclofenac sodium) encapsulated (mg) measured by mass balance, Drugtotal is the initial Drug (catechol or diclofenac sodium) mass in the dispersed phase(mg), DL is drug loading efficiency (%) and PVAtotal is the initial PVA mass in the dispersed phase (mg). The drug content has been measured by HPLC analysis. For catechol, a reversed-phase Luna C18 column (Phenomenex, Torrance, CA) was used. The mobile phase was water/acetic acid (99:1, v/v) (70 %, solvent A) and methanol/acetonitrile/ acetic acid at (90/9/1, v/v) (30 %, solvent B). The flow rate was 1 mL min−1 and detection was obtained at 280 nm by the UV detector. The linear regression coefficient (R2) was determined in the range 0.01–0.5 mg mL−1 as 0.9993 (n = 5). For diclofenac sodium, a reversed-phase C18 column (2.6 μm, 50 × 4.6 mm Phenomenex kinetex) was used. HPLC analysis was performed at 40 °C and the mobile phase was acetonitrile/water (50/50 v/v). The flow rate was 0.4 mL min−1 and detection was obtained at 260 nm by UV detection. The linear regression coefficient (R2) was determined in the range 0.01–30 μg mL−1 as 0.9993 (n = 10). The supernatant collected after samples centrifugation after emulsification and cross-linking reaction (as previously described) has been analysed by HPLC for encapsulation efficiency determination. 2.4.3 Thermogravimetric analysis (TGA) and differential scanning calorimetry (DSC) Thermogravimetric analysis (TGA), differential thermogravimetry (DTG) curves and differential scanning calorimetry (DSC) were performed to characterize the thermal properties of drug loaded and unloaded microparticles. For TGA tests (PerkinElmer, TGA 7, Norwalk, CT), 6 mg of each sample was heated from 30 to 794 °C at 10 °C/min. DSC (PerkinElmer, DSC7) curves were obtained by heating 6 mg of the samples from 30 to 240 °C at 10 °C/min under a nitrogen ﬂow of 50 mL/min to investigate the melting and crystallization behavior of the samples. After that the samples were cooled and then heated by a second step, from 30 to 240 °C, at 10 °C/min. 2.4.4 Swelling studies The swelling study was performed on the PVA particles cross-linked with different GA:PVA ratios (0.05-0.2). 0.5 g of PVA particles were mixed with 10 mL of swelling (release) media (water) and the samples were placed in a moisture analyzer (MB45 Moisture Analyzer; OHAUS, USA). Kinetic swelling curves were made using the following equation: (8) % S w e l l i n g = W t o f s w o l l e n p a r t i c l e s - W t o f d r y p a r t i c l e s W t o f d r y p a r t i c l e s * 100 where Wt is the weight of particles."
6,In vitro drug release studies,"2.5 In vitro drug release studies About 0.5 g of lyophilized drug-loaded microparticles were transferred to the filtration cell using a cellulose acetate membrane of 0.45 μm. The particles were suspended in 10 mL of release media (water) at room temperature and stirred at 200 rpm. Samples of 1 mL were collected and 1 mL of release media have been added into the filtration cell. Drug content during the release study was evaluated by HPLC using the same method described above. The release profiles were evaluated by fitting the experimental data to equations describing different kinetic release. Linear regression analyses of the experimental data obtained from in-vitro drug release studies were made for four different models: zero order, first order, Korsmeyer–Peppas and Higuchi."
7,Cytocompatibility studies,"2.6 Cytocompatibility studies 2.6.1 Cell culture and -microparticles treatment Human dermal fibroblasts were obtained from Lonza (Belgium) while human tumoral cells U251MG were kindly gifted by Dr Pilar Martín-Duque. THP1 human monocytes were purchased from the American Type Culture Collection (ATCC, US). Fibroblasts and U251MG cells were grown in DMEM high glucose (Biowest, France) containing 2 mM of l-glutamine and supplemented with 10 % v/v fetal bovine serum (Gibco, UK) and 1 % penicillin-streptomycin-amphotericin B (Biowest, France). THP1 monocytes were cultured in RPMI 1640 (Biowest, France) containing 2 mM of l-glutamine and supplemented with 10 % v/v fetal bovine serum, 1 % HEPES, 1 % Non Essential Aminoacids, 0.1 % 2-mercaptoethanol 50 mM, 1 % Sodium Pyruvate 100 mM, 1 % Penicilin/Streptomycin (100X) and 0.1 % Fungizone (1000X), all of them purchased from Gibco (UK). The differentiation of monocytes to macrophages was performed by the addition of 1 μM phorbol 12-myristate 13-acetate (PMA) (Sigma Aldrich, US) to the cell culture medium for 72 h obtaining the characteristic adherent morphology of macrophages. All cell types were cultured at 37 °C and 5 % CO2. PVA microparticles were resuspended in sterilized water and added to the cells at different concentrations between 0.05 and 0.4 mg mL−1. Microparticles were incubated together with cells for 24 h at 37 °C and 5 % CO2. 2.6.2 Alamar blue cell viability assay Alamar Blue Cell Viability Reagent (Invitrogen, US) was used to evaluate the viability related to the cellular metabolism after microparticles incubation. In brief, cell metabolic activity converts the non-fluorescent substrate resazurin into the fluorescent resorufin. The assay was performed according to manufacturer’s instructions. Alamar blue reagent was added to the cells (10 %) and after incubation (4 h, 37 °C, 5 % CO2), fluorescence was recorded (535/590 nm ex/em) in a Synergy HT Microplate Reader (Biotek, US). Control samples without cells were also run to test the potential microparticles interference with the assay. Experiments were performed in triplicate wells. 2.6.3 Effects of Microparticles in cell membrane Cells were treated for 24 h with PVA microparticles at a final concentration of 0.4 mg mL−1, collected in PBS and stained with Annexin V-FITC. Then, samples were washed twice with PBS and resuspended in 100 μL Annexin V binding buffer, 5 μL of Annexin V-FITC and 5 μL of propidium iodide to each 100 μL of cell suspension. After incubation for 15 min at room temperature in the dark, 400 μL of Annexin V binding buffer were added and samples were analyzed by flow cytometry in a FACSARIA BD equipment while results were analyzed by the software FACSDIVA BD (Cell Separation and Cytometry Unit, CIBA, IIS Aragon, Spain). Negative controls were also tested to determine the basal level of apoptotic, necrotic and viable cells of each cell type. 2.6.4 Evaluation of cell cycle As above, cells were exposed for 24 h to PVA microparticles (0.4 mg mL−1), collected in PBS, fixed in 70 % ice-cold ethanol and incubated at 4 °C for 24 h. Then, DNA was stained by adding a solution of 50 μg mL−1 propidium iodide and 100 μg mL−1 RNase A in PBS, following an incubation of 30 min at room temperature in the dark. Next, DNA content was analyzed in a FACSARRAY BD equipment (Cell Separation and Cytometry Unit, CIBA, IIS Aragon, Spain). Cell cycle distribution was determined using the software MODIFIT 3.0 Verity. Negative controls were also run to compare the basal level of cell cycle to that obtained after microparticles treatment."
8,Results and discussion,
9,The effect of variables studied on particle size distribution and morphology,"3.1 The effect of variables studied on particle size distribution and morphology In this section it was studied the main constraints in the production of hydrogel polymeric microparticles with a controlled morphology and homogenous particle size distribution: 1) the type of emulsification method, 2) polymer concentration, 3) cross-linking reaction (glutaraldehyde to PVA molar ratio), and 4) acidic cross-linking conditions. 3.1.1 Emulsification method In order to identify the proper emulsification technique available to fulfill aforementioned requirements, PVA microparticles were produced by both membrane emulsification and high-shear homogenizing techniques (Figs. 2 and 3 ). The membrane emulsification method promoted a fine control of the particle size, and resulted in a narrow particle size distribution (D(3,2) = 2.12 μm, span = 0.4). A span of distribution of 1 was obtained by using the homogenizer device while uniform particle size distribution (span close to 0.4) was obtained in the case of membrane emulsification process. The wide particle size distribution achieved by the homogenization approach resulted in a mean particle size of 8.16 ± 0.41 μm, a value larger than the size achieved by membrane emulsification. In conventional homogenization devices, emulsions are produced by repeated droplets disruption and smaller droplets are usually obtained applying high specific energy inputs [17] that are not spatially uniform. This emulsification method results to be unable to produce droplets with a precisely controlled morphology and narrow size distribution (Fig. 3-A). On the contrary, in membrane emulsification, droplets are generated by a drop-by-drop mechanism and a linear correlation exists between the droplet size and the membrane pore size [16,17], so that the formation of droplets at the membrane/continuous phase interface results in uniform particle size that can be well controlled over a wide range of sizes that are highly dependent on the membrane pore size (Fig. 3-B). 3.1.2 Polymer concentration The effect of polymer concentration (1, 3.5, 7 and 15 wt. %) on PVA particles preparation by membrane emulsification was studied (Figs. 1 and 2). SEM images show that PVA amount affected the structure of the microparticles. In particular, when PVA concentration was 1 % (Fig. 3-E), only few microspheres maintained the spherical shape while, in general, the PVA polymer solidified in the form of irregularly shaped aggregates. Phase separation occurred during the cross-linking reaction and the formation of a precipitated polymer was observed at the bottom of the container. From these results it can be inferred that an optimal PVA concentration is needed to promote a controlled formation of PVA microparticles since the smallest concentration (1 % wt) was not suitable for the preparation of microparticles because of the instability of the W/O emulsion (Fig. 3-E). The increase of PVA concentration in the dispersed phase from 3.5–15% resulted in the production of microparticles with a well-defined spherical shape (Fig. 3-B-D). It should be noted that PVA concentration lower than 15 % has never been reported for microparticles preparation, although the reduction of the amount of inert carrier coupled with a high drug loading are two main challenges for the development of polymer pharmaceutical systems. 3.1.3 Cross-linking reaction The effect of the amount of the cross-linking agent glutaraldehyde (GA) on particle size and particle size distribution has been investigated. This amount was dependent upon the desirable GA-PVA ratio (GA:PVA) defined as the mass of cross-linking agent per mass of polymer. Glutaraldehyde was used as a cross-linking agent because it favors the intermolecular reaction with PVA, where the hydroxyl groups on the surface of the PVA microspheres are then converted into aldehyde groups. Fig. 2 shows the resulting particle size and span of PVA microparticles as a function of GA:PVA ratio in the range from 0.05 to 4. Results demonstrated a small decrease of particle size and span when GA:PVA was increased from 0.05 to 0.1 while SEM images reveal that PVA microparticles produced in these conditions were not consistent in morphology (Fig. 3. F, G). An average diameter and a span of distribution equal to 2.48 μm and 0.50 were obtained in the GA:PVA range from 0.2–4, respectively. SEM pictures reveal that PVA microparticles were consistent in morphology, and exhibited excellent size uniformity (Fig. 3H–L). The effect of cross-linking agent amount on particles morphology has not been reported in previous work in which PVA microparticles have been obtained after cross-linking reaction [12–14]. Morelli et al. only reported that the lowest glutaraldehyde concentration needed for particles solidification was 1 % v/v of glutaraldehyde. The cross-linking of PVA using glutaraldehyde is an acidic catalyzed reaction [14] and, in this work, it was carried out with and without benzoyl chloride The acid catalyst (HCI) was generated after the addition of benzoyl chloride (electron pair acceptor) when it comes in contact with water (electron pair donor) at oil/water interface according to the nucleophilic addition-elimination. The addition of the benzoyl chloride was found necessary to adequately perform the cross-linking reaction and improve the mechanical resistance of the particles. PVA microparticles obtained in the absence of benzoyl chloride did not completely maintain the spherical shape (Fig. 3) and the formation of a solid polymer film with a continuous structure was observed after lyophilization. Based on our findings and taking into the account the aim to reduce the amount of glutaraldehyde, only the results of microparticles with GA:PVA range from 0.2 to 2 will be hereafter discussed."
