,sections,Text
0,Introduction,"Many advantages, such as improved therapeutic effect for a variety of low molecular weight drugs, reduced solubility and toxicity, controlled diffusion and targeted delivery, have been attributed to polymeric drug delivery systems over conventional carriers [1,2]. The simplest approach in fabrication of a drug carrier polymeric system involves physical mixing or blending of the drug in a polymer matrix. In this case, drug release occurs either by the disintegration of or by the diffusion from the polymeric matrix. During this process, the drug conserves its native pharmacological properties [1] and therefore, these types of drug carrier systems have been paid great attention. Polylactide (PLA), polyethylene glycol (PEG), polyethylene oxide (PEO) and poly(Ɛ-caprolactone) (PCL) are amongst the most commonly used polymers in carrier systems, since natural polymers have an ability to release the drug in a more controlled manner [3]. All these polymers have biocompatible and biodegradable nature besides offering ease of fabrication in multifarious forms. However, the range of their applications are restricted by poor mechanical properties [4–7]. In recent years, several types of biocompatible carriers have been developed to be used especially as wound dressing [8,9]. One of the polymers that receive significant interest for such applications is chitosan (CS) [10]. CS is a natural biopolymer composed of β-[1→4]-linked 2-acetamido-2-deoxy-d-glucopyranose and 2-amino-2–2-deoxy-d-glucopyranose units [2]. Due to the abundance of amine and hydroxyl functionalities in its structure, CS is a versatile biopolymer. Moreover, CS can be physically conditioned into films, gel beads or fibers owing to its solubility in mildly acidic media [11]. CS is proven to be biodegradable, biocompatible and have been shown to exhibit adhesive, wound healing and antimicrobial properties. Concordantly, it is extensively studied for biomedical and pharmaceutical applications [10]. The primary interest in CS as wound dressing material is also related to its functionality in cell proliferation. It has been reported that CS promotes wound healing during its gradual breakdown to N-acetyl-d-glucosamine units by triggering fibroblast proliferation, collagen deposition and hyaluronic acid synthesis at the wound site [12]. However, delivery structures composed solely of CS offer poor mechanical stability and a high rate of release is observed at the very early stages of release process as opposed to the desired sustained release profile [13]. One of the strategies to overcome this negative phenomenon is to blend CS with synthetic polymers such as poly(vinyl alcohol) (PVA) or polystyrene which results in the formation of composite materials with enhanced properties such as thermal stability, tensile strength and percentage elongation at break in addition to tuning cost performance ratio [14]. PVA, is a nontoxic, biodegradable and biocompatible synthetic polymer with film-forming ability [15–17]. The hydroxyl functionalities in PVA not only pertain to the hydrophilicity of the material but also enhance the formation of inter- and intramolecular bonding between the components of the matrix materials [18]. All these attributes make PVA a good candidate for polymer matrix of drug delivery systems [1–2,10,19] and thus, CS and PVA have been frequently studied as binary blend films in order to obtain desired materials with enhanced properties for specific application fields including biomedical [20–24,12]. CS-PVA nanofibre mats were shown to be superior over commercial gauze treatment by Charernsriwilaiwat et al. (2012) in terms of wound healing [12]. Similar results were reported by Abbas et al. (2019) for CS/PVA membranes and by Yuvaraja et al. (2017) for CS/PVA beads [23,24]. Also, a synergism between CS and PVA was demonstrated by Yuvaraja et al. (2017) due to earlier wound healing and better wound closure with respect to pure CS [23]. Cross-linking is the foremost approach for stability enhancement and in the case of drug delivery, it also aids in slowing the drug release rate by hindering diffusion. The cross-linking process could be achieved by the different type of methods including physical or chemical cross-linking with regard to concerned requirements [3,21,22,25]. However, the use of eco-benign cross-linkers have become more prominent based on the safety and environmental facts. Researchers have recently preferred natural and environmental friendly cross-linkers to offer a green-synthesis approach. While the commonly used cross-linking agents such as glutaraldehyde or formaldehyde are cytotoxic, genipin (GEN) a natural cross-linking agent isolated from fruits of Gardenia jasminoides, Ellis, could be used to obtain stable cross-linked networks with much less toxicity [10,26]. In the present study, the effectiveness of drug release from chitosan/poly(vinyl alcohol) complexed blend films was studied as a function of film composition and cross-linking density. More efficient release profile and mechanical strengthening was targeted through chemical cross-linking with GEN without compromising from biocompatibility. Ibuprofen (IBU), which is known as an effective non-steroidal anti-inflammatory drug with analgesic and antipyretic properties, was selected as the model drug. By formulating IBU into CS/PVA, the main drawbacks associated with IBU, i.e. poor solubility in water and short half-life of approximately 2 h were aimed to be eliminated [27]. In vitro drug release studies were performed with IBU so as to examine the potential of IBU loaded CS/PVA/GEN for providing the necessary protection and hydration to the wound [28]. A novel formulation was suggested and tested for IBU release. Additionally, the morphological and chemical structures of the films were characterized. Since fabricated films were intended for use as wound dressing, mechanical performance, water vapor permeability, cytotoxicity and water uptake capacity of the films were also investigated. With this study, an environmentally benign one-step approach was proposed for the production of IBU embedded CS/PVA blend films cross-linked by GEN as an alternative to toxic crosslinking agents. Furthermore, superior mechanical properties were recorded with respect to CS/PVA blends cross-linked with conventional cross linkers."
1,Materials and method,
2,Materials,"2.1 Materials Chitosan (CS) powder (Mw: 100,000–300,000 g/mole) with 85% deacetylation degree was purchased from ACROS. Poly (vinyl alcohol) (PVA) (30,000–50,000 g/mole, 99% hydrolyzed), acetic acid (CH3COOH), ethanol (C2H6O), phosphate buffer saline (PBS) tablet, methanol (CH3OH), genipin (GEN) powder (≥98%, HPLC), isopropyl alcohol (IPA) (C3H8O) and ACS reagent grade ninhydrin were obtained from Sigma Aldrich. Ibuprofen (IBU) was kindly provided by Bilim Ilac, Turkey. Cell Culture chemicals and solutions for cytotoxicity tests including medium (Dulbecco's Modified Eagle Medium-Roswell Park Memorial Institute, DMEM-RPMI), antibiotic, trypsin, fetal bovine serum (FBS) were purchased from PAN Biotech (Germany). (4-[3-(4-iodophenyl)−2-(4-nitrophenyl)−2H-5-tetrazolio] 1,3benzenedisulfonate) (WST-1) cell proliferation reagent was provided from Roche (Switzerland). l-arginine was received as a gift from Prof. Dr. Berna Sarıyar Akbulut (Marmara University). All chemicals were used as supplied without further purification."
3,Production of blend films,"2.2 Production of blend films Films were fabricated by solvent casting method. Accordingly, 2% (wt.) CS solution was prepared by dissolving CS powder in 4% (v/v) acetic acid solution at room temperature. 10% (wt.) PVA solution was prepared and mixed with CS solution under stirring for 15 min at 120 rpm with different weight ratios as indicated in Table 1 . These formulations were coded as CS/PVA. For the cross-linked films, the CS/PVA solution was blended with an aqueous GEN solution to a final concentration of 1 × 10−4 ~1 × 10−3 M and coded as CS/PVA/GEN for further reference. IBU was dissolved in ethanol and added to CS/PVA or CS/PVA/GEN in 20% volumetric ratio. Finally, all mixtures were casted on glass petri dishes and dried at 36 °C overnight."
4,Film characterization,"2.3 Film characterization The CS/PVA, CS/PVA/GEN and CS/PVA/GEN-IBU blend films were characterized by Fourier transform infrared spectroscopy (FT-IR). Measurements were carried out by Perkin Elmer Spectrum One FTIR with attenuated total reflectance (ATR) unit in the scanning range of 380 and 4000 cm−1. The FTIR spectra were drawn as an average of 16 scans. The morphologies of crosslinked and non-crosslinked CS/PVA films were both investigated using scanning electron microscopy (SEM; JEOL, JSM-5910LV, USA) after Au/Pd coating. 2.3.1 Determination of cross-linking degree The cross-linking degree of films were determined by ninhydrin assay. Ninhydrin solution (0.6% w) was prepared in 1:1:20 volumetric mixture of isopropanol, methanol and ethanol. The assay was conducted following the method described by Cui et al. (2014) [29]. However, of glycine, l-arginine was utilized for preparation of the standard curve. The concentration of free NH2 instead groups in the sample were determined spectrophotometrically based on the optical absorbance at 570 nm (Agilent Cary Win 2.0). The cross-linking degree was calculated according to Eq. (1); (1) C r o s s − l i n k i n g d e g r e e ( % ) = ( M N H 2 P l a i n − M N H 2 C r o s s − l i n k e d ) M N H 2 P l a i n * 100 Herein, M N H 2 P l a i n and M N H 2 C r o s s − l i n k e d denotes the mole fraction of free amino groups in non-cross linked and genipin cross-linked samples, respectively. 2.3.2 Swelling tests The water uptake capacity of CS/PVA and CS/PVA/GEN films was evaluated by swelling of the films in phosphate buffer solution (PBS) at pH 7.4 and 37 °C under continuous stirring (130 rpm) for 24 h. Following that, the swollen films were collected and wiped off to remove excess surface water. The swelling ratio of the films (%) was calculated based on the recorded weights according to Eq. (2); (2) S w e l l i n g r a t i o ( % ) = W s − W d W d x 100 Where Ws and Wd are the weight (g) of the films before and after swelling, respectively."
5,Mechanical tests,"2.4 Mechanical tests The mechanical properties, namely tensile strength and elastic modulus were measured using a Universal Testing Machine (Zwick Z010 universal tensile tester, Kennesaw, GA) with 0.01 N load cell and 2 mm/min crosshead speed. Rectangular film specimens were cut in dimensions of 1 cm x 5 cm. For accuracy, five samples were tested for each composition at room temperature and the average value was recorded. The tensile strength was calculated according to Eq. (3): (3) T S = F m a x A Where F max is the maximum force (N) at break and A corresponds to the cross-sectional area of the specimen (mm2)."
6,Cytotoxicity tests,2.5 Cytotoxicity tests WST-1 cell proliferation and viability assay with L929 cell line (Murine Fibroblast) was used to determine cytotoxicity of CS/PVA 2:3 and CS/PVA/GEN 1.0 blend films following the protocol described in detail by Aycan et al. [19]. This method is briefly based on the comparison of the number of viable cells (WST-1) between a sample-free control group and seeded samples. The absorbance values of WST-1 were measured spectrophotometrically at 450 nm via Promega GloMax®-Multi+ detection system.
7,Water vapor transmission rate,"2.6 Water vapor transmission rate The water vapor transmission rate (WVTR) of polymeric films was determined according to the ASTM method E-9600 (ASTM, 2004) with slight modifications. The films were hermetically sealed in a permeability cup (Diameter = 1.6 cm). An open permeability cup was used as control. In order to prevent humidity changes and maintain the relative humidity (RH) at 75%, anhydrous silica (0% RHc) was placed inside the permeability cups and saturated NaCl solution (75% RHd) was used in desiccator. The WVTR through the exposed film area was measured from the cups weight loss as a function of time. The experiments were conducted in triplicates. The slope of each curve was determined by linear regression and WVTR was calculated by using Eq. (4); (4) W V T R = S * 24 A ( g / m 2 day ) where S is the slope of each curve (g H2O/h) and A is the permeation area (m2)."
8,In vitro drug release studies,"2.7 In vitro drug release studies In vitro drug release experiments were conducted with polymeric films precut in 1 cm2 sizes. Accordingly, the drug loaded film samples were immersed into falcon tubes containing 15 ml of PBS having pH value of 7.4 and shaken at 130 rpm (37 °C). After determined time intervals, 3.0 ml of the solution was withdrawn and replaced with the same amount of fresh buffer solution in order to maintain a constant volume release medium. The amount of IBU released from the fabricated films was determined using UV–VIS spectrophotometer (Agilent Cary 60 Spectrophotometer) by measuring the intensity of the UV absorbance at 265 nm. The% cumulative release was calculated as; (5) % c u m u l a t i v e r e l e a s e = [ C n + 3 20 ∑ C n − 1 ] * 1000 Where Cn and C n − 1 are the amount of drug released at the time n and n-1, respectively."
9,Kinetics of ibu release,"2.8 Kinetics of ibu release Drug release from hydrogels involve simultaneous processes of water absorption and drug desorption. The desorbed drug then diffuses through the swollen film by diffusion [30], and thus the transport rate is controlled by diffusion and/or swelling. In hydrophilic polymers erosion and rapid destruction may accompany swelling which eventually contributes to the drug release rate [31,32]. For diffusion-controlled systems, Fickian model of release kinetics is valid and the release profile can be obtained by the solution of Fick's second law of diffusion [32]. Meanwhile when swelling dominates, the release process follows zero order kinetics and is called as Case II transport. In anomalous or non-Fickian type transport, diffusion, swelling and erosion mechanisms all contribute to the transport rate. Mathematical models corresponding to the described conditions are zero order, first order, Higuchi, Korsmeyer-Peppas and Peppas-Sahlin models which are provided through Eqs. (6)–(10). (6) M t = M 0 + k 0 t (7) l o g M t = l o g M 0 − k 1 t / 2.303 (8) M t = k H t 1 / 2 (9) M t M ∞ = k K P t n (10) M t M ∞ = k D t m + k R t 2 m Herein, M t and M 0 are the amounts of dissolved drug in release medium (mg IBU per g carrier) at any time t (h) and under initial conditions, respectively. Likewise, M∞ is the amount of drug released at infinite time. In each of the equations, release rate constants are represented by the letter k with the subscripts 0, 1, H, KP, D and R denoting zero order, first order, Higuchi, Korsmeyer Peppas, diffusion and relaxation, respectively. The exponent n is specific to the geometry and is used as identifier of transport mechanism [27,32]. For slab geometry, corresponding values of n are 0.5 for Fickian diffusion and 1.0 for non-Fickian diffusion. The values of n within 0.5 to 1.0 are indicative of anomalous transport and above 1.0 Super Case II transport occurs [32,33]. Peppas-Sahlin model includes the exponential constant m which is also dependent upon the respective proportions of delivery device, i.e. the ratio of film diameter to film thickness. The corresponding value of m was specified as 0.5 for CS/PVA and CS/PVA/GEN films involved in this study. The ratio of relaxational transport (R) over Fickian term (F) can be calculated based on Eq. (11) [34]. (11) R F = k R k D t m The initial 60% of IBU release profiles from CS/PVA and CS/PVA/GEN were correlated with zero order, first order, Higuchi, Korsmeyer-Peppas and Peppas Sahlin models so as to describe drug release kinetics. The data were fitted to these models using nonlinear regression tool of POLYMATH 6.10. Confidence limit was taken as 95% in estimation of model parameters. Model precision was evaluated based on the values of regression coefficient (R2) and variance (σ2) calculated via Eqs. (12) and (13), respectively. (12) R 2 = ∑ ( M t , e x p − M t , c a l c ¯ ) 2 ∑ ( M t , e x p − M t , c a l c ¯ ) 2 + ( M t , e x p − M t , c a l c ) 2 (13) σ 2 = ∑ ( M t , e x p − M t , c a l c ) 2 N − K where Mt,exp and Mt,calc represent the experimental value and model estimation for the amounts of dissolved drug in release medium (mg IBU per g carrier) at any time t. N is the number of runs and K is the number of estimated parameters."
