,sections,Text
0,Introduction,"Alcohol has many uses. As the use of fossil fuels becomes increasingly detrimental to the environment, one such critical use is as a biofuel. Ethanol is currently the most widely used bio-alcohol fuel due to its relatively mature production infrastructure. However, metabolic engineering of microorganisms and advancement in catalytic gas fermentation has enabled many avenues of biosynthesizing other alcohols, creating a pathway for single component alcohols, multi-component alcohol blends, and water-alcohol blends to serve as potential biofuels. In parallel with the advancement in bio-alcohol synthesis, a considerable amount of research on a number of advanced combustion concepts aims to provide internal combustion engines with high thermal efficiencies and low emissions. With both fields rapidly maturing, there is a strong need for the two fields to come together. In light of this, this work aims to study the potential of biosynthesized alcohol fuels in advanced combustion by considering advanced combustion concepts that control the heat release process via small-to-medium amounts of in-cylinder stratification introduced through the direct injection of fuel. This work is organized into the following subsections: 1. An introduction to stratification-controlled advanced combustion concepts, highlighting the specific fuel properties desirable for each strategy. 2. A brief review of recent progress in the field of bio-alcohol production. 3. An introduction to physical and chemical properties of the alcohols, selecting candidate fuels based on their potential compatibility with the advanced combustion concepts being considered. 4. An analytical assessment of candidate fuels using a metric called normalized φ-sensitivity, which provides information on how the ignition delay distribution in the combustion chamber changes due to a compression stroke injection of fuel."
1,Stratified advanced combustion,"Advanced combustion concepts aim to break the efficiency-emissions tradeoff that exists with the conventional combustion modes: spark ignition (SI) and conventional diesel combustion (CDC). Low temperature combustion (LTC) is a subset of these advanced combustion concepts that provides high thermal efficiency and low particulate matter (PM) and NOx emissions via lean, near-homogeneous, un-throttled operation. Homogeneous charge compression ignition (HCCI), the first LTC concept, achieves this goal [1]; however, HCCI is limited to low load operation due to a lack of a heat release control mechanism. The heat release process in HCCI is governed by thermal stratification that forms naturally in the cylinder via heat transfer during the compression stroke [2,3]. The hottest regions in the cylinder ignite first, further compressing and heating the colder regions in the cylinder until they ultimately ignite too in a process known as sequential autoignition. There are numerous next generation LTC concepts that aim to provide a control mechanism over the heat release process using a similar control strategy, namely the direct injection of fuel during the compression stroke. The naming convention of these LTC concepts can be vague, with significant amounts of overlap among them. For example, partially premixed combustion (PPC) describes an advanced compression ignition combustion mode that has some degree of fuel inhomogeneity in the combustion chamber that controls the heat release process [4]. Gasoline compression ignition (GCI) describes a PPC-like combustion mode utilizing gasoline [5]. Partial fuel stratification (PFS) is another PPC-like combustion mode that employs a split injection strategy, where a portion of the fuel is injected during the intake stroke to fully premix with air while the remainder of the fuel is injected during the compression stroke to induce stratification [6]. Thus, the difference between PFS, GCI, and PPC largely lays with their injection strategies. Reactivity-controlled compression ignition (RCCI), which uses two distinct fuels with vastly different reactivities, is a PPC-like combustion mode that creates a reactivity gradient in the cylinder by direct injecting a high reactivity fuel during the compression stroke into premixed air and a low-reactivity fuel [7]. Thermally stratified compression ignition (TSCI), which when employed with a single injection system and a high heat of vaporization fuel or water-fuel mixture, uses a split injection strategy like PFS [8]. The difference between TSCI and PFS is subtle and highlights what should be the primary distinction between all of these stratified advanced LTC concepts – the sequence of autoignition within the stratified charge in the combustion chamber. A common characteristic among all of these combustion modes is the use of a direct injection of fuel during the compression stroke to superimpose a coupled φ-temperature field on top of the naturally formed temperature distribution. This coupled φ-temperature field is a function of injection timing, engine geometry, and bulk charge motion, among other factors. Depending on the nature of the fuel, the heat release process will either proceed from rich-to-lean (like PFS) or lean-to-rich (like TSCI). A rich-to-lean heat release progression means that rich regions ignite first, despite the fact that they may also be colder due to the evaporative cooling of the fuel, followed sequentially by progressively leaner regions. Contrarily, a lean-to-rich heat release progression means that the hot, lean regions ignite first, followed sequentially by progressively richer, colder regions. The two key fuel properties that determine how the heat release process will proceed are φ-sensitivity and cooling potential. φ-sensitivity describes how the ignition delay of a fuel changes with φ. A fuel is considered highly φ-sensitive if its ignition delay rapidly decreases with an increase in φ. This is strongly correlated with the negative temperature coefficient (NTC) behavior of fuels that exhibit low temperature heat release (LTHR) and/or intermediate temperature heat release (ITHR) [9,10]. The cooling potential of a fuel describes the potential change in temperature a fuel can induce via evaporation, given by the following equation: (1) CoolingPotential = φ ∗ h fg , f u e l AFR stoich ∗ C p , a i r where hfg, fuel is the latent heat of vaporization of fuel, φ is the equivalence ratio, AFRstoich is the stoichiometric air–fuel ratio, and cp, air is the specific heat of air. Note that the cooling potential is not only a function of hfg, fuel , but of AFRstoich as well, since a fuel with a lower AFRstoich will require a larger amount of mass for a given φ. Generalizing to maximize clarity, there are two fuel options to choose from: a fuel with little-to-no φ-sensitivity and a high cooling potential, which will burn lean-to-rich, or a fuel with a high φ-sensitivity and a low cooling potential, which will burn rich-to-lean. Therefore, to avoid referring to a class of similar advanced combustion strategies by several different acronyms, a more intuitive way to describe next generation LTC concepts would be as either “lean-to-rich burn stratified combustion” or “rich-to-lean burn stratified combustion.” A schematic illustrating the difference between lean-to-rich and rich-to-lean burn stratified combustion is shown in Fig. 1 . Based on the nature of the fuel requirement for each strategy, they have unique drawbacks. Lean-to-rich burn stratified combustion is more prone to poor combustion efficiency, i.e. high CO and uHC emissions, due to the relatively high autoignition resistance of the single-stage ignition fuels employed. On the other hand, rich-to-lean burn stratified combustion is more prone to particulate matter emissions due to the longer fuel structure and low oxygen content associated with the gasoline-like fuels that exhibit NTC behavior. However, both lean-to-rich and rich-to-lean burn stratified combustion are equally effective at controlling the heat release provided the correct fuel and engine hardware are used to maximize the efficacy of the control strategy used while minimizing their respective drawbacks."
2,Overview of bio-alcohol production,"Alcohols are oxygenated hydrocarbons categorized by having a single hydroxyl group (–OH) bonded to a carbon atom. The location of this hydroxyl group plays a role in the physical and chemical properties of the molecule. Therefore, alcohols can be grouped into three categories based on the number of carbon–carbon bonds that the hydroxyl group-bonded carbon atom has: primary, secondary, and tertiary alcohols have one, two, and three carbon–carbon bonds on the hydroxyl group carbon, respectively. This is illustrated in Fig. 2 , using the four butanol isomers as an example. The hydroxyl group of an alcohol fuel polarizes it, with the degree of polarization being inversely related to the spatial distance between the hydroxyl group and the other atoms of the molecule. As a result, the degree of polarization decreases with an increasing number of carbon atoms and, in general, increases when the molecule branches. Polarization of the molecule causes strong intermolecular bonds, resulting in the unique properties of alcohols, such as a low melting point, a high latent heat of vaporization, and a degree of water solubility. Some key fuel properties of various alcohols are displayed in Table 1 ."
3,Bioethanol,"3.1 Bioethanol Ethanol is primarily produced through the fermentation of starch-based crops, like corn or sugarcane. Although more research is needed, this method of production raises valid concerns over potential competition with food sources if the production of ethanol through this method is scaled up to provide a significant fraction of global energy needs [11]. However, bioethanol can be produced, instead, from lignocellulose, the material that makes up most biomass. Lignocellulose primarily consists of three components: lignin, cellulose, and hemicellulose. While lignin cannot be used to produce ethanol via traditional fermentation, cellulosic ethanol can be produced by fermenting hydrolyzed sugars from cellulose and hemicellulose. Before being hydrolyzed, a pretreatment process must first break down lignin-cellulose-hemicellulose complexes. The specific pretreatment method is generally chosen based on the nature of the biomass in question [12]. After pretreatment, either chemical hydrolysis or enzymatic hydrolysis produces fermentable sugars. Chemical hydrolysis entails steeping the cellulose and hemicellulose in an acidic solution. Sulfuric acid is the most common acid used for chemical hydrolysis, though other acids have been proposed to reduce the production of toxic byproducts and ease the burden of neutralization after hydrolysis [13]. Dilute acidic chemical hydrolysis first converts hemicellulose to both pentose (five-carbon sugar, such as xylose) and hexose (six-carbon sugar, such as glucose). Once the hemicellulose is hydrolyzed, the temperature of the solution is heated to ~ 230 °C to convert the cellulose to glucose [14]. Alternatively, concentrated acid (~70%) may be employed at low temperatures and pressures to produce higher sugar yields than dilute acid. However, this increases the complexity of the solution neutralization and the subsequent removal of salts and fermentation inhibitors [15]. Enzymatic hydrolysis hydrolyzes cellulose and hemicellulose by steeping them in a solution containing enzyme producing micro-organisms, or the enzymes themselves. Enzymatic hydrolysis is theoretically more efficient than chemical hydrolysis and requires significantly less aftertreatment before fermentation. However, its high cost and technological immaturity are currently limiting factors to its production-scale implementation. Current research is exploring “designer enzymes” that improve hydrolysis efficiency while decreasing cost [16]. There is also the potential for bio-engineered yeast strains to both hydrolyze and ferment simultaneously, greatly reducing the complexity and cost of cellulosic ethanol production [17]. Finally, the fermentation process converts sugars to ethanol and carbon dioxide. Fermentation of hexoses using the naturally occurring yeast Saccharomyces Cerevisiae is up to 95% efficient [18]. Fermenting pentose sugars, on the other hand, requires metabolic engineering of certain strains of yeast/bacteria. The requirement of oxygen during the fermentation process further complicates the fermentation of pentoses and is currently a limiting factor in ethanol yield [19,20]. Despite these challenges and although there is more work to be done, researchers have made significant strides in developing yeast strains for the co-fermentation of pentoses and hexoses [21]. Additionally, cellulosic ethanol can be produced via gas fermentation by fermenting syngas produced from biomass. This is unique from the Fischer Tropsch process, which generates hydrocarbons from syngas using high temperatures and pressures as well as costly catalysts. Instead, gas fermentation employs microorganisms, such as Clostridium Ljungdahlii, undergoing autotrophy with CO as a feedstock [22]. One key advantage of gas fermentation over traditional fermentation is that gas fermentation of biomass can produce alcohol from lignin, which can account for a significant amount of the total biomass [23]. Lignocellulose can come from dedicated energy crops, such as switchgrass, or agricultural waste, such as corn stover. For example, the crop residue/crop ratio of corn, i.e. the ratio of corn stover/corn grain yield, is ~ 1. Considering the theoretical ethanol yield of corn stover is slightly lower than that of corn grain due to the production of xylose and other five-carbon sugars during the hydrolysis process, the theoretical ethanol yield of the entire crop can increase by nearly 70% if the methods described above are used to produce cellulosic ethanol instead of employing current ethanol production methods that only use the corn grain [24]. Roughly half of the corn stover produced must be retained to prevent soil erosion and carbon depletion, leaving a net theoretical ethanol yield increase of ~ 35% [25]. The production of second-generation bioethanol can therefore increase the yield from each hectare of crop. Additionally, lignocellulose can come from forest or municipal waste [26]. There is ~ 100 million dry tons of forest biomass and waste resource potential currently unused in the US, ranging from forest trimmings to wood chips [27,28]. With potential ethanol yields ranging from of 40–80 gallons/ton of biomass [26] (sugarcane yield: 20–25 gallons/ton and corn yield: 95–125 gallons/ton), 4–8 billion gallons of ethanol can be created from the underutilized resources alone, a significant fraction of the 16.1 billion gallons of ethanol produced in the US in 2018 [29]."
4,Biomethanol production,"3.2 Biomethanol production Unlike ethanol, methanol is traditionally synthesized from non-renewable sources. Fossil fuels (i.e., natural gas) are typically reformed to create syngas, which is then used to produce methanol via catalytic reactions at elevated temperatures and pressures. However, the syngas used to synthesize methanol can easily be created by gasifying any biomass, with little change to the actual production process. As a polar molecule, methanol is miscible with water and will absorb water during the production process. Unlike ethanol, methanol does not form an azeotrope with water, meaning no energy intensive dehydration process is required to fully dry the fuel [30]. For the azeotrope forming alcohols, this energy intensive dehydration process can be truncated if some fraction of water above the azeotropic limit of the fuel (see Table 1) is tolerable, saving a portion of energy during the production process [31]. In addition to the production of biomethanol from biomass derived syngas, methanol can be produced as a synthetic fuel from H2 and CO2 with the input of electricity (also called an e-fuel when renewable electricity is used) [32]. Synthesizing methanol using renewable electricity is not only an energy-dense method to store electricity, but is also a more efficient means of storing hydrogen [29,31]."
5,Biopropanol production,"3.3 Biopropanol production 1-propanol is generally produced via catalytic hydrogenation of propionaldehyde, which itself is produced from ethylene sourced from fossil fuels [33]. Therefore, bio-1-propanol could be produced through biosynthesized ethylene. However, currently, the most economically viable pathway of ethylene biosynthesis is through catalytic conversion of bioethanol [34,35]. Syngas fermentation can coproduce the C2-C4 primary alcohols (ethanol, 1-propanol, and 1-butanol) in a mass ratio of 8:6:1 [36]. Metabolic engineering of Propionibacterium freudenreichii has produced strains that produce 1-propanol from glycerol [37], while metabolic engineering of Escherichia Coli bacteria has produced strains that coproduce 1-propanol and 1-butanol in nearly equal quantities from glucose via 2-ketoacid pathways [38]. In essence, this metabolic engineering allows a process, either fermentative or non-fermentative, to primarily produce alcohols other than ethanol from similar feedstocks. Therefore, the same arguments of feedstock generation discussed in Section 3.1 will apply here, and for all metabolically engineered micro-organisms. 2-propanol, the simplest secondary (sec) alcohol, has two main production methods: hydration of propylene and hydrogenation of acetone. Biosynthesis of 2-propanol currently has lower yields than that of other bio-alcohols, since as a secondary alcohol, 2-propanol biosynthesis from micro-organisms uses different chemical pathways than biosynthesis of primary alcohols. However, recent progress in metabolic engineering of E. Coli bacteria has shown promise in achieving high yields [39]. Alternatively, hydrogenation of biosynthesized acetone or coproduction with butanol and ethanol are viable bioproduction methods; for example, the conversion of acetone produced in acetone-butanol-ethanol fermentation (ABE, detailed in Section 3.4 ) to isopropanol via metabolic engineering of Clostridium acetobutylicum [40]."
6,Biobutanol production,"3.4 Biobutanol production n-butanol and isobutanol are both primarily produced in large quantities by carbonylation of fossil fuel-sourced propylene. 2-butanol, which is less commonly used, is currently produced by the hydration of fossil fuel-sourced butene. n-butanol was first biosynthesized in the early 1900 s via ABE fermentation of glucose by various strains of the bacteria family Clostridium. The ABE process effectively produces acetone, n-butanol, and ethanol in a 3:6:1 ratio from a variety of feedstocks. However, one of the largest challenges to overcome is the low butanol tolerance of Clostridium. To address this, continuous recovery of butanol during the fermentation process must occur [41]. Non-fermentative processes of biobutanol production exist using metabolically engineering bacteria, such as E. Coli [42,43]. However, using yeast for biobutanol production has practical advantages over using bacteria [44]. As butanol is a natural byproduct of the fermentation of glucose by Saccharomyces cerevisiae yeast, metabolic engineering can enhance these pathways and suppress ethanol production pathways to biosynthesize n-butanol, isobutanol, and 2-butanol [45]. Although this approach is promising, bacteria can synthesize biobutanol with yields near the theoretical limit, which is not yet true for yeast; therefore, a considerable amount of research is dedicated to increasing the yield of biobutanol from yeast [46,47], including the utilization of xylose [48,49]. Like 2-propanol, 2-butanol is a secondary alcohol, and therefore biosynthesis via micro-organisms requires more metabolic engineering than its primary alcohol counterparts to maximize yields. Progress in both metabolic engineering of bacteria [45] and yeast [50] have yielded promising results in the biosynthesis of 2-butanol."
7,Higher alcohols,"3.5 Higher alcohols Effective biosynthesis of higher alcohols is achieved through a recursive elongation process, where the carbon chain length of a 2-ketoacid, the precursor to alcohol synthesized via the Ehrlich pathway [51,52], is enzymatically increased with each iteration within a metabolically engineered micro-organism [53]. This method has been shown to biosynthesize most higher alcohols, including pentanol and its isomers [38,54,55], and straight chained primary alcohols [56], among others, using bioderived glucose as a feedstock. All of the metabolically engineering microorganisms discussed for the biosynthesis of alcohols are currently at the research stage, having yet to be demonstrated on a large scale. While both the technical and economic hurdles to overcome are significant, progress to this point has been made at an encouragingly high rate. Therefore, it is important for combustion research using a variety of alcohol fuels to continue in parallel, so that when large-scale production is available, there is a use for these biofuels."
8,Alcohol fuel candidates for advanced combustion,
9,C1-C4 alcohols,"4.1 C1-C4 alcohols There are eight C1-C4 alcohols. Of them, seven are liquid at room temperature and are thus viable fuels. Tert-butanol is not liquid at room temperature and will therefore not be considered as a potential fuel for advanced combustion in this work. Going forward, the phrase C1-C4 alcohols refers to other seven alcohols. Since the RON and MON scales are created with respect to primary reference fuels with strong NTC behavior, a high, positive octane sensitivity (RON – MON) implies that a fuel has little-to-no NTC behavior. The C1-C4 alcohols do not exhibit any NTC behavior and with the exception of n-butanol, are single stage ignition fuels, primarily because cool flame reaction pathways essentially require at least a four-carbon chain alkyl group in the molecule [57]. Under high boost conditions, n-butanol displays some cool flame reactivity via ITHR [58]; however, the ignition delay of n-butanol still does not experience an NTC region despite this ITHR [59]. The hydroxyl group of the alcohol acts as a radical chain terminating group following H-abstraction, which inhibits cool flame reactivity [60,61]. This not only supports their lack of NTC behavior, but also results in their ability to suppress the NTC behavior of other fuels. As a result, the C1-C4 alcohols are often used as a blend stock in gasoline to improve anti-knock index (AKI) [62]. The high latent heat of vaporization of the C1-C4 alcohols also serves to both lower knock propensity and increase volumetric efficiency in production engines. Having a fuel bound oxygen on a short-chained hydrocarbon results in a lower energy density, a lower stoichiometric air–fuel ratio (which further increases its cooling potential (Eq. (1))), and a lower sooting potential. The high cooling potential, low sooting potential, and lack of NTC behavior of the C1-C4 alcohols make them good candidates for lean-to-rich burn stratified combustion. In HCCI, the start of combustion of both methanol and ethanol showed little-to-no sensitivity to changes in equivalence ratio and a high sensitivity to changes in intake temperature [63,64]. Methanol has been shown to enable lean-to-rich burn stratified combustion in a heavy-duty engine, with all of the fuel injected during the compression stroke [65,66] while ethanol has been shown to enable lean-to-rich burn stratified combustion in a light-duty engine using a split injection strategy [6,8]. In an HCCI autoignition study with n-butanol and isobutanol, n-butanol showed similar φ- and temperature-sensitivity to gasoline, including ITHR under boosted conditions, whereas isobutanol showed similar φ- and temperature-sensitivity to ethanol [58]. This means that isobutanol is likely a better candidate to enable lean-to-rich burn stratified combustion than n-butanol, and that n-butanol might be better suited for rich-to-lean burn advanced combustion strategies. Another factor to consider for the C1-C4 alcohols is water solubility. All of the C2-C4 alcohols (methanol excluded) form azeotropes during production. Since ethanol and both propanol isomers are completely miscible with fuel, there are potential energy savings during the production of these fuels if some amount of water is tolerable [67]. With lean-to-rich burn stratified combustion, this water in the fuel is actually advantageous [68,69] since the cooling potential of the fuel increases with water content while the φ-sensitivity of the fuel is largely unchanged, an effect explored in the following section. There is a caveat that the fuel will have a lower energy density and that the combustion efficiency can decrease if the water content in the fuel is too high [70]; therefore, a tradeoff exists between increasing the cooling potential of the fuel via water addition and decreasing the energy density/combustion efficiency of the fuel. For the three bio-synthesizable butanol isomers, their miscibility with water is lower than the water content found in their azeotrope – they only form a homogeneous azeotrope up to their miscibility limit, beyond which a heterogeneous azeotrope forms. This means that potential energy savings and cooling potential enhancement with added water content are limited for the pure butanol isomers."
