,sections,Text
0,Introduction,"Sewage sludge is a semi-solid residue generated from wastewater treatment plants (WWTPs). Wastewater treatment system is generally integrated with a series of physical, chemical, and biological treatment units. After anaerobic digestion, the sludge is subjected to conventional mechanical dewatering which can reduce the moisture content to around 80wt%. Sewage sludge is rich in organic matter and nutrients (such as nitrogen and phosphorus) and mainly composed of proteins (~40%), lipids (10−25%), carbohydrates (14%), lignin and ash (30−50%) [1,2]. Depending on the characteristics of wastewater sources and wastewater treatment process, heavy metals (i.e. Cd, Cr, Cu, Zn, Pb, Ni, and As), pathogens or other microbiological pollutants, persistent organic pollutants (POPs) (i.e. polycyclic aromatic hydrocarbons (PAHs), polychlorinated biphenyls (PCBs), dioxins, pesticides, nonyl phenol, and linear alkyl sulfonates, etc.) [3] can be entrained in sewage sludge, posing potential risks to environment and human health if it is not appropriately treated. Due to urbanization and increasingly stringent regulations for the quality of discharged water, the sludge generation from WWTPs is soaring worldwide. At present, the annual production of dry sludge in European Union is more than 10.96 million tons [4] and sludge production in China is estimated to reach 6 million dry tons per year [5]. Moreover, the cost used for sludge treatment represents almost 50% of the total capital cost of wastewater treatment process [6]. Therefore, a wide variety of sludge treatment technologies have been implemented, including three main categories, landfill disposal, land application, and incineration. Landfill disposal not only occupies plenty of land but also generates a large volume of landfill leachates and gases resulting from the high moisture and organic matter contents in sewage sludge. The landfill leachates and gases can incur pollutions to surrounding water, air, and soil. Sometimes, the landfill site may even collapse due to insufficient strength of sludge. Moreover, metabolites in the leachates can be more toxic than its precursors [7]. Composting is a prominent technology for land application. However, the odor control is problematic both in the processing stage and storage areas [6]. Oleszczuk [8] reported composting could significantly increase the toxicity of sewage sludge, which may be associated with the increased mobility and bioavailability of metabolites [7]. On the other hand, the market for composted sludge is a prerequisite. Thus, suitable revenue for the composting facilities is required and more outlets for the final compost should be developed [6]. Given migrations of heavy metals and organic pollutants, it may not be advisable to use sewage sludge derived compost for land application. Furthermore, due to the high calorific value in sludge (i.e. higher heating values for dry sewage sludge before and after digestion around 23MJ/kg and 8.5−17MJ/kg, respectively), energy recovery from sludge has attracted great attention recently [9]. The potential energy in sludge could be recovered using either biological or thermochemical processes. In particular, incineration can dramatically reduce the sludge volume. Nonetheless, before being fed into incinerator, the moisture content of sludge should be lowered down to 35% during pre-drying step, leading to high energy consumption [7]. To eliminate the energy-intensive drying process, hydrothermal conversion technology was introduced to recover energy from wet biomass waste. Hydrothermal conversion is a thermochemical process to reform biomass in hot compressed water. Under elevated temperature and pressure, specifically when exceeding the critical point (374.3°C and 22.1MPa) of water, the density, static dielectric constant and ion dissociation constant of water drop drastically, which can accelerate the reaction rate substantially [10]. Due to those superior properties of hot pressurized water, it acts as a non-polar solvent and benign reactant with high diffusivity, excellent transport properties and solubility. Consequently, hydrothermal conversion technology has been widely applied for fuels and chemicals recovery from wet biomass and organic waste with high moisture content in the last two decades. As shown in Fig. 1a, hydrothermal conversion can be divided into (1) hydrothermal carbonization (180−250°C) for hydrochar production [11,12], (2) hydrothermal liquefaction (about 200−370°C, with pressures between 4 and 20MPa) for heavy oil production and (3) hydrothermal gasification (near-critical temperatures up to about 500°C) [13] to generate hydrogen rich gas under various conditions. From the perspectives of fossil energy shortage and environmental impacts, renewable hydrogen recovery from readily available wet biomass using hydrothermal gasification is desired in the long run. Kruse [14] summarized previous research work relating to supercritical water gasification (SCWG) of biomass without heterogeneous catalysts whereas Elliott [15], Guo et al. [16] and Azadi et al. [17] reviewed catalytic sub- and supercritical water gasification of biomass for hydrogen production. In recent years, more efforts have been made to explore strategies to enhance hydrogen yield and carbon gasification efficiency during hydrothermal conversion of biomass or wastes. Up-to-date information and comprehensive summary are imperative to highlight technical and economic feasibility of hydrothermal gasification technology for wet biomass waste management system, especially sewage sludge, algae, and food wastes. This review covers three main parts: (1) effects of operating conditions, oxidants and intermediates on the hydrothermal gasification efficiency; (2) hydrothermal conversion and gasification of biomass model compounds and sewage sludge for hydrogen production; and (3) updates of catalytic hydrothermal gasification. Based on abovementioned aspects, perspectives relating to hydrothermal gasification of sewage sludge are presented."
1,Hydrothermal gasification technology,"During conventional steam reforming of biomass to produce desired light gases, tar and char as well as higher hydrocarbons are greatly formed [19]. In 1985, Modell [20] initiated the SCWG process of maple wood sawdust without char formation. The mechanism of SCWG of biomass was described as a process involving hydrolysis of biomass in supercritical water (SCW) followed by further gasification of the produced aqueous oligomers [21,22]. Since SCWG of biomass is regarded as a high-pressure steam reforming, pre-drying could be avoided. Due to high solubility of water under SCW conditions, intermediates derived from biomass decomposition can be dissolved. As a consequence, remarkably reduced tar and coke formation can be expected in SCWG compared to classical gasification process [16,23]. Contrasting to the high temperature of conventional gasification (e.g.>800°C), SCWG of biomass materials is typically conducted at temperatures lower than 600°C [24]. Table 1 summarizes the advantages and assessment criteria of SCWG. Though SCWG of biomass is a complex process, the involved chemical reactions can be described by reactions (1)–(5) in Table 2 [25]."
2,Role of water,"2.1 Role of water Under normal temperature and pressure, water can exist in the form of ice, liquid, and vapor. When the temperature and pressure are elevated to above the critical point (374.3°C and 22.1MPa), water goes into supercritical state, where the gas and liquid phase become miscible (Fig. 1a) [30]. Fig. 1b illustrates the physical properties of water as the temperature increases under constant pressure 25.3MPa. Water density decreases with the increase of temperature and a drastic decrease is observed at the critical temperature, resulting in broken hydrogen bonds in water. As a consequence, dielectric constant of water decreases from approximately 80 (at normal temperature and pressure) to 5 (at critical point) [16]. Dielectric constant is used to measure the polarity and solubility of the fluid. Lower dielectric constant reflects the high solubility of organic solvent and the low solubility of inorganic compounds [31]. Due to these unique properties, SCW has been regarded as an attractive reaction medium. 2.1.1 Acid/base catalysis and source of free-radicals Below the critical point, ion product of water increases with elevated temperature by three orders of magnitude from K w=10–14 mol2/L2 at 25°C to K w≈10–11 mol2/L2 at 300°C. Above this temperature, K w decreases drastically to 10–20 mol2/L2 at 380°C [32]. In subcritical water, ionic reactions are generally reinforced because of the higher concentrations of H+ and OH−. Because of high water density in subcritical water, hydrolysis is more preferable. Thus, high molecular weight compounds can be hydrolyzed to smaller fragments and dissolved into water for further oxidation and gasification [33] as a result of the acid/base catalysis of subcritical water. Water in hydrothermal conditions not only acts as reaction medium and reactant, but also as acid/base catalysts. The chemistry of acid/base catalysis and oxidation reactions for selective conversion of biomass to value-added products under hydrothermal conditions is given in a detailed review by Jin and Enomoto [34]. Besides, water was regarded as a catalyst in SCW for hydrogen production from formic acid degradation via decarboxylation and dehydration in reactions (6) and (7) [35]. In contrast to hydrolysis, free-radical reactions are favorable in low water density so that free-radical reactions dominate under high temperatures. Free-radical mechanism is composed of generation of radicals and fast free-radical reactions [16]. Hydroxyl radical, known as the most effective oxidant, is of great importance in supercritical water oxidation (SCWO). Reactions (8)–(13) which can form OH radicals significantly contribute to overall kinetics. Because the formed H2O2 in reaction (13) can subsequently generate two OH radicals, the less reactive oxidant hydroperoxyl radical (HO2) can effectively generate three OH radicals in the presence of water [10]. Moreover, the delocalization of π-electrons by substitution of hydroxyl groups makes benzene rings readily cleaved to form small molecular weight compounds. In addition, heteroatoms can be also removed from the precursors at the same time. Ogunsola et al. [36] reported H radicals donated by SCW reinforced the saturation of heterocyclic rings, which subsequently opened to form hydrocarbons, sulfides, and NH3. Thus rupture of −C−S and −C−N bonds in heterocyclic ring by SCW hydrolysis can eliminate more N and S than pyrolysis and common hydrolysis. 2.1.2 Reactant and source of hydrogen Apart from the role of water in acid/base catalysis, hydrolysis, and free-radical reactions, water also plays a critical role in hydrogen production as a catalyst and reactant. Park et al. [37] investigated SCWG of organic compounds in D2O using RuO2 as the catalyst. The CD4 and D2 in the gas products indicated all the H atoms originated from water. Kruse [14] summarized the hydrogen and methane formation from glucose in reactions (14) and (15). It can be deduced from the equations that H2 formation is water dependent while CH4 formation is water independent. Actually, Kruse et al. [23] reported that the hydrogen originating from water in SCWG could be as high as 50%."
3,"Effect of temperature, pressure, and residence time","2.2 Effect of temperature, pressure, and residence time Both of ionic and free-radical reactions occur in hydrothermal environment but they are dependent on the properties of water under various temperatures and pressures. Due to the high ion product of water, ionic reactions dominate below critical point of water [38]. Above the critical point, free-radical reactions are favored with hydrogen as the typical product [39]. The reaction mechanism is shifted from ionic reactions in the subcritical water to the free-radical reactions in supercritical water region [40]. Since the free-radical reactions are not affected by the properties of water, such as dielectric constant and ion product, the Arrhenius behavior is expected. However, as a result of the change of dielectric constant or ion product, the ionic reaction deviated from Arrhenius behavior [39]. In reactions (14) and (15), hydrogen formation is endothermic while CH4 formation is slightly exothermic. According to the Le Chatelier principle, hydrogen formation is more favorable at high temperatures while CH4 formation is preferred at high pressures [14]. In SCWG of corn cob and sodium carboxymethylcellulose (CMC), influences of experimental parameters on hydrogen yield exhibited the order of temperature>pressure>feedstock concentration>residence time [29]. As the residence time increased, hydrogen yield and CGE increased while CO yield decreased. Longer residence time can realize complete gasification of biomass which is expected within seconds when temperature is above 600°C [7]. In Fig. 2, the yields of hydrogen and CO2 increased with elevated temperature ranging from 480 to 750°C under 28MPa, especially above 660°C [41]. However, the yield of CO gradually built up to a maximum value at 660°C and decreased afterwards, which was supposed to be associated with the consumption of CO in water–gas shift reaction. Subsequently, Güngören Madenoğlu et al. [38] investigated simultaneous effects of temperature and pressure on hydrothermal gasification of glucose under 400−600°C and 20−42.5MPa within one hour. They found that CGE increased with the increasing temperature and decreased with increasing pressure. Compared to the effect of pressure, temperature plays a more important role in gas composition, which could be explained by the drastic decrease of dielectric constant of water at higher temperatures but only a slight increase of that with increased pressure. Decreased yields of H2 as well as CO2 and increased yield of CH4 with increasing pressure under a constant temperature were attributed to methanation reaction. Overall, yields of H2, CH4, and CO2 increased at higher temperatures. In the catalytic hydropyrolysis of glucose at 500°C and 30MPa, where glucose was used as model compound for cellulosic biomass, Sınagˇ et al. [35] demonstrated that the heating rate has a considerable influence on intermediates and products ( Fig. 3). As the heating rate increased, yields of gas and formic acid increased while the yield of furfural decreased. Based on the assumption that formic acid was an intermediate of water–gas shift, higher gas yield may be associated with high yield of formic acid which suggested a higher water–gas shift activity. Furfural was suggested to be formed under subcritical conditions and may polymerize to form tar which was regarded as undesirable by-product. Therefore, slow heating rate decreased hydrogen yield due to the formation of coke/char [40]."
4,Effect of oxidants on partial oxidative gasification,"2.3 Effect of oxidants on partial oxidative gasification The addition of oxidants can improve the CGE. However, hydrogen yield cannot be constantly enhanced without limitation. Lu et al. [29] reported the hydrogen yield during gasification of corn cob and CMC decreased with the addition of KMnO4 while that in glucose gasification increased initially and then decreased with the increase of H2O2 concentrations. Due to competing pathways between gasification and oxidation reactions, oxidant concentration is an important parameter to optimize hydrogen production in SCWG [43]. Hydrogen yield was enhanced in partial oxidative SCWG of n-hexadecane by introduction of O2 with O/C of 1.0 whereas the H2/CO2 ratio was decreased which may result from H2 combustion with excess O2 [44]. It is worth noting that SCWG reaction is an endothermic reaction while oxidation is an exothermic process. Guo et al. [43] reported that a small amount of oxidant accelerated hydrogen production but excess oxidant may result in combustion of H2 and CO. Therefore, an appropriate amount of oxidants should be determined to improve gasification efficiency and hydrogen yield in SCWG of specific feedstock."
5,Effect of by-products/intermediates,"2.4 Effect of by-products/intermediates Though tar and coke are reduced in SCWG compared to conventional pyrolysis, coke formation is commonly observed, especially during the heating up, causing reduction of CGE [45]. Onwudili and Williams [46] presented the simplified mechanistic scheme of hydrothermal gasification of biomass in Fig. 4 and pointed out that the conversion of hydrolysis products is critical during hydrothermal gasification. Because of the competition between dehydration route and gasification route, tar and char can be formed when water soluble products were dehydrated rather than retaining the hydrolysis products and converting them to hydrogen through gasification. Therefore, tar and coke formation has been investigated during the degradation of glucose, cellulose, and other carbohydrates under hydrothermal conditions. 5-hydroxymethylfurfural (5-HMF) was confirmed to be an intermediate for the coke formation in SCWG of glucose under 300−400°C and 25MPa [47]. Müller and Vogel [45] examined tar and coke formation in hydrothermal processing of glycerol in a temperature range of 300−430°C at 30MPa. They found that coke was formed in subcritical temperatures (especially under 350−370°C) with longer residence time while phenols and hydroquinone can be ruled out as the precursors of coke formation. Acetic acid was the most refractory intermediate in SCW, which was reported to be stable above 600°C [48]. During SCWG of glucose above 740°C, only acetic acid in liquid effluents was detected whereas 42 compounds were found at 600°C in the absence of catalysts. Phenol can also be very stable in SCWG. Guo et al. [49] reported SCWG of methanol was significantly retarded by acetic acid and phenol. Although acetic acid inhibited HGE, decarboxylation of HAc to CH4 and CO2 resulted in a great increase of CGE."
6,Hydrothermal conversion and gasification of biomass model compounds,
7,Hydrogen production,"3.1 Hydrogen production Hydrogen is widely used in ammonia and methanol syntheses, fuel cells, hydrotreating and hydrogenation processes [24]. Due to lower cost of fossil fuels, coal gasification is currently the most important industrial hydrogen production process. To lessen the dependence on fossil fuels, hydrothermal gasification of wet organic waste has been developed to generate hydrogen by maintaining water in the slurry feedstocks via exerting increased pressure. Aqueous phase reforming (APR) is a process typically conducted under 175−265°C and 3.4−5.6MPa [50]. Cortright et al. [51] demonstrated APR of oxygenated hydrocarbons (i.e. sugars and alcohols) to generate hydrogen rich fuel gas using platinum-based catalysts. Using a high throughput batch reactor, Huber et al. [52] discovered a non-precious metal catalyst, which was prepared by adding Sn to Raney-Ni catalysts, to significantly suppress the rate of methane formation while retaining the rate of hydrogen production. However, the hydrothermal stability of Raney-NiSn is a major concern when employed in SCW. In order to make APR commercially viable, increased reaction rates are desired by increasing the temperature to near-critical or supercritical conditions. Meanwhile, as the objective of SCWG is hydrogen production, the increased temperature may also increase the undesired alkanes formation, thereby decreasing hydrogen yield [50]. Hence, effective catalysts for selective hydrogen production under SCWG of biomass are required. Hydrogen is generated from reforming reactions via C−C cleavage followed by water–gas shift while alkanes are mainly formed via C−O cleavage followed by hydrogenation. Effective catalysts should possess high activities in C−C cleavage and water–gas shift with suppressed C−O cleavage [53]. The catalytic hydrothermal gasification process for hydrogen production will be discussed in details in Section 4."
8,Hydrogen production from biomass model compounds,"3.2 Hydrogen production from biomass model compounds Recently, many researchers have used lignocellulosic biomass and biomass model compounds as feedstocks in hydrothermal gasification for hydrogen production. These studies provided fundamental information on application experience and mechanism of hydrothermal gasification process. However, the main organic compounds in sewage sludge are carbohydrates, proteins, lipids, and lignin, which can be decomposed to a mixture of furfurals, alcohols, carboxylic acids, aldehydes, amino acids, fatty acids, benzenes, and phenols under hydrothermal conditions ( Fig. 5). It is necessary to understand hydrothermal decomposition and gasification of simple model compounds before discussing the feasibility and performance of hydrothermal gasification of sewage sludge for hydrogen production. Furthermore, control strategies to maximize hydrogen yield and selectivity may be applicable for sewage sludge."
9,Carbohydrates,"3.3 Carbohydrates Cellulose and hemicellulose are carbohydrates in biomass. Since products distribution from hydrothermal conversion of glucose are almost the same as that of cellulose, glucose is proved to be the primary hydrolysis product of cellulose [14]. Thus, glucose is widely used as a biomass model compound in SCWG. The decomposition pathways of glucose and fructose under 300−400°C and 25−40MPa with a residence time of 0.02−0.2s are depicted in Fig. 6 [54]. The products from glucose decomposition were fructose (from isomerization), 1,6-anhydroglucose (from dehydration), erythrose and glyceraldehyde (from C−C bond cleavage). Reverse aldol condensation and double bond rule were responsible for the C−C bond cleavage. Knežević et al. [55,56] also conducted hydrothermal conversion of glucose under 300−350°C with longer residence time ranging from 10s to 10d. Water production predominated in the first 5min whereas gas and char were favored afterwards. Water and solvent soluble products formed a polymerized oily component with lower oxygen content than glucose, leading to a 50% increase in energy density. The overall theoretical reaction for SCWG of glucose is summarized in reaction (16). Susanti et al. [48] investigated the non-catalytic SCWG of glucose at 600−767°C with residence time of 15−60s. The maximum hydrogen yield of 11.5mol H2/mol glucose could be achieved at 767°C and 25MPa with the glucose concentration of 1.8wt%, which was quite close to the theoretical value of 12mol H2/mol glucose in reaction (16). The rapid hydrolysis of cellulose to glucose and oligomers is the first reaction step of phyto biomass [57]. However, hydrolysis of cellulose is changed from heterogeneous on the cellulose crystal surface to homogeneous above the critical point of water [26]. The conversion rate of hydrolysis products under subcritical conditions was faster than hydrolysis of cellulose, while hydrolysis of cellulose under supercritical conditions was more than one order of magnitude faster than decomposition of hydrolysis products of cellulose. Thus, higher hydrolysis products yield was found in SCW than in subcritical water [58]. A simplified reaction scheme of cellulose is shown in Fig. 7. High ion product of water in subcritical water resulted in more furfural production and low gas yield. The furfural could be either dissolved or polymerized to form coke. On the other hand, gas yield increased under SCW because of the free-radical reactions. Based on non-catalytic gasification of cellulose in SCW [59], cellulose loading and water density are two effective variables controlling the gas product selectivity. At 500°C and 0.08g/m3 water density, CH4/H2 molar ratio decreased remarkably from 18.93 to 0.76 when the cellulose loading was increased from 5 to 33.3wt%. Hemicellulose is a copolymer composed of pentose, hexose, and uronic acid units [61]. Xylan is used as a model substance for hemicellulose in SCW. Similar to decompositions of glucose and fructose in SCW, retro-aldol condensation and dehydration contributed to the overall reaction rate [62]. Strategies for SCWG of cellulose can be applied for hemicellulose. 3.3.1 Lignin Carrier et al. [63] reported that carbohydrates produced five carbon-containing compounds (cyclopentanones, furfurals and cyclopentenones), while six carbon-containing compounds (phenols, guaiacols, benzene) were derived from lignin under sub- and supercritical conditions ( Fig. 8). High lignin content had an adverse effect [64] whereas high alkali salts had a positive effect [65] on the hydrogen yield in SCWG. The interactions between lignin and intermediates from cellulose/xylan decreased hydrogen yield via hydrogen donation. Moreover, cellulose generates higher hydrogen during SCWG, while lignin is prone to produce more CH4. CH4 fraction was increased as the water density increased by manipulating the pressures during SCWG of alkylphenols (model compounds of lignin) catalyzed by Ru/γ-Al2O3 [66]. Resende et al. [59,67] investigated the non-catalytic SCWG of cellulose and lignin in quartz capillary reactors with a concentration of 9wt% and 0.08g/cm3 water density at 600°C. Comparison of gas compositions in syngas from cellulose and lignin showed that CH4/H2 ratio increased with higher lignin loading but decreased with higher cellulose loading. Interestingly, CH4 and CO2 were the major products in non-catalytic SCWG of lignin. More CH4 formation was probably related to the cleavage of methyl in lignin structure whereas less methyl substituents are contained in cellulose. The higher CO2 yield in cellulose than lignin may be attributed to 49wt% O in cellulose and only 27wt% O in lignin. 3.3.2 Phenols Phenols, which originate from lignin as well as carbohydrates in biomass, are rather inert in SCWG. As a result, the degradation of phenols becomes problematic for complete gasification of biomass and thus it has attracted extensive research attention [14]. A small amount of phenol can significantly diminish hydrogen yield and gasification efficiency of glucose even under 24MPa and 400−550°C [68]. Similar to proteins [28,60], this negative effect on SCWG may be attributed to the role of phenol as a free radical scavenger. Higher dry matter loading can increase phenol yield and therefore hinder the complete SCWG of biomass [23]. By adding KOH, more than 99% gasification rate of pyrocatechol was obtained at 700°C in 1min [65]. In addition, introducing a small amount of oxidants in SCWG is another effective way to achieve nearly complete conversion. Xu et al. [69] reported a maximum hydrogen yield of 0.245mol/mol phenol with molar ratio of 46.2% was obtained at 500°C when an oxidation coefficient (oxidant added/oxidant needed for complete oxidation) of 0.6 within 3min was employed in the presence of Na2CO3. Guan et al. [70,71] investigated the partial oxidative gasification of phenol in SCW and proposed the following reactions pathways ( Fig. 9): (1) phenol oxidation, (2) acid oxidation, (3) acid gasification, and (4) gaseous products interconversion. Based on the abovementioned mechanism, the derived kinetic model fitted the experimental data very well in terms of predominant reactions and gaseous products distribution. Complete decomposition of phenol cannot be achieved but lower concentrations of oxygen could enhance the acid gasification and water–gas shift by inhibiting the oxidation process. 3.3.3 Proteins and amino acids As proteins account for a large portion in sewage sludge, it is essential to understand the decomposition of proteins or amino acids in hydrothermal conditions. Subcritical water technology is considered as an effective method to extract amino acids from proteinaceous waste via the hydrolysis of proteins. Sato et al. [72] investigated the behavior of five selected amino acids (alanine, leucine, phenylalanine, serine, and aspartic acid) in hydrothermal conditions under 200−430°C at 20MPa. The overall decomposition of amino acids followed first order reaction. Two main reaction pathways of these amino acids were identified: (1) decarboxylation to produce carbonic acid and amines; and (2) deamination to produce ammonia and organic acids as in the case of aspartic acid. In addition, interconversion of amino acids from hydrolysis of proteins may take place. Under saturated subcritical water, the transformation and decomposition of amino acids may be easier due to the decreased overall stability in the mixed amino acids [73]. Klingler et al. [74] demonstrated model compounds of proteins (i.e. alanine and glycine) could be hydrothermally converted into value-added amines under 250−450°C and 34MPa with a residence time of 2.5−35s. Apart from subcritical water hydrolysis, SCWG of proteins or amino acids are widely explored. DiLeo et al. [75] claimed that glycine is more resistant than phenol in SCWG. After SCWG of glycine more than 1h, glycine was significantly retained in the liquid phase. The CO was found to be the major product gas. Kruse et al. [28] found that SCWG of protein-containing biomass resulted in an unexpected low gas yield even under a high concentration of alkali salts. Subsequently, Kruse et al. [60] carried out a comparative hydrothermal gasification of model phyto mass (i.e. glucose+potassium salts) and model zoo mass (i.e. glucose+potassium salts+alanine) to investigate the influence of proteins on product gas composition. It was reported that the addition of alanine into glucose/KHCO3 decreased gas yield and increased the CO yield as well as dissolved organic carbon (DOC) in liquid solution. It is assumed that Maillard reaction occurred in the presence of proteins, which resulted from the interaction of degradation products of carbohydrates and proteins. The nitrogen containing compounds from interactions of amines and aldose sugars via Mailard reaction can further form free radical scavengers. The free radical scavenger is a stable free radical which is not reactive enough to start a free radical chain reaction. However, it can interact with reactive free radicals, thereby reducing the free radicals numbers and inhibiting overall free radical reaction chain. Consequently, the gas yield was reduced while DOC content was increased due to the addition of alanine. The influence of proteins on hydrothermal gasification of carbohydrates is shown in Fig. 7. As biomass may contain both proteins and salts, increased gas yield resulting from salts catalysis can compensate the negative effect of proteins on gas yield to some extent [60]."
