,sections,Text
0,Introduction,"Due to limitation of fossil fuel sources and global warming, hydrogen is introduced as an alternative renewable energy. Use of hydrogen, as the lightest chemical element, offers ways to minimize greenhouse emissions, reduce air pollution, diversify energy supply, and reduce noise [1]. Large amount of hydrogen is being used as a basic raw material in the petrochemical industries. Especially, hydrogen has recently drawn tremendous attention as a green energy source in areas such as fuel cells. The hydrogen industry has aimed the diversification of feedstock and hydrogen production processes. Gaseous hydrocarbons such as methane, butane, kerosene, alcohols (e.g., methanol and ethanol), ketones and ethers (e.g., dimethyl ether) are the main feedstock in hydrogen production processes such as reforming reactions, partial oxidation reactions, and decomposition reactions. These reactions occur in the presence of a steam or carbon dioxide which is obtained through separation and purification processes [2–4]. According to international union of pure and applied chemistry (IUPAC), membrane reactor (MR) comprises of a reaction chamber along with a membrane to add reactants or to remove products of the reaction. MRs are examples of combining two processes, such as membrane separators and a chemical reactions in one stage [5,6]."
1,Scope of the current review,"1.1 Scope of the current review The main purpose of this study is to present a comprehensive research area encompassing hydrogen permselective membrane reactors with particular focus on palladium-based membranes. This review is divided into several sections including palladium membrane reactors, reactor types, classification of various reactions for hydrogenation, and Pd-alloy based on deposition methods. Introducing important parameters that can affect permeation rate and Sieverts’ law validity and an overview of the last decade researches on Pd-based membrane reactors are of other issues we have covered in order to shed light on the current trend of research. Finally, some new ideas are proposed to improve the performance of permselective membrane reactors for further investigations."
2,Evolution of membrane reactors,"1.2 Evolution of membrane reactors Fig. 1 (a) shows all the cited publications used in the present work by the years 2000–2017 and 34 publications before that period. Fig. 1(b) demonstrates the trend of all publications on Pd-based membranes for hydrogen purifications during the same period (there are also 119 publications before 2000). As can be seen, tremendous amount of research work has been carried out since 2000. In this paper, most of the work related to membrane reactors for production of hydrogen was done starting in 2004."
3,Membrane reactors,"1.3 Membrane reactors In 1784, the word “membrane” (meaning pellicle, capsule, diaphragm and thin parchment in Latin) was proposed by Nollet for the first time. He applied membrane for separation of liquid mixtures such as alcohol and water [7]. The first successful application of polymeric membrane systems for separating hydrogen from ammonia purge gas streams was conducted in 1970’s. Nowadays, application of hydrogen permselective membrane systems are widely developed in various industrial processes, involving reforming, gasification, or petrochemical processes [6]. For efficient use of hydrogen permselective membranes, a high hydrogen permeation flux should be allowed with a high selectivity. Resistance against temperature degradation and poisoning as well as sufficient sealing in the reactor are two other important features that a membrane should possess [8]. In highly supercritical gases (i.e., carbon monoxide, nitrogen and methane), hydrogen can be separated easily using polymeric membranes owing to its extremely high diffusivity to all other molecules except helium. When hydrogen solubility factor is not so significant, the diffusion contribution overcomes and overall high selectivity will gain. For instance, in some polyimide and polyaramide membranes, hydrogen/methane selectivities of about 200 have been reported [9]. In spite of the fact that membranes are widely used in industries in low temperature conditions for many years [10], the high temperature stability can be considered as an obstacle that limits the application of these membranes in hydrogen production reactors. However, there are several methods and figures in the literature [11–13], that apply membranes in high temperatures with some modifications. For industrial scale in high temperatures, long time thermal stability of membranes is vital, especially in steam methane reforming processes [11]. Membrane reactors are superior to conventional reactors (CRs) for the following reasons [9]: – High conversion of equilibrium limited reactions. – The possibility of controlling the interaction between two reactants using membrane. – Reduction of capital cost by combining two units (catalytic reactor and down-stream separation processes) into one. – Easy maintenance of the stoichiometry of the reaction. – The possibility of dividing the reactor and membrane into two individual segments for individual reactions (i.e. oxidative and hydrogenation reactions)."
4,Membrane types,"1.4 Membrane types Membranes are categorized into three main groups including hybrid, organic and inorganic membranes. Organic membranes are classified into polymeric and biological membranes, while inorganic membranes are subdivided into metallic and ceramic (porous and non-porous) ones. Moreover, from porosity viewpoint, membranes are classified into non-porous and porous groups, the latter of which is divided into micro-porous or molecular sieve (pore sizes<2nm), meso-porous (2–50nm) and macro-porous (>50nm) membranes [14]. Hydrogen separation membranes can be categorized into the following classes: polymeric, porous and dense metal membranes such as palladium based membranes (extremely high hydrogen permeable with infinitely selective toward hydrogen) and proton conducting membranes [15]. Porous membranes for hydrogen separation can be divided into meso-porous ceramic membranes and micro-porous ones. For meso-porous ceramic membranes, the main feature is the low selectivity with Knudsen diffusion as its dominant transport mechanism. The separation mechanism for micro-porous ceramic membranes is more complex and is prevailed by selective adsorption and molecular sieving at low and high temperatures respectively, with a complex mix of two processes at intermediate conditions [14,16,17]. Proton conducting membranes as one of hydrogen separation membrane categories, are subdivided into dense ceramic and composite ceramic metal (cermet) membranes. Although dense ceramic membranes are low permeable, they can give an extremely high purity of H2 stream at temperatures as high as 1173K, because of proton transport mechanism. To gain a high hydrogen flux, it is essential to have high values for electronic and protonic conductivities. Perovskite and non-perovskite membranes are two different types of dense ceramic membranes [14,15]. There is no need to an external electrode for perovskite type membranes due to the mixed ionic and electronic conductivity of these materials. However, limited permeability and low thermal and chemical stability are considered as the most common defects of dense ceramic membranes [18]. The overall classification of membranes based on their material and different types of hydrogen separation membranes are shown in Figs. 2 and 3 , respectively."
5,Palladium membranes,"Dense metal membranes have potential to transport hydrogen in a dissociative form, and consequently give a theoretically unbounded selectivity [19]. Numerous studies have been done on various metals as candidates for hydrogen permeable membranes. The following trend in decreasing order of hydrogen permeability through various metals is reported in Fig. 4 . Generally, metals such as vanadium, niobium, and tantalum are called refractory metals with an order of magnitude higher permeability in comparison with palladium at lower temperatures. These metals are more inexpensive and possess greater tolerance at high temperatures compared with palladium. Nonetheless, fabrication of these metal membranes (as single components) has been stopped, because in the exposure to hydrogen, they lose flexibility in the presence of 6.9bar hydrogen at room temperature, a process named hydrogen embrittlement. In addition, poor surface properties of the metals (i.e. creation of surface oxide layers), which decreases hydrogen transport, is another factor limiting their use [21–23]. Among these, palladium (Pd) membranes has recently received considerable attention for the following reasons: excellent permeability, high tolerance to hydrocarbon flows and self-catalyzing the H2 dissociation reactions. Another important feature of Pd membrane is its excellent resistance to hydrogen embrittlement and catalytic ability for hydrogen recombination [19,24]. Hydrogen diffusion through Pd lattice is fast due to its capable for hydrogen dissociation into monatomic hydrogen [25]. Also Pd absorbs approximately 600 order of magnitude hydrogen per its volume, while Pd structural integrity as well as its physical properties remain unchanged [26]. Palladium has the atomic number 46 and [Kr]4d10 electron configurations. Pd density and its melting point are 12.023gcm3 and 1828K respectively [25]."
6,Pd-alloy membranes,"2.1 Pd-alloy membranes Although palladium is the best candidate for fabricating hydrogen separation membranes, its use is limited by some major drawbacks; pure Pd is likely to embrittle at temperatures and pressures below 573K and 2MPa, respectively [19,27]. Furthermore, palladium is subjected to deactivation by deposition of carbonaceous impurities (temperatures higher than 723K) and to irreversible sulfur poisoning. High cost of commercial Pd foils (>25μm in thickness) is another limiting factor that affects pure palladium usage [19,28]. As an efficient membrane requires a long lifetime under operating conditions and pure palladium cannot satisfy this requirement, it should be alloyed with other metals, including aluminum, copper, indium, molybdenum, nickel, platinum, rhenium, rhodium, ruthenium, silver, titanium and tungsten [19]. Pd alloy with these metals possess a lower critical temperature. Consequently they can operate at lower temperatures without hydrogen embrittlement (embrittlement occurs in pure palladium by repeated hydrogen sorption and desorption cycling). Pd alloys have also indicated higher catalytic activity than pure palladium. Moreover they are resistance to H2S poisoning and thermal cycling. Literature showed that some Pd alloys such as 23% Ag, 6% Ru, 40% Cu, 5% Au are more permeable than pure Pd [29]. In the study of Sakamoto et al. Pd95-x(Y(Gd))x Ag5 with x=6.3 were found to be the most permeable to hydrogen with the permeability of 2–2.5 times higher than Pd-24%Ag [30]. Pd-based membranes technologies are currently developed based on high hydrogen permeability, reasonable thermal stability, and proper mechanical strength [31]."
7,Composite Pd-based membranes,"2.2 Composite Pd-based membranes Hydrogen separation membranes are commonly made of thermally stable inorganic compounds, which can be categorized into two types based on their structures: (1) self-supporting Pd-based membranes, and (2) composite Pd-based membranes (made of a thin selective layer) deposited on porous supports composed of ceramic or stainless steel [32]. The first group gives a very high selectivity for hydrogen, however shows low hydrogen fluxes due to small diffusion coefficients for gases in solids. Moreover, for mechanical stability of these membranes, higher thickness (in the 100μm range) is needed which subsequently results in an expensive noncommercial membrane [32–34]. Although, porous membranes offer less operating cost with high fluxes, they exhibit relatively low hydrogen selectivity [32]. This is due to hydrogen separation is mainly controlled by Knudsen diffusion [34] and hence it is only on the influence of molecular size [35]. Table 1 shows different Pd-alloy composite membrane efficiencies for hydrogen separation. The main development in the membrane technology was production of composite membranes made of a thin metallic film with thickness in the ranges of 1–10μm deposited on porous substrates [32] providing both high flux and mechanical strength of support [19]. Fig. 5 demonstrates hydrogen partial pressure distribution along the structure of the composite membrane (a three layer membrane support) [51]. In the following sections, porous membranes as palladium supports will be discussed and then two major porous supports, (porous ceramic supports and porous metallic supports) will be explained in more details. 2.2.1 Porous supports For porous membranes, the gas transport mechanisms depend on pressure, temperature, pore size to mean free path length ratio and the membrane surfaces [52]. As a result, to describe gas transport behavior, the following diffusion mechanisms are used: Knudsen diffusion (mesopores), surface diffusion (mesopores and micropores), capillary condensation (mesopores), laminar flow or viscous flow (macropores and mesopores) and molecular sieving (macropores and mesopores) [18,53]. The gas transport mechanism in a commercial porous membrane (pore sizes>4nm) at elevated temperatures and low pressures is primarily governed by Knudsen diffusion [34]. When temperature is high, permselectivity increases by reduction of pore sizes and transportation through the membranes can be controlled by pressure with macropores or big mesopores, because under these conditions adsorption is not significant, capillary condensation and surface diffusion do not participate [18]. When membrane pore sizes is much greater than gas molecules, Molecular sieving cannot be accomplished. In this case, the portion of viscous flow, consequence of the difference in pressure across the pores is negligible [34]. 2.2.1.1 Ceramic supports Non-metallic substrates with pore size ranges of 5–200nm are placed in a broad group named, porous ceramic supports. Alumina is commonly used as a ceramic material in the preparation of Pd composite membranes for the following features: reasonable mechanical and thermal stability, widespread usable in different compositions and modifiable by using intermediate layers [54,55]. In general, ceramic supports is divided into a supporting, a middle layer and a top layer. Supporting layer as composition of large ceramic grains exhibits a good mechanical strength with a low resistance to gas transport. The top layer offers a smaller grains to approach a relatively smooth surface. For reduction of gas transport resistance, a sufficiently low thickness of top layer is required. For this purpose, an intermediate layer with middle size grains is employed to join the supporting and top layer [56]. A homogeneous surface features, particles with a diameter less than the top layer thickness and a monotonic pore size distribution are accounted as a proper support characteristics. The underlying support with a relatively surface roughness provides a good mechanical stability without any cracks formation [54]. In the study of Pereira et al. on Pd–Ag based membranes on ceramic supports (α-Al2O3), the gas permeation test indicated that the membrane is selective toward H2. A schematic of their experimental apparatus for hydrogen permeation test is shown in Fig. 6 [57]. 2.2.1.2 Metal supports Porous metal supports have a pore size in the ranges of 0.2–100μm. As the thermal expansion coefficient of these substrates is close to palladium [58], less stress in thermal processes is applied to them. Therefore it is recommended to use them as a support material [59,60]. Non-monotonic pore distribution and non-homogeneous surface of porous metal supports are two obstacles to gain a thin Pd film on the surface [22], which cause defects or pinholes on Pd alloy membrane surfaces. Therefore to have defect-free selective layers, much thicker palladium films is required for porous metal supports in comparison with ceramic supports [21]. Among different porous metal supports, stainless steel is the best candidate for the development of commercial filters, owing to its good weldability, high physical strength and cracking resistance, accessibility, and cost effectiveness [32,61]. Pd–Ag metallic supported membranes for high temperature applications was experimentally investigated by Fernandez et al. The results indicated significantly high permselectivity of H2/N2 at 673–873K [12,57]"
8,Preparation methods for composite membranes,"Numerous studies have been devoted to alternative methods of Pd and Pd-alloy deposition on different materials. Film porosity, grain size and adhesion controlled by film deposition methods, can effect on hydrogen permeability, membrane life time and permselectivity [22]. A variety of techniques such as electroless plating (ELP) [62], physical vapor deposition (PVD) [15], chemical vapor deposition (CVD) [41], pyrolysis [34], micro-emulsion technique, pore plugging by liquid impregnation [8], electroplating [16], solvated metal atom deposition and high velocity oxy-fuel spraying (HVOF) [22] are available for Pd deposition. The main methods to date which have produced satisfactorily composite membranes include electroless plating, metal-organic chemical vapor deposition (MOCVD) and PVD magnetron sputtering [8] which would be explained specifically in the following sections."
9,Electroless plating (ELP),"3.1 Electroless plating (ELP) Electroless plating (ELP) is a heterogeneous oxidation-reduction reaction (known as autocatalytic deposition process) [62], involving metal deposition at the solid-liquid interface without using electrical energy [63]. ELP reduces metallic salt complexes on a support material surface [27]. An activation step is provided by seeding the surface with metal crystallites to initiate plating and to warrant the adherence of the film. The electroless plating is initiated by metal nucleation sites through accelerating of reducing agent decomposition in the plating bath [22]. Conventional electroless plating consists of: (a) seeding a support surface with Pd fine particles via sensitization [64] (e.g. with stannous chloride [34]) and activation [64] (e.g., with palladium chloride [34]), and (b) Pd layer plating on top of the activated surface. The initial rough surface of support can be smoothed by the deposition of intermediate layers (Fig. 7 ) [64]. Successful electroless plating cannot be simply attained by adding a reducing agent to metal ion solution. In practice, the pH of the solution alters during plating and thus will affect the rate of deposition. Hence, a buffer needs to be added in the plating bath to stabilize the pH of solution. The temperature of plating bath is also an important operating parameter that can extremely affect the rate of deposition [62]. Pd alloys synthesis by this method leads to disparate reduction potential of the metallic ions and subsequent of uneven deposition. This occurs for Pd-Ag alloys where dendritic growth is observed. However this challenge can be prevailed by adjusting reactant concentrations [65]. An interesting adjunct to the electroless plating method is the plating with osmosis. Essentially this method involves electroless plating on the outside surface of the membrane, by simultaneous circulating of a high osmotic pressure solution through the tube-side of the membrane. By osmotic pressure, the water in the plating solution permeates into the high osmotic pressure solution. This increases the concentration of Pd complexes in the substrate pores, leading to denser films of Pd. This has been shown to be capable of repairing pinholes in the Pd layer, which may appear after the first electroplating deposition [66]. 3.1.1 Advantages and disadvantages of electroless plating Electroless plating is rather low cost due to the simple equipment required and the absence of electrical source. It also supplies monotonic dense coatings on both conducting and non-conducting surfaces. Moreover, it has the ability of covering supports with complex geometries [15,16]. Also, this method performs the co-deposition of Pd and Ag through simple preparation processes. Hence, the alloying can be conducted at low temperature during annealing process [67]. ELP is more complicated and takes more time because there are several pre-treatment stages such as activation and sensitization before accomplishment of final plating of the desired metal [65]. Using of extremely poisonous chemicals and formation of hazardous liquid wastes are another drawbacks of ELP [22]."
