,sections,Text
0,Introduction,"Aqueous-phase hydrogenation (APH) reactions are commonly used for conversion of biomass into different fuels and chemicals. For example, APH is a critical part of aqueous-phase processing (APP) [1–6] for the conversion of sugars into light and large alkanes, including the production of hexane from sorbitol [2] and the conversion of glucose into C9, C12, and C15 alkanes [1]. Hydrodeoxygenation (HDO) is an important technology for the upgrading of bio-oils and vegetable oils into fuels [7–11]. APH is a critical step in aqueous-phase hydrodeoxygenation (APHDO) where hydrogen is added to biomass derived molecules to hydrogenate CO and CC bonds. There are several types of functionalities that are hydrogenated during APH of biomass. This includes the hydrogenation of CO bonds, CC bonds, COC bonds, and organic acids. The molecules also may have other functional groups, like hydroxyl or furan rings, that impact the rate of hydrogenation by steric factors. It would be highly desirable to understand how the reaction rates for APH of these different functionalities changes with different catalyst surfaces. In this study, we used eight different molecules, including acetaldehyde, propanal, acetone, xylose, furfural, furfuryl alcohol, THFA, and xylitol, as biomass-derived model compounds for aqueous-phase hydrogenation and hydrogenolysis. These molecules have the same functionalities that are present in the aqueous fractions of biomass-derived feedstocks like pyrolysis oils and hydrolysis solutions. Polyols such as xylitol and sorbitol can be produced from lignocellulosic biomass [12,13]. A large variety of alcohols, aldehydes, ketones, and furans are commonly found in bio-oil produced from fast pyrolysis of biomass [14]. Alcohols, ketones and tetrahydrofurans (THFs) can also be produced from HDO of polyol [15]. There have been many previous studies on the hydrogenation of different biomass-derived compounds over heterogeneous catalysts [16–26]. For example, Olcay et al. previously studied APH of acetic acid over a series of different metal catalysts [18]. Olcay et al. concluded that Ru is the most active metal, on a per site basis, for the conversion of acetic acid and the most selective toward ethanol production. The rate of catalyst activity decreased as Ru>Rh∼Pt>Pd∼Ir>Ni>Cu. Narayanan et al. tested alumina supported Ni, Co, and Fe catalysts for the vapor phase hydrogenation of acetone, and concluded that the activity decreased as Ni>Co>Fe [27]. A different study indicated that the activity for xylose hydrogenation in aqueous-phase followed the order of Ru>Rh>Pd [28]. Another study compared five different metal catalysts (Pt, Ir, Ru, Ni, and Co) for the vapor phase hydrogenation of acrolein, concluding that Pt and Ru had faster reaction rates for acrolein hydrogenation under vapor phase than Ir, Ni, and Co [29]. In spite of the numerous studies that have been done on hydrogenation of different biomass functionalities, there has been no systematic study for APH of different biomass-derived feedstocks containing different functionalities over a range of catalysts. It would be highly desirable to systematically understand APH activity of different biomass derived molecules over different metal surfaces. High-throughput techniques have been developed to rapidly screen large amounts of catalytic material [30–37]. The advantage of high-throughput catalytic studies is that large data bases can be rapidly screened. However, high-throughput methods do not always provide the comprehensive information provided by more in-depth studies about the catalysts like deactivation rates. Nevertheless, high-throughput studies have lead to the development of more efficient catalysts for many processes including the aqueous phase reforming of biomass [38], oxidation of propane [39], and hydrogen evolution reactions [40]. The objective of this study is to measure the initial activity of different supported monometallic catalysts including Pd, Pt, Ru, Rh, Ni, and Co for APH of different carbonyl groups (acetaldehyde, propanal, acetone, xylose, and furfural), APH of CC bonds (furfuryl alcohol), and aqueous-phase hydrogenolysis of COC bonds (THFA) and CC bonds (xylitol) using a high-throughput reactor (HTR). We also compare the intrinsic reactivity for APH of the metals with the binding energy of atomic C and O, the two key elements involved in the bonding of the surface intermediates with the metals. The binding energies of atomic C and O are calculated using density functional theory (DFT), in an attempt to identify the relationship between the binding energy and the APH activity."
1,Experimental,
2,Catalyst preparation,"2.1 Catalyst preparation Monometallic catalysts with different metal loadings were prepared by incipient wetness impregnation with aqueous solutions of the following metal precursors: [Pd(NH3)4](NO3)2, [Pt(NH3)4](NO3)2, Ru(NO)(NO3)3, Ni(NO3)2·6H2O, and Co(NO3)2·6H2O (Strem Chemicals Inc.). A 5wt% Rh/Al2O3 catalyst was directly purchased from Strem Chemicals Inc. γ-alumina (γ-Al2O3, surface area: 142m2/g) was used as the support. The support was formed from Boehmite (Catapal® A Alumina, Sasol North America Inc.) pretreated at 873K for 4h. After impregnation catalysts were dried at 373K for 12h. The Pd and Pt catalysts were calcined at 523K (ramping rate: 20K/min) in stagnant air. The Ni and Co catalysts were calcined at 823K (ramping rate: 20K/min) for 4hours in stagnant air. The Pd, Pt and Ru catalysts were pre-reduced individually under H2 flow (50ml/min, 99.99% Airgas) at 573K (ramping rate: 1K/min) for 2h. The Ni and Co catalysts were also pre-reduced individually at 673K (ramping rate: 1K/min) for 4h, the same temperature that was used elsewhere to reduce Ni and Co supported catalysts [41,42]. All prepared monometallic catalysts were stored in a glove box after pre-reduction to avoid oxidation."
3,Catalyst characterization,"2.2 Catalyst characterization Hydrogen chemisorption was carried out in Quantachrome Autosorb iQ Automated Gas Sorption system according to the method of Shen et al. [43]. The metal dispersion (D) of Pd, Pt, Ru, and Rh, defined as the fraction of the total number of metal atoms on the support surface to the total number of metal atoms in the bulk sample [43], and hydrogen uptake of Ni and Co were obtained from the chemisorption results. Before chemisorption, all catalysts were reduced in situ under H2 flow up to 573K (Pd, Pt, Ru, and Rh) and 673K (Ni and Co) with a heating rate 1K/min, held for 2hours, purged with He for 2hours, evacuated for 140min, and cooled to room temperature. Hydrogen was dosed on the catalyst until the equilibrium pressure was 560mmHg. The hydrogen was then evacuated at room temperature, and again hydrogen was then reintroduced to determine the amount of weakly adsorbed hydrogen. The amount of strongly adsorbed hydrogen was determined by subtracting the second isotherm from the first one."
4,Catalytic activity measurements,"2.3 Catalytic activity measurements High-throughput studies, which test multiple reactions in a single reactor system, have been used to rapidly screen a number of catalysts [44–49]. In this study, we used a high-throughput reactor (HTR) manufactured by HEL Group (Model # CAT24) to rapidly screen monometallic catalysts for different APH reactions. This reactor consisted of 24 wells (a well where a glass tube reactor put in) machined into a cylindrical stainless steel high pressure chamber, which allows catalysts to be tested 24 times faster than in a traditional batch reactor. Inside the chamber, stainless steel cooling tips were inserted into the top of each well, preventing the mixing of vapor between glass tube reactors. The system temperature, pressure, gas flow rate, and stirring speed (rpm) were controlled and monitored through WinIso E670 system software. Prior to the reaction, catalysts were loaded into glass tubes and placed in the HTR in the glove box. This system was then treated under H2 flow (100ml/min, 99.99% Airgas) at 473K (ramping rate: 1K/min) for 12h. Each catalyst was typically put into two different random wells to measure the effect of cross-talk between wells. There was rarely cross-talk between wells. Catalysts which were put into the two different random wells had similar results with a standard deviation of the measured TOF of around 7%. After additional treatment with H2, magnetic stir bars were placed and 2ml of an aqueous feedstock solution was added to each vial with a micropipette in the glove box. The HTR was then put on a heater, connected to the control system and the HTR was pressurized to 650psia with H2. Next, the HTR was heated to the reaction temperature at a rate of 20K/min. More H2 was introduced to maintain the final pressure at 800psia. The heat up time for a typical experiment was 5–13min. The reaction time was between 30 and 360min indicating that minimal reactions occur during temperature ramp up. A stirring speed of 800rpm was used during a reaction. Experiments of THFA hydrogenolysis at 523K (the highest temperature used in this study) with the stirring speed of 500rpm and 800rpm showed no change in conversion or selectivity. This indicates there was no external mass transfer limitation in this study. Once a reaction set finished, the HTR was removed from the heater and cooled down in an ice bath at a rate of around 14K/min. After reaching room temperature, the HTR was depressurized to atmospheric pressure, and samples in each well were taken by a 3mL syringe and filtered by a syringe filter (0.2μm). The samples were analyzed by gas chromatograph (GC; Agilent 7890A) using Rtx-VMS capillary column and a flame ionization detector (FID). A high performance liquid chromatography (HPLC; Shimadzu LC-20AT) with UV–vis (SPD-20AV) and RID (RID-10A) detectors was used to analyze sugars such as xylose and xylitol. In this study, we measured the initial turnover frequency (TOF) of each metal catalyst at conversions of less than 31% to compare the initial activity of monometallic catalysts for APH of different functionalities. Reaction times were varied to obtain the conversions less than 31% (see Table S2). We tested each catalyst at least three times, and we report here the average value of the initial TOF and the standard deviation of our measurements (see Table 2 ). The standard deviation of the initial TOF were typically within 15% of the average initial TOF value indicating that there was little variability in our measurements. The initial TOF of each reaction was calculated by the equations: TOF = ( moles of product ) { ( moles of metal in catalyst ) x ( dispersion ) x ( reaction time ) } The carbon balance was obtained by measuring the carbon in the liquid phase by GC-FID and HPLC, calculated by the equation: Carbon balance ( % ) = 100 x ( moles carbon out ( all products and reactants ) ) ( moles of carbon in )"
5,Computational methods,"2.4 Computational methods Periodic density functional theory (DFT) calculations were performed in the generalized gradient approximation (GGA-PBE) [50] using the Vienna Ab initio Simulation Package (VASP) [51–53]. The core electrons were described by the projector augmented wave method [54], and the Kohn–Sham valence states were expanded in a plane wave basis set up to a kinetic energy of 400eV. A first-order Methfessel–Paxton scheme was used for the smearing of electronic states with a smearing temperature of 0.1. All total energies were extrapolated to 0K. The equilibrium PBE bulk lattice constants were calculated to be 2.49/4.04 (Co), 3.52 (Ni), 2.73/4.30 (Ru), 3.84 (Rh), 3.95 (Pd), and 3.98 (Pt) Å, in good agreement with the experimental values [55] (2.51/4.07 (Co), 3.52 (Ni), 2.70/4.27 (Ru), 3.80 (Rh), 3.89 (Pd), and 3.92 (Pt) Å). Extended metal surfaces were represented by slabs exposing the thermodynamically most stable (111) facet of Ni, Rh, Pd, and Pt and (0001) facet of Co and Ru. Each slab was constructed from a (3x3) surface unit cell (corresponding to 1/9 ML coverage of each adsorbate) with four layers of metal atoms and was separated from neighbouring slabs in the z direction by seven layers equivalent of vacuum. The top two layers were relaxed and the remaining two held fixed at bulk positions. The surface Brillouin zone was sampled with a 5x5x1 Monkhorst–Pack k-point mesh. The choice of slab thickness and k-point sampling density were verified to converge the total energy to within 0.05eV. Calculations for Co and Ni were spin-polarized. Atomic adsorption was modeled on one side of the slab only with dipole decoupling [56]. The binding energy (BE) of an adatom was calculated as BE= E ads − E clean − E gas, where E ads, E clean and E gas are the total energies of the slab with the adsorbate on it, the metal slab without the adsorbed atom, and the neutral atom in the gas phase, respectively."
6,Results,
7,Catalyst characterization,"3.1 Catalyst characterization Table 1 summarizes the H2 chemisorption data obtained on alumina-supported monometallic catalysts with varying metal loadings. We used this data to estimate the dispersion and mean particle sizes of the precious metal catalysts. We do not estimate the dispersion of the Ni and Co catalysts because we did not measure the degree of reducibility of these metals. Ni and Co catalysts are known to form metal-aluminate phases that are difficult to reduce [57]. The H2 chemisorption data measured in this study is consistent with the values reported in previous studies. For example, the value of H2 uptake of the 1wt% Pd catalyst agrees well with the work of Wang et al. who also prepared a Pd/Al2O3 catalyst [58]."
8,Aqueous-phase hydrogenation of CO and CC functionalities,"3.2 Aqueous-phase hydrogenation of CO and CC functionalities Table 2 summarizes the initial TOFs of different hydrogenation reactions in the aqueous phase over the different monometallic catalysts. The conversions, reaction times, and carbon balances are provided in Tables S2 and S3. There is no clear trend of the initial activity as a function of metal loading in the limited range of particle sizes used in this study. The results of the initial TOF for APH of the four different aldehydes are shown in Fig. 1 . This figure only shows the most active of each of the monometallic catalysts series. Only ethanol was observed for the APH of acetaldehyde. 1-Propanol was the only product observed from APH of propanal. The initial TOF for APH of acetaldehyde and propanal decreased in the order: Ru∼Ni>Pt>Pd>Co>Rh. The 3wt% Ru catalyst was the most active catalyst for APH of acetaldehyde and propanal. The Pt catalysts were more active than the Pd catalysts; for instance, the initial TOF of the 3wt% Pt catalyst was 79% higher than the initial TOF of the 3wt% Pd catalyst for APH of acetaldehyde. The 5wt% Rh catalyst had the lowest initial activity for APH of acetaldehyde and propanal. Xylitol was the only product produced from APH of xylose at 373K. The initial TOF for APH of xylose decreased in the order: Ru>Ni∼Co>Pt>Rh∼Pd (See Fig. 1). This result is consistent with the work of Wisniak et al. who concluded that the rate of xylose hydrogenation decreased according to the order Ru>Ni>Rh>Pd [28,60]. Yadav et al. also concluded that supported Ru catalysts were more selective to xylitol than Raney Ni catalyst for the hydrogenation of xylose [61]. The 3wt% Ru catalyst had the highest initial activity for APH of xylose with an initial TOF of 0.688s−1. The second most active metals were the 10wt% Ni catalyst (0.169s−1) and the 5wt% Co catalyst (0.164s−1). The 3wt% Pd catalyst had the lowest initial TOF (0.004s−1) for APH of xylose. The 3wt% Pt catalyst was 40% more active than the 5wt% Rh catalyst. The major differences between APH of acetaldehyde, propanal, and xylose are: 1) the Pd catalysts had much lower initial activity for APH of xylose than for APH of acetaldehyde and propanal; and 2) the Co catalysts had even higher initial activity for APH of xylose than for APH of acetaldehyde and propanal. Furfuryl alcohol was the only product detected on Pt, Ru, Rh, and Co for APH of furfural at 373K. THFA was further produced over the Pd and Ni catalysts with a prodcut distribution (100x(moles of THFA)/(moles of furfuryl alcohol+moles of THFA)) of 9.5% and 8.4% respectively. The initial activity for APH of furfural decreased in the order: Pd∼Ni>Co>Ru>Pt>Rh. The 3wt% Pd catalyst had the highest initial activity (0.128s−1) for APH of furfural. The 5wt% Rh catalyst had the lowest initial activity (0.010s−1) for APH of furfural. The formation of THFA over Pd and Ni from APH of furfural indicates that they are also active in hydrogenating the CC bond in the furan ring, which is consistent with the data discussed later on in this paper. The major differences between the initial activity for APH of furfural (i.e. furanic aldehyde) and APH of acetaldehyde and propanal (i.e. non-furanic aldehyde) are: 1) Among the different metals Pd has a very high initial activity for APH of furfural, but has a very low initial activity for APH of acetaldehyde and propanal; 2) Co is more active for APH of furfural than for APH of acetaldehyde and propanal; 3) Ru is more active for APH of acetaldehyde and propanal than for APH of furfural. In addition, the initial TOF of the 3wt% Pd catalyst for APH of furfural was lower than the initial TOF of the 3wt% Ru catalyst for APH of acetaldehyde and propanal. This indicates that the initial rate of hydrogenation of non-furanic aldehydes is faster than the initial rate of hydrogenation of furanic aldehydes in the aqueous phase. We also tested APH of acetone, where the ketone was hydrogenated. Isopropyl alcohol was the only product detected on all the catalysts from APH of acetone. The comparison of the initial TOF for APH of propanal and acetone is shown in Fig. 2 . The initial TOF for APH of acetone decreased in the order: Ru>Ni∼Rh>Pt>Co>Pd, compared to the order of initial TOF for APH of propanal: Ru∼Ni>Pt>Pd>Co>Rh. The initial rate of APH of acetone was faster than the initial rate of APH of the aldehydes for all catalysts except for Pd. For example, over the 3wt% Ru catalyst, the initial TOF for APH of acetone was 8.3 times higher than the initial TOF for APH of propanal. Zheng et al. showed that acetaldehyde hydrogenation occurred more slowly than acetone hydrogenation in the gas phase on Pt and Co catalysts [62]. There was a large difference of the initial TOF of more than two orders of magnitude between propanal and acetone with Rh. This is consistent with the work of van Druten and Ponec who reported that a supported Rh catalyst showed much higher conversion for acetone hydrogenation than propanal hydrogenation in the gas phase [63]. The initial TOF of different metals for APH of furfuryl alcohol, which involves the hydrogenation of CC bonds, is shown in Fig. 3 . This reaction was done at 20K lower in temperature than the APH of aldehydes for the purpose of obtaining good carbon balances (more than 90%, see Table S3). THFA was the only product detected in these experiments. The initial activity for THFA production by APH of furfuryl alcohol decreased in the order: Pd>Ni>Ru>Pt>Rh≫Co. Sitthisa and Resasco showed that Pd and Ni catalysts were active for the production of THFA from furfuryl alcohol [64]. The Co catalysts were inactive for APH of furfuryl alcohol at 353K in this study. Pt and Rh showed very slow initial rates of APH of furfuryl alcohol within the range of TOFs from 0.003 to 0.006s−1."
9,Aqueous-phase hydrogenolysis of COC and CC bond,"3.3 Aqueous-phase hydrogenolysis of COC and CC bond Aqueous-phase hydrogenolysis of THFA was studied to measure the initial rate of COC bond hydrogenolysis (Table 3 ). We used a temperature of 523K for aqueous-phase hydrogenolysis of THFA because no 1,2-pentanediol or 1,5-pentanediol was observed at temperatures below 523K. THF and 1-butanol were detected from THFA conversion over all monometallic catalysts tested in this study. However, only Pt and Ni catalysts produced 1,2-pentanediol or 1,5-pentanediol via breaking the CO bond of THFA. Sitthisa and Resasco showed that CO bond cleavage occurred on Ni catalysts for THF hydrogenolysis to butanol [64]. With the Ru catalysts only a small amount of liquid products remained in the vial after reaction with carbon balances less than 1% for aqueous-phase hydrogenolysis of THFA. This is most probably due to polymerization reactions that form coke on the Ru surface. Ni was more active than Pt for aqueous-phase hydrogenolysis of THFA. The initial rate of aqueous-phase hydrogenolysis of THFA was a lot slower than the initial rate of APH of carbonyl groups even though aqueous-phase hydrogenolysis of THFA was carried out at 150–170K higher temperature. For instance, the initial TOF of 3wt% Pt for aqueous-phase hydrogenation of acetaldehyde at 373K was 46.7 times higher than the initial TOF of 3wt% Pt for aqueous-phase hydrogenolysis of THFA at 523K. Pt and Ni produced different products from aqueous-phase hydrogenolysis of THFA. Pt and Ni produced 1,2-pentanediol and 1,5-pentanediol respectively suggesting they each cleave the COC bond differently. Aqueous-phase hydrogenolysis of xylitol was carried out at 473K as a model reaction for CC bond cleavage. Table 4 shows the initial activity and selectivity for xylitol hydrogenolysis in the aqueous phase. The initial activity for aqueous-phase hydrogenolysis of xylitol decreased as: Ru>Co>Pt>Ni>Pd. The main products, with the Pt, Ru, Ni and Co catalysts, were ethylene glycol and propylene glycol. Propylene glycol was the only observed product with the 3wt% Pd catalyst; however, the 3wt% Pd catalyst had an extremely slow initial reaction rate. Small amounts of glycerol were detected with Ru catalysts. Only ethylene glycol, propylene glycol and ethanol were detected with the Co catalysts. Fig. 4 shows the reaction pathways that we propose for aqueous-phase hydrogenolysis of xylitol. Our previous study showed that decarbonylation, dehydrogenation, hydrogenation and retro-aldol condensation reactions occur on metal sites, whereas dehydration reaction occurs on acid sites [65]. Xylitol can undergo two different parallel reactions. One of these reactions involves an initial dehydration step to 1,4-anhydroxylitol, similar to the reaction pathway for APHDO of sorbitol shown in our previous study [65]. The 1,4-anhydroxylitol can undergo further dehydration and hydrogenation to produce THFA. The THFA can yield 2-methyltetrahydrofuran by dehydration and hydrogenation. The 2-methyltetrahydrofuran can react with H2 further to form 2-pentanol. 2-Pentanol is probably produced by hydrogenolysis of COC bond in 2-methyltetrahydrofuran on Pt and Ru surfaces only, which is consistent with the results from THFA hydrogenolysis in this study. The 1,4-anhydoxylitol is also able to undergo decarbonylation to tetrahydrofuran-3,4-diol from which 2,3-butanediol and tetrahydrofuran (THF) can be produced further by dehydration and hydrogenation. 2-butanol and 1-butanol are possibly made from 2,3-butanediol and THF by undergoing dehydration and hydrogenation, respectively. C1–C3 compounds are produced mainly via retro-aldol condensation, also described in the literature [66]. Xylitol converts to xylose via dehydrogenation, and the aldehyde, xylose, can undergo retro-aldol condensation to produce glycolaldehyde and glyceraldehyde. The glycolaldehyde then reacts with H2 to form ethylene glycol, and the glyceraldehyde further makes propylene glycol via dehydration and hydrogenation."
