,sections,Text
0,Introduction,"Being widely used as a chemical precursor in polymers and plastics production, butanol has gained a lot of attraction in the past years as potential replacement for petrochemical derived liquid fuels (Amiri and Karimi, 2019; Ibrahim et al., 2018). In contrast to ethanol, the most commonly used liquid biofuel, butanol possesses a higher energy density, hydrophobicity, boiling and flash points and can be blended with gasoline in any ratio without requiring modifications to current combustion engines (Amiri and Karimi, 2019). Furthermore, biobutanol production is well-established at industrial scale through a two-stage acetone-butanol-ethanol (ABE) fermentation process using solvent-producing bacteria (Amiri and Karimi, 2019). First, cellular growth occurs along with acetic and butyric acid production during the acidogenesis stage. This step is followed by solventogenesis, where the acids are re-assimilated into acetone, butanol, and ethanol, usually in a 3:6:1 ratio, respectively (Green, 2011). As solvent-producing bacteria, Clostridium species, viz. C. acetobutylicum, C. beijerinckii, C. saccharoperbutylacetonicum and C. saccharobutylicum, are the most extensively studied for butanol production (Jones and Woods, 1986; Wang et al., 2017). Due to high amylolytic activities, Clostridium species can utilize either simple or complex substrates, ranging from pure glucose to hydrolysates of corn and rice (Kiyoshi et al., 2015), microalgae (Wang et al., 2017), or palm oil (Al-Shorgani et al., 2015). While butanol remains one of the dominant products, it inhibits the growth of solvent-producing bacteria when present in excess (Chauvatcharin et al., 1995). Furthermore, the presence of many other compounds together with cells in the fermentation broth eventually makes the off-line monitoring and control of such processes using common analytical approaches, such as chromatographic and/or spectroscopic detection techniques, a rather time and resource consuming procedure (Pontius et al., 2020). Therefore, the design of an accurate and targeted analytical platform towards fast butanol detection and control is strongly required. The alternative solution can be found in the development of an electrochemical biosensor sensitive to butanol. Driven by accurate and diverse point-of-care diagnostics within the biosensors research, a great variety of novel bioreceptors (i.e. enzymes, antibodies, etc.) combined with advanced electrical interfaces (i.e. nanoparticles, electrodes, etc.) were screened and validated in the past. On the one hand, such extensive biosensors development has broadened their application towards mapping and monitoring of various targets such as whole bacterial cells (e.g. Escherichia coli, Salmonella typhimurium) (Ahmed et al., 2014), viruses (e.g. HIV, hepatitis B) (Saylan et al., 2019), individual metabolites (e.g. glucose, ethanol) and electrolytes (e.g. sodium, chloride ions) (Kim et al., 2019). On the other hand, being mainly focused on the design of environmental and health monitoring tools, the biosensor detection limits of interest were reduced to the micromolar and low millimolar concentration range (e.g. for enzymatic ethanol sensitive biosensors the linear response can be rarely obtained above 30 mM). Nevertheless, the biosensor design was significantly improved towards fast and accurate analyte detection in biosamples (i.e. soil, blood, marine sediment, sweat, etc.), as well as to avoid biofouling (Kim et al., 2019). Not surprisingly, the application of such devices towards monitoring and control of fermentation processes (Cañete et al., 2018; Pontius et al., 2020) has gained considerable attention. However, until now the potential of biosensors in the biotechnology production field could not be fully exploited due to the limited number of applications, as well as the limited number of species being currently monitored (mainly glucose and ethanol). For instance, the second most studied biosensor after glucose for fermentation applications is based on ethanol detection and has been successfully applied in wine production monitoring (Vasilescu et al., 2019). The main concept behind designing selective alcohol biosensing systems is based on enzyme immobilization, namely alcohol oxidase (AOx) or alcohol dehydrogenase (ADH), over various transducer surfaces (Pt, Au, glassy carbon, etc.) and applying mainly voltammetric or chronoamperometric detection methods (Alpat and Telefoncu, 2010; Azevedo et al., 2005; Lansdorp et al., 2019) in the presence of the analyte. Furthermore, the introduction of a mediator (e.g. conducting organic salts, quinone derivatives, etc.) either inside the biosensor system (Mechanism II, Fig. 1 ) or in the analyte solution, allows faster electron shuttling from the enzyme redox active site to the electrode surface which subsequently prolongs the biosensor lifetime and enhances its sensitivity (Alpat and Telefoncu, 2010). Due to the high sensitivity and selectivity of AOx and ADH, the use of enzymatic biosensors towards low-carbon alcohol detection was shown to be a reliable, fast and relatively cheap solution (Hooda et al., 2018). The operational principles of AOx-based biosensors either rely on H2O2 formation or O2 consumption (Mechanism I, Fig. 1), whereas the operation of ADH-based biosensors is dependent on the direct oxidation of alcohols by means of nicotinamide cofactor NAD+ present in the system (Mechanism III, Fig. 1). Although a wide variety of research related to alcohol biosensing using enzymes can be found, a thorough analysis of the effect of enzyme producing strains, alcohol chain structure, pH, temperature, operational conditions, electrode and membrane materials on the electrochemical response of proposed biosensor designs is still missing. Thus, by varying experimental conditions (pH, enzyme load, different alcohols, temperature) Patel et al. (2001) studied the response of AOx-based sensors from different strains (Hansenula sp., Candida boidinii, Pichia pastoris) and demonstrated their low catalytic activity in the presence of propanol-1 and butanol-1 (compared to ethanol and methanol < 5%). Guilbault et al. (Guilbault et al., 1983; Nanjo and Guilbault, 1975) performed the analysis of multiple biosensing system parameters including the variation of the enzyme producing strains sensitivity and selectivity towards detection of various primary alcohols and demonstrated how the sensitivity of the system can be completely reversed after enzyme immobilization (when compared to free enzyme solution) over the electrode. Furthermore, an additional presence of a hydrophobic membrane can eliminate the pH dependency of the enzyme-based biosensors (Lubrano et al., 1991). In the comparison Table S1 (Supplementary Material) it was shown for alcohol biosensors that a choice of the right combination of enzyme source and type with a proper electrical interface, membranes, operational conditions and fabrication methods may allow to optimize their catalytic activity (as well as linear detection limits) towards given substrates and reaction environments. In other words, electrochemical tuning via biosensing can improve the enzymatic activity towards specific detection of the desired analyte (Devine et al., 2018; Saboe et al., 2017) and as a result enable engineering of biocatalysts (as a part of the biosensing system) to fit the required bioprocess. The biosensor development reported in this paper has been part of a larger research effort aiming at establishing measurement techniques for monitoring continuous fermentation based production of butanol from waste streams with mixed cultures that convert butyrate in the presence of hydrogen. Here, we report for the first time the development of a butanol sensitive amperometric biosensor. The behaviour of commercially available AOx and ADH enzymes was studied in 12 different biosensor designs towards butanol-1 detection in liquid media. Furthermore, the role of fabrication approaches, including layer-by-layer immobilization, one-step electrodeposition together with enzymes, membrane films and Pd-nanoparticles (Pd-NPs), and the use of mediators (Meldola Blue and Prussian Blue) in the enhancement of the biocatalytic performance were investigated. Finally, the analytical merit of the most promising biosensor designs was evaluated in the presence of butanol-1 containing fermentation samples."
1,Materials and methods,
2,Instrumentation and reagents,"2.1 Instrumentation and reagents Alcohol oxidase (AOx) (EC 1.1.3.13, from Pichia pastoris, 32 U/mg solid), alcohol dehydrogenase (ADH) (EC 1.1.1.1; from Saccharomyces cerevisiae, 321 U/g solid), β-Nicotinamide adenine dinucleotide sodium salt (NAD+) and bovine serum albumin (BSA) (lyophilized powder, ≥96.0%) were obtained from Sigma (St. Louis, MO, USA). ADH-175 (lyophilized powder, 24.5 U/mg) from recombinant Escherichia coli strain was purchased from c-LEcta GmbH (Leipzig, Germany). Note that ADH obtained from S. cerevisiae and E. coli will be further referred in this paper as ADHs and ADHc, respectively. Glutaraldehyde solution (25% (v/v)), methanol (UV HPLC gradient, 99.9%), ethanol (UV HPLC gradient, ≥99.9%), butanol (UV HPLC gradient, ≥99.7%), Meldola Blue and potassium hexacyanoferrate (III) (ACS reagent, ≥99.0%) were purchased from Sigma – Aldrich (St. Louis, MO, USA). Iron (III) chloride (anhydrous, 99.99%) and Nafion®117 solution (~5% (v/v) in a mixture of lower aliphatic alcohols and water) were provided by Aldrich (Steinheim, Germany). Mono – and di-potassium hydrogen phosphates (anhydrous) were obtained from Merck (Darmstadt, Germany). Sodium hydroxide (50% (w/w)) and hydrochloric acid (37% (w/w)) solutions were purchased from VWR International A/S (Søborg, Denmark). All the solutions were prepared with 0.1 M phosphate buffer supplemented with 0.1 M KCl (PBS, pH = 6), unless stated otherwise. For preparation of electroplated nanoparticles, the following reagents were utilized: H2PdCl4, (NH4)2HPO4 and Na2HPO4⋅12H2O, 99% purity (Sigma Aldrich). The Pd2+ standards for ICP-MS measurements were obtained from Honeywell Fluka (Fisher Scientific, Germany). For biosensor preparation, DRP-110DGPHOX (DropSens, Llanera, Spain) screen printed electrodes (SPEs) printed on ceramic substrate were used. Each sensor consists of a carbon working electrode (WE) (0.4 cm diameter; 0.126 cm2apparent geometric area) modified with a graphene oxide (GO) layer, a carbon counter electrode and a silver (Ag/AgCl) reference electrode. Biosensors electrochemical characterization (cyclic voltammetry (CV) and chronoamperometric (AM) measurements) were performed using MultiEmStat (PalmSens, Utrecht, The Netherlands) with a DRP-CAST1X8 interface (DropSens, Llanera, Spain) controlled by MultiTrace 3.4 software (PalmSens, Utrecht, The Netherlands). Dissolved oxygen (DO) concentrations either in the AOx stock solutions or in the analyte droplet for AOx-based biosensors were monitored using an OXR430 retractable needle-type fiber-optic oxygen minisensor (PyroScience GmbH, Aachen, Germany). The sensor was connected to a FireStingO2 fiber-optic meter (PyroScience GmbH, Aachen, Germany) and DO consumption rates were monitored by Pyro Oxygen Logger software (PyroScience GmbH, Aachen, Germany)."
3,Biosensor preparation and characterization,"2.2 Biosensor preparation and characterization In order to investigate the ability of the biosensor's design (i.e. layer composition, sequence, etc.) to tune the biocatalytic activity of enzymes, two main preparation approaches were proposed: electrochemical co-deposition (EcD) and layer-by-layer (LbL) enzyme deposition (Fig. S1, Supplementary Material). Following the procedure described in (Semenova et al., 2020), enzymes were encapsulated and co-deposited in one step together with Pd-NPs and with/without Nafion®117. The Pd-based polyelectrolyte was prepared by mixing H2PdCl4 (3.5 g/L), (NH4)2HPO4 (20.0 g/L), and Na2HPO4·12H2O (100 g/L) solutions. In case of AOx-based biosensors, a 4 μL droplet prepared, with an equal volume ratio of AOx (0.034 U/μL), BSA (5 vol% diluted in water) and Pd-NPs mixture with or without Nafion (2% vol., neutralized in water) was dropped over a GO-modified WE and a 2.5 mA current was applied for 30 s through a Pd reference wire immersed into the droplet. For ADH-based biosensors, a 4 μL mixture, containing ADH (for both, ADHs and ADHc based designs, 1 mg of enzyme was dissolved in 1 mL of PBS), NAD+ (83 mM in PBS), Pd-NPs and Nafion (2% vol., neutralized in water) in a 1:1:1:1 proportion (v/v/v/v) was co-deposited at the same electroplating conditions. For AOx-based LbL designs, a 4 μL droplet of enzyme solution, mixed in a 1:1 proportion (v/v) with BSA (5 vol% diluted in water), was cross-linked using glutaraldehyde (2.5 μL, 1% (v/v) diluted in water) to the WE surface, modified either with 0.1 M solution of Prussian Blue or Meldola Blue, and then covered with Nafion film (4 μL droplet of 2% vol., neutralized in water). The Prussian Blue (PB) deposition and LbL biosensor preparation approaches were adopted from (Semenova et al., 2019). The ADH-based biosensors were prepared by direct placement of enzyme/BSA mixture (1:1 proportion (v/v)) over the WE surface modified with glutaraldehyde, followed by stepwise immobilization of NAD+ and Nafion layers. As another approach, ADH was immobilized over the WE surface modified with NAD+ and then covered step-by-step with individual BSA, glutaraldehyde and Nafion films. In case of Pd-NPs based LbL biosensors, the NPs were electrodeposited over the WE surface prior to any layer formation. In order to guarantee the uniform layer formation of LbL designs, the biosensors with freshly deposited solution (enzyme, BSA, etc.) were placed at least for 8 h to dry in a climate chamber at 40% of humidity and 8 °C. Regardless the fabrication method, SPEs were not pre-treated prior to the modification steps (Semenova et al., 2019) and at the final preparation step, butanol biosensors were washed with deionized (DI) water, air dried and stored before use in the dark at 4 °C. All the designs of potentially butanol sensitive biosensors summarized in Table 1 were constructed to minimize the applied potential values in order to eliminate the occurrence of side reactions at high potentials and to prevent high irreversibility NAD+/NADH redox reaction (for ADH-based designs), as well as undesired oxygen reduction at high positive potentials (for AOx-based designs). Note that PB and Pd-NPs were also introduced to facilitate the hydrogen peroxide decomposition (Semenova et al., 2020, 2018) for AOx-based biosensor designs and thus improve the enzyme activity and overall operational stability of the system. Furthermore, the presence of MB and Pd-NPs was supposed to improve the electron transfer between the enzyme-containing layer and electrode surface (Santos et al., 2003; Semenova et al., 2020). The CVs were obtained by placing a 100 μL droplet of PBS over all three electrodes and applied 20 mV/s scanning speed (from −0.5 V to +0.5 V potential range, unless stated otherwise). The results of GO modification for all proposed designs were summarized in Fig. 2 and Supplementary Material (Fig. S2). Based on obtained peak potentials in the CVs, various applied potential values were verified during AM characterization of butanol-1 (concentration range: 0–14.6 mM). All measurements from the same biosensor design were repeated at least in triplicates."
4,Butanol fermentation setup and conditions,"2.3 Butanol fermentation setup and conditions Anaerobic granular sludge from an industrial effluent treatment BIOPAQ®IC (Novozymes, Kalundborg, Denmark) reactor was selected as inoculum. The original sludge is used for the treatment of a feed containing, among others, organic acids, making it an ideal candidate for butyrate fermentation. This assumption was previously tested and validated (data not shown) by the authors, to a successful production of butanol via butyrate fermentation in the presence of hydrogen. In this work, butanol production was achieved in a bioreactor with 2 L working volume (Applikon, Delft, The Netherlands) inoculated with 10% (v/v) sludge and operated under anaerobic conditions by continuous sparging with molecular hydrogen (0.050 LN/min). The temperature in the reactor liquid was maintained at 37 °C and the pH at 6.4 ± 0.1 (AppliSens, Applikon Biotechnology, The Netherlands) through addition of 2 M NaOH and 2 M HCl. Temperature, pH, and stirring speed (400 rpm) were controlled by an ez-Control system (Applikon, Delft, The Netherlands). The inflow of hydrogen gas was controlled with a red-y smart controller GSC (Vögtlin, Aesch, Switzerland). The fermentation medium contained 3 g/L yeast extract, 10 g/L butyric acid, 2.2 g/L acetate, 0.5 g/L KH2PO4, 0.5 g/L K2HPO4, 1 g/L NaCl, 0.2 g/L MgSO4⋅7H2O, 0.01 g/L MnSO4⋅H2O, 0.01 g/L FeSO4⋅7H2O, 0.1 g/L thiamin, 0.001 g/L biotin. All chemicals were acquired from Sigma-Aldrich (St. Louis, Missouri, USA). Sampling was conducted at pre-determined time intervals, aseptically and directly from the reactor fermentation medium. Samples were centrifuged at 13000 rpm (MiniSpin Plus, Eppendorf, Germany) and then filtrated through a 0.22 μm pore size filter (Minisart® Syringe filter, Sartorius, Germany) before storage at 4 °C until further analysis."
5,Enzyme preparations and stock activity measurements,"2.4 Enzyme preparations and stock activity measurements The immobilization of enzymes together with Pd-NPs over the sensors surfaces did not affect their activity when compared to the activity of stock solutions, as has been previously shown in (Semenova et al., 2020)."
6,Scanning electron microscopy (SEM) and energy dispersive X-ray spectroscopy (EDX),"2.5 Scanning electron microscopy (SEM) and energy dispersive X-ray spectroscopy (EDX) For morphological characterization and elemental analysis, a scanning electron microscope (FEI Quanta 400 FEG) equipped with an X-Ray spectrometer (EDAX Genesis V 6.04) was used. Prior to the measurements, the samples were dried under ambient conditions and investigated without further preparation. Both, secondary and back scattered electron images and X-Ray spectra were acquired in high vacuum mode at 10 kV accelerating voltage."
7,Liquid chromatography-electrospray ionization-tandem mass spectrometry (LC-ESI-MS/MS) or Q-TOF,"2.6 Liquid chromatography-electrospray ionization-tandem mass spectrometry (LC-ESI-MS/MS) or Q-TOF To estimate the long-term stability of the nanobiosensors with encapsulated enzymes without co-elution of both enzyme and membrane, liquid chromatography-electrospray ionization coupled mass spectrometry (LC-ESI-MS) studies were conducted according to the earlier reported protocols (Semenova et al., 2019, 2018). All the experiments were performed on a quadrupole time-of-flight mass spectrometer Q-TOF LC/MS 6545 (Agilent Technologies, CA, USA) equipped with Jet Stream Thermal Focusing Technology ESI source. The data acquisition was controlled by the MassHunter Software Tool."
8,Inductively coupled plasma mass spectrometry (ICP-MS),"2.7 Inductively coupled plasma mass spectrometry (ICP-MS) To verify the long-term mechanical stability of Pd-NPs onto GO-surface after one- or two-step co-deposition, ICP-MS analysis of BuOH containing probes collected after electrochemical calibration was performed on an ELEMENT XR (Thermo Fisher Scientific, Bremen, Germany) coupled with an auto sampler SC-E2 DX (Elemental Scientific, Omaha, USA). For the analysis, Pd105 isotope (magnet set at m/z 104.9) was measured at high resolution mode with the following source parameters: cool gas, 16.00 L/min; sample gas, 1.160 L/min; Faraday deflection, −218 V; plasma power, 1250 W; peristaltic pump speed, 10 rpm; torch X-Pos., 2.1 mm; torch Y-Pos., 0.9 mm; torch Z-Pos., −4.0 mm. The detector was set at 1700 V. All calibration solutions and blank samples were supplemented with 2% HCI prior to ICP-MS analysis. All measurements from the same batch were performed at least in triplicate and the final results were expressed as mean values with relative standard deviation."
9,Gas chromatography mass spectrometry (GC-MS) assays for analysis of real fermentation samples containing butanol-1,"2.8 Gas chromatography mass spectrometry (GC-MS) assays for analysis of real fermentation samples containing butanol-1 For BuOH quantification in the presence of phosphate buffer, the GC-MS assay was optimized. For the experiments, a GC-MS system equipped with a WAX-plus column (Torrance, CA, USA) (30 m×0.25 mm; film thickness 0.25 μm) was used. The injection temperature was set at 200 °C (split ratio 1:30) and the injection volume was 1 μl. The column temperature was set at 200 °C for 5 min. All calibration solutions and blank samples were prepared in phosphate buffer, pH = 7. All measurements from the same batch were performed at least in triplicate. For separation and analysis of fermentation media depending on cultivation time, the following temperature program was set starting from 60 °C for 1 min, then raised to 200 °C at 20 K/min and held at the final temperature of 250 °C for 5 min, (split ratio 1:250). The transfer line to the mass spectrometer and the source temperatures were 220 °C and 200 °C, respectively. The ionization of the compounds was performed at an acceleration voltage of 70 eV. Mass spectra were recorded in TIC and EIC modes at the m/z range of 40–600."
