,sections,Text
0,Introduction,"Ethanol produced from the conversion of abundant biomass resources such as low-cost non-edible lignocelluloses, is currently contributing for more than 100 billion litres of fuel to the global energy market in an effort to build a more sustainable future [1–3]. Due to its notable advantages including renewability, low toxicity, affordability, ease of storage and high hydrogen content, ethanol has also emerged as a promising feedstock to produce higher-value and cleaner energy carrier, i.e. hydrogen (H2), and is expected to contribute to a more economical and competitive ‘hydrogen economy’ [4–6]. The most widely studied approaches for converting ethanol into H2 are steam-based reforming (SR) processes, where vapours of ethanol and water at a specific ratio are introduced into a reactor heated to high temperature (>700 °C) to enable reactions, such as those in Eqs. (1) and (2), to proceed with or without specially selected or designed catalysts [5,7,8]. As SR of ethanol is a highly endothermic process, large amounts of energy supplied by high temperatures and/or high pressures are needed to drive the reactions. As such, SR processes consume considerable energy and require the use of specific reactors and process control, greatly hindering practical H2 production [5,9,10]. Although there are other ethanol SR processes achieved via less endothermic reactions (e.g. 3–4), with milder reaction conditions, they still have some drawbacks [5,11]. For example, without H2O or O2 sustaining the oxidative environment, the formation of coke will negatively affect both the reactors and the catalysts used, while a lower H2 yield usually has to be a compromise when H2O or O2 are used [5,12,13]. (1) CH 3 CH 2 OH + H 2 O → 2 CO + 4 H 2 Δ H 298 K = + 256 kJ / mol (2) CH 3 CH 2 OH + 3 H 2 O → 2 CO 2 + 6 H 2 Δ H 298 K = + 174 kJ / mol (3) CH 3 CH 2 OH → CO + 3 H 2 + C Δ H 298 K = + 71.8 kJ / mol (4) CH 3 CH 2 OH + 1.8 H 2 O + 0.6 O 2 → 4.8 H 2 + 2 CO 2 Δ H 298 K = + 4.4 kJ / mol Non-thermal plasma (NTP) is a (partially) ionized gas, usually generated by applying electrical energy to a feeding gas [14–16]. NTP offers a unique physiochemical environment due to the enrichment of the gas with energetic electrons and reactive species, which enables thermodynamically unfavourable reactions to occur under ambient conditions (e.g. low temperatures and pressures) [15,17,18]. Importantly, the discharge can be induced and sustained using more and more widely available renewable electricity [19], e.g. solar energy, the cost of which is gradually reducing [15,17,19]. As the plasma can be easily switched on/off, it is perfectly suitable for storing fluctuating renewable electricity, providing a solution for the problem of peak shaving and grid stabilization. For these reasons, NTP-based strategies are emerging as an economically-viable family of technologies for various types of material conversion, including ethanol reforming [2,20–22]. Compared to conventional SR, H2 production from NTP-induced ethanol conversion operates at a significantly lower temperature (<100 °C) and results in a higher conversion rate (with a H2 flow rate of several and even more than ten litres per minute) [23,24]. However, the conversion usually has unsatisfactory H2 selectivity (<70% v/v) since the reactions initiated by plasma usually lack controllability due to the diversity and high reactivity of plasma-generated species [22–24]. The carbon components in alcohols are ultimately converted to CO2 in most reported alcohol reforming studies to date [25,26]. Although reforming of ethanol derived from biomass is regarded as a CO2 neutral process, direct conversion of carbon into high-value carbon materials would make the process greener, more competitive and lower carbon-negative, and as such a more appropriate strategy for mitigating global warming [27]. Recent studies on ethanol being catalytically reformed into H2 and solid carbon materials (such as nanoporous graphene) offer a novel solution [3,27]. However, temperatures of up to hundreds of degrees (as high as 500 °C) are still required [3]. At the same time, the generation of carbon-based deposits is also fairly common in plasma reforming processes, especially when higher energy is introduced into the system to maintain high conversion rates [2,22,28]. However, the formation of solid-state carbons is usually unwelcome, especially in liquid-phase discharges, because these carbons may lead to not only catalyst deactivation but also to undesirable changes of electrode structures, significantly affecting the performance of the discharges [2,29]. Herein, we describe the development of a high-voltage spark discharge (HVSD) reactor for one-step catalyst-free reforming of bio-renewable ethanol at atmospheric pressure and near room temperature (Scheme 1 ). Three modes of plasma discharges can be obtained by just varying the amount of energy put into the system and the main features of these discharges are concluded and compared in ethanol conversion, which achieves higher yeild and selectivity of hydrogen. The radicals generated from HVSD in ethanol solution are studied, and the processes of hydrogen and carbon dots (CDs) production are also speculated. Moreover, the obtained CDs are characterised and successfully applied in the biological applications as a agent for cell imaging."
1,Materials and methods,
2,Non-thermal plasma reforming reactor,"2.1 Non-thermal plasma reforming reactor A 250 mL, three-necked, double-walled, round-bottomed flask is adopted as the plasma reforming reactor for the conversion (Fig. 1 ). 150 mL ethanol is contained in it. A spherical condenser supplied with cooling water is connected to the flask to preliminarily condense unreacted ethanol vapor. Two tungsten needles (diameter 2 mm) are put into the flask through the two side-necks to work as electrodes with one connected to AC high voltage and one grounded. The angle between the needles is around 60°. The gap between the tips of the needles is about 1 mm. An AC power supply (TCP-2000K, Najing Suman Electronic, China) capable of supplying bipolar AC output with the peak-peak voltage (V p-p) of 0–30 kV at an AC frequency of 9.0 kHz is used to drive the discharge. When high voltage is applied on the HV electrode, spark discharge is directly ignited between the tips of the two electrodes in ethanol solution and the corresponding discharge power is calculated to be 4, 6 and 10 W. The real-time temperature of the solution is measured by an infrared thermometer."
3,Electrical and optical measurements,"2.2 Electrical and optical measurements Analysis of spark discharge mainly consists of U-I characteristics, spectral characteristics and discharge images. To measure the discharge current and the applied voltage, a current probe (Pearson 4100) and a high voltage probe (Pintech P6039A) are used. Based on the U-I characteristics, energy of spark discharge and energy consumption can be calculated. Optical emission diagnostic (OES) is carried out to understand the formation of chemical species in on-board hydrogen production system at first instance of plasma being discharged. OES from the discharge region were obtained using a spectrograph (ANDOR SR-500i-A-R spectrometer) with a resolution of 0.5 nm in the wavelength range of 200 to 1000 nm."
4,Analysis of gaseous and liquid products,"2.3 Analysis of gaseous and liquid products The gaseous products are gathered after passing through an ice-saline water (30% NaCl) trap to further condense ethanol and water vapor. Flow rate of total gas is measured by a rotary flowmeter and the components of thus-obtained gas are analysed using a gas chromatograph (GC) (GC-2014, Shimadzu) equipped with a thermal conductivity detector (TCD) and a flame ionized detector (FID), calibrated for a serial concentraions of each gaseous products using standard gas mixtures and other calibrated gas mixtures [4]. The content of each specific gaseous component is defined as volume percentage to the total gas flow. Liquid products are analyzed by GC–MS using an Agilent 6890 Series Gas Chromatograph with an Aglient HP-5 column, and a HP 5975 mass spectrometer detector with helium as a carrier gas. A splitless injection of 1 μL is delivered to the injection port set at 250 °C. The initial temperature is set at 90 °C, with a heating rate of 5 °C/min to a temperature at 250 °C. The samples are heated at 250 °C for 3 min. Compounds are identified by means of the Wiley library-HP G1035A and NIST library of mass spectra and subsets-HP G1033A."
5,Characterization of thus obtained carbon dots,"2.4 Characterization of thus obtained carbon dots After discharge, the liquid is purified using a dialysis tube and then oven-dried overnight to get carbon dots (CDs) [30]. The CDs are characterized using transmission electron microscope (TEM, JEOL 2100, Japan), Raman spectroscopy (Jobin Yvon Lab RAM HR 800 UV micro-Raman spectrometer, France), X-ray photoelectron spectroscopy (XPS, AXIS SUPPA (KRATOS)) equipped with an Al (Kα = 1486.6 eV) X-ray as excitation source, and Fourier transform infrared (FTIR) spectrum (Nicolet iS10, Thermo Scientific, USA) using an attenuated total reflection (ATR) diamond probe as IRE. Optical vibration spectra are obtained from ultraviolet–visible (UV–vis) adsorption spectroscopy (Cary 60, Agilent, USA) and fluorescence spectroscopy (Cary Eclipse-2006, Varian, Australia)."
6,Procedure for cell viability and cell imaging,"2.5 Procedure for cell viability and cell imaging MDA-MB-468 cells are seeded at a density of 1.0 × 105 cells in a 96-well plate and cultured for 24 h at 37 °C with 5% CO2 in DMEM with 10% FCS. Then, CDs are introduced into the wells in the concentrations of 0, 100, 200, 400 and 800 µg mL−1 and incubated for 4 h at 37 °C. Following incubation of cells with the indicated treatments, Hoechst (1 μg mL−1) is added 30 min before imaging. Cells are imaged on an IN Cell Analyzer 2200 (GE Healthcare; 40 × objective). Live/dead cell analysis is performed using IN Cell analysis software."
7,Results and discussion,
8,Electrical characteristics of the plasma reforming system,"3.1 Electrical characteristics of the plasma reforming system Fig. 2 shows the three different plasma discharge modes, termed single spark mode (SSM), multiple spark mode (MSM) and gliding spark mode (GSM), respectively, achieved in liquid ethanol with corresponding discharge power of 4, 6 and 10 W (with enlarged U-I waveforms detailed in Fig. S1). It is well known that compared to the corona discharge, spark discharges in liquid have longer discharge channels and higher partial discharge intensity; while compared with reactive arc discharge, they usually require lower energy input, making themselves more suitable for inducing reactions in liquids [22,23]. Clearly, in the initial discharge state at a lower discharge power of 4 W, a purple-coloured plasma (Fig. 2a) is generated. The voltage and current shown in Fig. 2d indicate that a single pulsed microdischarge occurs in a half cycle, and the discharge duration in most cases is tens of nanoseconds (Fig. S1a), a phenomenon that is referred to as a single spark mode (SSM) discharge. When the discharge power is increased from 4 W to 6 W, the colour of plasma changes to azure (Fig. 2b). Voltage and current shown in Fig. 2e confirm that an initial pulse discharge is followed by ~6 self-pulsing discharges in every half cycle, with the process referred to as a multiple spark mode (MSM) discharge. When the discharge power is further increased to 10 W, the discharge mode changes to a gliding spark mode (GSM) discharge (Fig. 2c), with brighter light emission and larger spatial distribution of the plasma. The discharge ignites at the tip of the electrode, then rises along the area between the electrodes. Fig. 2f and the enlarged section of voltage and current waveforms shown in Fig. S1c reveal that the discharge in GSM lasts for more than 30 μs in every half cycle."
9,Effects of discharge modes on ethanol reforming,"3.2 Effects of discharge modes on ethanol reforming When plasma is introduced into the system, reactions related to ethanol conversion can take place at room temperature, resulting in the production of gas-phase chemicals, including H2, CO, CH4 and other gases like CO2, C2H4 and C2H2, with hydrogen being the major product [2,22–24]. The total gas flow rate as a function of discharge time (the first 60 min) in these three kinds of discharge modes is presented in Fig. 3 a. It is observed that discharge time has little impact on the total gas flow rate in the each discharge mode, but the types of discharge modes have a significant effect on the gas flow rate. Compared with the total gas flow rate in SSM (~20 mL/min), the value increased significantly for the other modes, specifically more than 5 times (~116 mL/min) in MSM and around 24 times in GSM (~500 mL/min). This result indicates an improvement in the density of this well-controlled plasma when discharge power increases from 4 W to 10 W, which is consistent with the results obtained from the applied voltage and current waveforms. The gas content (average values of gas samples collected at 30 and 60 min discharge) as a function of the input power is presented in Fig. 3b. On the contrary, both gas flow rate and content depend on the spark discharge mode (Table 1 ). In SSM, the content of H2, CH4 and CO in gas phase is 90.8%, 2.8%, and 4.5%, respectively, and their corresponding content in MSM is 90.1%, 2.6% and 5.5%. In GSM, the H2 content decreases to 66.0%, and that of CH4 and CO is 4.2% and 21.7%, respectively. The content of other gases in GSM is ~8.1%; to be specific, the gas mainly consists of CO2 (1.3%), which is almost undetectable in both SSM and MSM, and hydrocarbons with low molecular weight like C2H6, C2H4 and C2H2, the generation of which usually leads to the formation of carbon deposits in non-thermal plasma (NTP)-associated conversions, with possible reactions listed in Table S1. The variation of solution temperature with processing time is presented in Fig. S2. The results reveal that the thermal effect during the ethanol conversion in all three modes is insignificant, resulting in only a slight increase in the liquid temperature with discharge time greater than 15 min to 37, 38 and 40 °C in the case of SSM, MSM and GSM, respectively. In other thermal-based conversions, all molecules usually need to be heated to a high temperature, although in many cases the ones involved in the chemical bond cleavage or other reactions are very limited. However, the energy from non-thermal plasma (NTP) is generally limited in a specific region, mainly for heating and accelerating the free electrons, boosting the materials inside to be converted while mitigating the increase of the temperature in the whole system especially in liquid-phase conversions [2]. Without strong signs of temperature increase being witnessed even with extended time of operation here proves that most of the pulse energy is selectively delivered to reform ethanol and thus indicates the requirements for temperature and heat-transfer control can be significantly simplified in practical applications, e.g. on-board H2 generation for fuel cells in new energy vehicles. The energy consumption of hydrogen production is defined as the value of the energy consumed to produce 1 m3 of H2. In this investigation, the energy consumption of hydrogen production reaches 3.67 and 0.96 kWh/m3 in SSM and MSM, and displays the lowest value in the case of GSM (0.50 kWh/m3) (Fig. 3b). By comparison with other methods of hydrogen production from ethanol or ethanol solution by using different forms of discharge such as the efficient microwave plasma [31] (Table S2), GSM stands out as a good candidate for both cost- and time-effective production of H2 and more precise syngas (H2 and CO), while MSM shows excellent performances in enhancing the H2 content with still good conversion rate and energy consumption. Moreover, although the H2 content in all of the three modes shows little variation as a function of discharge time prolonged to 6 h, the gas flow rate of gas changes (Fig. 5). To be specific, the conversion rate in the GSM decreases especially after discharging for 3 h and onwards (and the discharge becomes more difficult to achieve), with a total gas flow rate of ~412 mL/min at 6 h, while a slight increase (by ~5 mL/min) in the rate is witnessed both in the case of MSM and SSM (no solid-state products observed in the whole process). This suggests that the deposited carbon in GSM may induce undesirable effects into the conversion process, with the effects accumulating along with the processing time. From the viewpoint of practical applications, MSM is highly promising for hydrogen production in liquid for long-time operation."
