,sections,Text
0,Introduction,"On account of limited natural sources and high demand, selective conversion of biomass to fuels and chemicals is important in the rapidly developing human society. [1,2] Among different methods for the conversion of biomass, catalytic routes are especially important and many biomass-derived chemicals and fuels can be produced by carefully designing catalytic systems [3]. γ-Valerolactone (γ-GVL), one of the most promising platforms for the sustainable products of fuels and high value-added chemicals [4,5], can be synthesized by hydrogenolysis of levulinic acid (LA) or its esters from lignocellulosic biomass. There are two different paths in the reactions. The first path is to use a series of metals (such as Pd, [6,7] Ru [8,9], Rh [10], Pt [11,12], Re [13], Ni [14–16], Co [17–19], Mo [20,21] and Cu [22,23]) as catalyst in the presence of molecular hydrogen (H2). [24,25] And the other one is accomplished under mild conditions [26] by using alcohols or formic acid (FA) and transition metal compounds instead of molecular hydrogen (H2) and precious metals as hydrogen sources and catalysts, respectively. Recently, in the second path, the catalytic transfer hydrogenation (CTH) reaction, as a potential replacement to molecular hydrogen (H2), has been regarded as a high-efficiency route to synthesize γ-GVL from LA or its esters by using different alcohols as hydrogen source with various catalysts such as metal, [27,28]metal complexes [2,25,29], metal oxides or hydroxides [26,30,31],various zeolites [32], etc. In these catalysts, copper as a non-precious metal, combined with metal oxides, plays an important role in the synthesis of γ-GVL. Among these catalysts, Cu° or metal oxides supported Cu° as catalyst has been extensively studied and the relevant research results are summarized in Table S1. C. V. Rode et al. and Fu et al. researched copper-based catalysts for hydrogenation of LA into γ-GVL with H2 as a hydrogen source. [33,34]Huang et al. studied CTH reaction of EL into γ-GVL using alcohol as a hydrogen source over the Cu-Ni/Al2O3 catalyst. [27] Lin et al. demonstrated for the first time that the catalytic hydrogenation of ML to γ-GVL in methanol with in situ reduced Cu or Cu/Cr2O3 from CuO or CuO/Cr2O3 as catalyst, which simplified the reaction by combining GVL production and catalyst synthesis into one step. [35,36] In the reaction, as a substitute for hydrogen, methanol reduces CuO to Cu° above 200 °C, and it also catalyzes the synthesis of γ-GVL as a hydrogen source. Some researches show that secondary alcohols have a stronger hydrogen supply capacity than primary alcohols at low temperatures. [4,37] And basic copper carbonate (Cu2(OH)2CO3) is the compound most easily reduced by secondary alcohols among all copper sources below 200 °C (Scheme S1). Therefore, in this study, nano-Cu/AlOOH catalysts, prepared by in situ reduction of Cu2(OH)2CO3/AlOOH (Scheme 1 A), efficiently participated in the CTH reaction from ML to γ-GVL with 2-PrOH as solvent (Scheme 1B). The high activity and stability of the catalyst are attributable to the stability of the zero-valent copper in the catalyst and the nanosized particles of the catalyst, which were proved by different characterization methods, such as: SEM, TEM, XPS, etc."
1,Experimental,
2,Materials,"2.1 Materials Levulinate esters, γ-valerolactone, 1,4-pentanediol,1-pentanol, furfural, furfuryl alcohol, 5-hydroxymethylfurfural, 2,5-bis(hydroxymethyl)furan, acetophenone, α-phenylethyl alcohol, cyclohexanone, cyclohexanol, Citral, Citrate, cinnamaldehyde and cinnamyl alcohol were purchased from TCI Chemical Reagent Company (Shanghai, China). Cu(NO3)2·6H2O, Al2(NO3)3·9H2O, Na2CO3 and all solvents were purchased from Sinopharm Chemical Reagent Company (Shanghai, China). All chemicals were used without further purification."
3,Catalyst preparation,"2.2 Catalyst preparation The Cu2(OH)2CO3/AlOOH catalyst with Cu/Al molar ratio of 3/1 were prepared by the co-precipitation method. Briefly, Cu(NO3)2·6H2O (15 mmol) and Al2(NO3)3·9H2O (5 mmol) were dissolved in 40 mL deionized water and were stirred at ambient temperature for 15 min. With vigorous stirring, 1 M Na2CO3 solvent was dropwise added until pH = 8. After being aged at room temperature for 5 h, the precipitate was separated by filtration and washed with deionized water several times. The precipitate obtained was dried overnight in the oven at 80 °C and then calcined at 200 °C for 5 h. Other Cu/Al molar ratios of Cu2(OH)2CO3/AlOOH catalyst (0, 1/5, 1/3, 1/1, 5/1, ∞) were prepared in the same method. CuO/Al2O3 for in situ reduction to produce Cu/Al2O3 was prepared by baking the dried sample at 500 °C in an air atmosphere and hydrogen-reduced Cu/Al2O3 catalyst was prepared by calcined CuO/Al2O3 at 500 °C in a hydrogen atmosphere."
4,CTH reaction and sample analysis,"2.3 CTH reaction and sample analysis CTH reaction of ML was performed without stirring in a steel alloy autoclave (Fe-Cr-Ni alloy, GB1220-92) with an internal volume of 35 ML. Typically, carbonyl compounds (0.67 mmol), solvents (20 mL), and catalyst (0.1 g) were charged into the reactor, which was then sealed and heated to a designed temperature (140–220 °C) for an intended reaction time (1–24 h). After the reaction, the autoclave was taken out and cooled to ambient temperature. Identification of liquid products in the reaction mixture was achieved by the TRACE ISQ GC–MS (Thermo Scientific Co, TR–WAX–MS column 30.0 m × 320 μm × 0.25 μm). The temperature program started at 60 °C for 1 min, then increased from 60 °C to 230 °C at a rate of 15 °C /min and held for 2 min."
5,Catalyst characterization,"2.4 Catalyst characterization X-ray diffraction (XRD) was carried out via a Rigaku D/max-2550 diffractometer using Cu-Kα radiation. The wavelength of X-ray source was set at 0.154 nm, and the step width was 0.02° with a scanning speed of 6° per minute between two theta of 10° and 80°. Fourier transform infrared (FT-IR) spectra were recorded between 400 to 4000 cm−1 by using Bruker VERTEXV 80 V spectrometer. The thermogravimetric (TG) analysis was performed using a thermogravimetric analysis system (TG: PerkinElmer Instruments) under air atmosphere at the heating rate of 10 °C min−1. Brunauer -Emmett-Teller (BET) surface area was measured on an Asap 2420 surface adsorption apparatus. The elemental compositions of catalysts were determined by inductively coupled plasma (ICP) on an Optima 3300 DV (PerkinElmer Instruments). NH3-TPD and CO2-TPD (temperature-programmed desorption) were conducted on a Micromeritics AutoChem II2920 automated chemisorption analyzer to assess the surface acidity and basicity of catalysts, respectively. X-ray photoelectron spectroscopy (XPS) measurements were performed using ESCALAB250 photoelectron spectrometer equipped with a charge neutralizer and an Mg Kα X-ray source. The morphology of the samples was investigated by transmission electron microscopy (TEM; Tecnai F20) and scanning electron microscopy (SEM; Jeol JSM-6700 F)."
6,Results and discussion,
7,Characterization of catalysts,"3.1 Characterization of catalysts Cu2(OH)2CO3/AlOOH catalysts were designed with Cu/Al molar ratios of 0, 1:3, 1:1, 3:1 and ∞ (100% copper). And ICP results demonstrate that the real Cu/Al molar ratios is consistent with the theoretical value (Table S2). In a series of Cu2(OH)2CO3/AlOOH catalysts with different Cu/Al molar ratios, the surface areas, pore volume and pore size of the catalysts were determined by BET, and the results reveal that the catalysts have a rich pore structure. Furthermore, surface area of the catalysts decreases as the Cu/Al molar ratio increases. (Table S3 and Figure S1 A). XRD patterns of Cu2(OH)2CO3/AlOOH with different Cu/Al molar ratios are presented in Fig. 1 A. When the Cu/Al molar ratio is 0 and 1/3, XRD patterns only indicate the faint characteristic peak of AlOOH (2θ = 14.5°, 28.2°, 38.3°, 48.9° and 64.9°. PDF, 21–1307). With the increase of Cu/Al ratio from 1/1 to ∞, the characteristic peaks of Cu2(OH)2CO3 (2θ = 14.8°, 17.5°, 24.0°, 31.2°,35.6° and 54.8°. PDF, 41–1390) strengthens, while the peak of AlOOH becomes weak or disappears due to its low crystallinity or low content, which is also the reason that no Cu2(OH)2CO3 peak exists in the pattern of the catalyst with 1/3 ratio of Cu/Al. In Fig. 1B, XRD patterns of in situ reduced catalysts with different molar ratios after the reaction are recorded and metallic Cu is acquired. Except the catalyst with 0 ratio of Cu/Al, all catalysts show the characteristic peaks of metallic Cu (2θ = 43.2°, 50.4° and 74.1°. PDF, 04-0836). At the same time, it can be observed that as the Cu/Al proportion increases, the intensity of Cu peak increases. And no obvious diffraction peaks of AlOOH was observed in the XRD patterns except for the catalyst with 0 ratio of Cu/Al, attributed to its low crystallinity or low content. Therefore, we can draw preliminary conclusions that Cu/AlOOH is generated by in situ reduction of Cu2(OH)2CO3/AlOOH after catalytic transfer hydrogenation (CTH) of ML into γ-GVL. Apart from this, the XPS analysis further proved this view (Fig. 1C). For Cu 2p3/2 and Cu 2p1/2, in situ reduced samples have lower binding energy than Cu2(OH)2CO3/AlOOH, demonstrating that Cu2+ species were reduced to Cu or Cu+ species after the CTH reaction. Meanwhile, Cu2+ satellite peak becomes weaker, apparently confirmed that more Cu2+ species were reduced to Cu or Cu+ species. In addition, the XPS peaks of Cu 2p3/2 were deconvoluted to explore Cu species in different valence states (Figure S2), and Cu2+ is obviously reduced to Cu° or Cu+ after the reaction. The fact that Cu/AlOOH can be prepared by in situ reduced method in the process of CTH reaction is proved. The FT-IR analysis (Fig. 1D) clearly reveals the characteristic absorption peaks of Cu2(OH)2CO3 and AlOOH. For the Cu2(OH)2CO3 [38,39], the peaks at 3416 and 3343 cm−1 are assigned to the (Cu) OH stretching modes. The two vibration peaks appearing at 1508 and 1401 cm-1 arise from the asymmetric stretching vibration of CO3 2-. The peaks at 1055 and 880 cm-1 can be attributed to the symmetric stretching and out of plane bending vibrations of CO3 2-, respectively. The peaks at 588 and 531 cm-1 are assigned to the Cu-O stretching modes. For the AlOOH, [40–42] the two peaks at 3297 and 3091 cm-1 are assigned to the symmetrical and asymmetrical stretching vibrations of (Al)O-H groups respectively. The peak at 1381 cm-1 is attributed to the OH bending vibration. The absorption peaks at 1068 and 1162 cm-1 correspond to the symmetric and asymmetric bending vibrations of AlOH, respectively. And the three characteristic peaks at 762, 641, and 480 cm-1 were ascribed to the vibration mode of Al-O. The above results verify that the composition of catalyst is Cu2(OH)2CO3 and AlOOH. From TG/DTA analysis (Figure S1B), the temperature range of NH3-TPD and CO2-TPD tests are determined to be between 100 °C and 310 °C (Figure S1 C–F). Figure S1C presents the NH3-TPD profiles with various Cu/Al molar ratio samples, which indicates that all samples exhibit a medium strong acidic site at around 300 °C, especially high Cu/Al molar ratio catalysts (3/1 and ∞). After the in situ reduction, the catalyst maintains medium strong acid sites (300 °C). The results from CO2-TPD analysis is similar to the results of NH3-TPD analysis, there are large amounts of basic sites in the Cu/AlOOH, which meet the need for acidic and basic sites of the catalysts in the CTH reaction of LA or its esters. Microstructure of samples was further monitored by SEM, TEM and HRTEM. From the Fig. 2 A and B, we can conclude that the distribution of O, Al and Cu elements in the sample is very uniform before and after the in situ reduction. In particular, the Cu/ AlOOH after in situ reduction have more blue bright spots than before the reaction, which is due to the reduction of O element resulted by the decomposition of Cu2(OH)2CO3 and the in situ reduced Cu accumulated on the surface of the particles. In addition, the catalyst shows a good dispersion of O, Al and Cu elements (Figure S3), and an average particle size of nano-Cu/AlOOH after in situ reduction is about 30–40 nm (Fig. 2C and D). Further analysis, The HRTEM image highlights a typical metallic Cu with a lattice space of 0.208 nm, which is assigned to the (111) plane of metallic Cu and a typical AlOOH with a lattice space of 0.234 nm, which is assigned to the (031) plane of AlOOH. Similarly, the fact that Cu/AlOOH can be prepared by in situ reduced method in the process of CTH reaction is also confirmed."
8,Catalytic activity of the various copper - aluminum catalysts for the CTH of ML,"3.2 Catalytic activity of the various copper - aluminum catalysts for the CTH of ML In our research, ML was used as a model reactant to study the activity of various copper - aluminum catalysts for the production of γ-GVL through the CTH reaction. No reaction happened in the absence of any catalyst (Table 1 , entry 1). With the Cu/Al molar ratio of the catalyst increasing from 0 to ∞, the conversion of ML and the yield of the products all become volcano-like (Table 1, entry 2–8), and the best catalytic performance is exhibited with Cu/Al molar ratio 3/1. The yields of γ-GVL and 1,4-PDO at this time were 90.51% and 3.47% at 180 °C with 5 h, respectively. This phenomenon can be seen more clearly from the 3D figure (Figure S4). Both the physically mixed Cu2(OH)2CO3/AlOOH catalyst and the uncalcined catalyst showed lower catalytic activity, and the yields of γ-GVL were 47.95% and 81%, respectively (Table 1, entry 9–10). The former was caused by inhomogeneous mixing of Cu2(OH)2CO3 and AlOOH, and the latter was affected by the support of Al(OH)3 in the catalyst, possibly due to the lower amount of catalytically active sites than AlOOH in the same mass of catalyst. Finally, we compared the in situ reduced of Cu/AlOOH and the in situ reduced Cu/Al2O3 in the CTH of ML (Table 1, entry 11). On account of the large amount of copper (1 mmol), the in situ reduced Cu/Al2O3 catalyst displayed a very good catalytic effect (>99% conversion of ML and 77.45% yield of GVL). Further, the amount of the catalyst was reduced to containing 0.76 mmol of copper, which is the same as the number of moles of copper in the Cu2(OH)2CO3/AlOOH catalyst with Cu/Al molar ratio 3/1, and their catalytic activities under the same conditions were compared. The results showed that the catalytic activity of in situ reduced Cu/Al2O3 catalyst is lower than that of Cu/AlOOH catalyst with the same molar number of copper (Table 1, entry 6 and 11). This is because Cu2(OH)2CO3 is easier to be reduced to zero valence copper than CuO in a shorter time (1 h and 3 h), which is proved by XRD (Figure S5 A and Figure S5C). By comparing the in situ reduced catalyst with the hydrogen-reduced catalyst (Table 1, entry 12), it is found that the hydrogen-reduced Cu/Al2O3 has lower catalytic activity, which is attributed to the agglutination of the particles of the catalyst (Figure S6). From ICP results (Table S2) and XRD patterns (Figure S5B) of the hydrogen-reduced Cu/Al2O3 and CuO/Al2O3 before and after in situ reduction, the actual Cu/Al molar ratio is in line with the theoretical value and CuO/Al2O3 can be reduced by in situ reduction as expected. From the SEM images of in situ reduced Cu/Al2O3 (Figure S6 A) and hydrogen-reduced Cu/Al2O3 (Figure S6B), we can clearly observe that the in situ reduced catalyst has good dispersibility while the hydrogen-reduced catalyst particles tend to aggregate, which may be the reason for its low catalytic activity. To explore further the influence of the chemical state of the metal on the reaction, XPS analysis of the various catalysts was accomplished (Fig. 3 ). The main peak of Cu 2p3/2 at 932.4 eV corresponded to the Cu°/Cu+ species because the binding energies of Cu° and Cu+ in Cu 2p3/2 were extremely close. The peak at 934.2 eV, together with its satellite peak around 944 eV, was attributed to the Cu2+ species. [43,44] Comparing Fig. 3A, B, and C, the deconvolution of the Cu 2p3/2 peak was determined to be about 1.62:1, 2.35:1 and 0.91:1 for Cu°/Cu+: Cu2+, respectively, indicating that the in situ reduced Cu/AlOOH and Cu/Al2O3 has more Cu°/Cu+ species than the hydrogen-reduced Cu/Al2O3 and therefore have a better catalytic performance. As a result of reducibility of 2-PrOH, the quantity of Cu°/Cu+ species increased in spent hydrogen-reduced Cu/Al2O3 after the reaction (Fig. 3D). From the XPS analysis, the conclusion was drawn that high catalytic activity of the in situ reduced catalysts was caused by high concentration of low chemical state in Cu species, the result was achieved by the in situ reduction of 2-PrOH as a hydrogen source."
9,Effect of reaction temperature and time,"3.3 Effect of reaction temperature and time The influence of reaction temperature and time on the production of γ-GVL, 1,4-PDO and 1-PAO from ML was studied, and all experiments were conducted at 140 °C, 160 °C, 180 °C, 200 °C and 220 °C with the reaction time in the range of 1 to 24 h, respectively. It can be seen that the effect of temperature and time on the reaction is remarkable. From Fig. 4 A–E, we can see that as the temperature increases, the reaction time to achieve the highest yield of γ-GVL is significantly reduced (from 24 h at 140 °C to 1 h at 220 °C). Comprehensive temperature and time factors, the optimal reaction condition of γ-GVL is 180 °C and 5 h. In addition, the optimal reaction condition of 1, 4-PDO, the further product of γ-GVL, is 200 °C for 5 h with 28.36% yield. The reaction temperature and time are continuously increased (220 °C and 24 h), the reaction will further generate 1-PAO with the best yield of 9.27%, which possibly due to the hydrogenolysis of 1, 4-PDO. Through further XRD and XPS analysis, we can infer the effect of time on in situ reduction, and then the impact on the reaction. From Figure S5C, the Cu2(OH)2CO3 in the samples was partially reduced to metallic Cu at 1 h. As time increases, the samples were completely reduced to Cu after 3 h. Further integration Figure S5D, the phenomenon that the peak positions of Cu 2p3/2 and Cu 2p1/2 shift toward low binding energy with the increase of time indicates that more and more Cu2+ is reduced to Cu+ or Cu° over time and the trend of smaller satellite peaks of Cu 2p3/2 also confirms this view. Therefore, it can be demonstrated that the time influences the degree of in situ catalyst synthesis, which in turn affects the CTH reaction of ML."
