,sections,Text
0,Introduction,"Due to their mild and “green” reaction conditions, selectively organic transformations (SOTs) on heterogeneous photocatalyst have drawn extensive attention for solar chemicals in recent years [1–5]. As the photoinduced electron (e–) and hole (h+) have a reduction and oxidation capability, respectively, the transformations of organics on activated semiconductor photocatalyst mainly focus on redox conversions. Photocatalytic selective oxidation (SO) of aromatic alcohols into the corresponding aromatic aldehydes [6–12] and selective reduction (SR) of nitroarenes to the corresponding amino organics [13–19] are the most two well–known reactions as the products are important organic compounds or intermediates for the synthesis of pharmaceuticals, fragrance, and other fine chemicals. The traditional SO of alcohols was mainly carried out by a non-catalytic process with use of stoichiometric environmentally unfriendly oxidants such as potassium permanganate, chromic acid, and potassium dichromate, which not only produces a large amount of toxic and hazardous waste, but also involves a separation issue of the products. To overcome these defects, tremendous efforts have been devoted to develop new catalytic systems with O2 as the oxidant. For this end, some noble metal supported oxides have been developed as the SO catalyst [20–22]. However, the conversion still limited by the cost of the catalyst, as well as the harsh reaction conditions of high temperature or high pressure. Whereas for SR of nitro compounds, it is commercially reduced with Sn/Fe-HCl or high pressure H2 catalysed by precious metal catalysts [23–26], which results in a waste-disposal problem or safety issues. Therefore, it is still an important research subject to develop a highly selective, safe and environmentally benign process for both the SO and SR conversions. One encouraging approach is to perform these conversions by a photocatalytic process at room temperature with sunlight as a driving force and O2 and alcohols as oxidant and safety hydrogen source, respectively. Many efforts have been devoted to this area in recent years and dye–sensitized TiO2 [6], g–C3N4 [27,28], Bi12O17Cl2 [12], BiOCl [11], and some chalcogenides [17,29–34] have been used as the photocatalyst. To further enhance the conversion efficiencies, some graphene modified TiO2, chalcogenides and BN–based semiconductor composites photocatalysts were further developed [30,35–38], which can facilitate the separation of photoinduced charge carriers or extend the utilization of visible light, respectively. Although some important progresses have been made, [6,7,11,16–18] efforts from the perspectives of the photocatalyst and the reaction system are still required to further improve the conversion efficiency. As the objective of SOTs is to oxidize or reduce the organics to the desired intermediates rather than to the mineralization products like H2O and CO2, a semiconductor with a mild band-gap energy is more promising than wide-band-gap sample. Binary and ternary chalcogenides, such as CdS, In2S3, ZnIn2S4, and CdIn2S4, are typical narrow–band-gap semiconductors and are promising candidates for SOTs under visible light irradiation [32–34,39]. Recently, we found that the SO of aromatic alcohol to the corresponding aldehyde can be achieved on ZnIn2S4 and CdS photocatalysts [33,39]. Unfortunately, CdS holds the drawback of photocorrosion during irradiation, which leads to a deactivation of CdS during the reactions. Therefore, developing a high efficiency and stable photocatalyst for SOTs is still required. Another strategy to improve the SOTs efficiency is to optimize the photocatalytic reaction system. At present, most of the reaction systems are concentrated only on the semi–conversion, i.e. SO or SR reaction [7,11,16,40,41]. It means that only e– or h+ is involved in the conversion of organics, while the opponent is consumed by scavengers and not involved in SOTs. O2, AgNO3, and (NH4)2S2O8 were commonly used as e– acceptors for SO conversions [8,11,28,42,43], while CH3OH, HCOONH4, (NH4)2C2O4, HCOOH, and hydrazine hydrate were used as h+ scavengers for SR conversions [16,18,28,44–46]. From the perspective of the reaction model, the SO and SR of organics can be coupled into one reaction system if the semi–conversions can coordinate with each other. The quantum efficiency of SOTs then can be doubled. The feasibility of this kind of reaction system is determined by the nature of the conversions and the band structure of the photocatalyst, which can match well with the conversions. Unfortunately, this type of conversion system is still rare. Recently, we found that the SO of aromatic alcohols by photogenerated h+ and SR of nitroarenes by e– could be coupled in one reaction system on CdS and CdIn2S4 [34,39]. These works suggest that the coupling system for SOTs is feasible. But a highly efficient and stable photocatalyst is still required and the synergistic mechanism between the SO and SR conversions needs to be further elucidated. As a ternary semiconductor chalcogenide, CdLa2S4 has a suitable band gap ca. 2.4 eV [47–49] corresponding well with visible light absorption. Previous works [47,48] revealed that CdLa2S4 was active for photocatalytic degradation of organic pollutants and splitting of water for hydrogen evolution under visible light irradiations. Considering that CdLa2S4 has a similar component and structure to that of the reported CdIn2S4, it has a great potential for photocatalytic SOTs as that observed on CdIn2S4 [34]. However, there is still no report on the use of CdLa2S4 for SOTs. Based on the above considerations, in this work, we developed a facile solvothermal method to fabricate CdLa2S4 photocatalyst. SO of aromatic alcohols and SR of nitroarenes in a coupled reaction system over CdLa2S4 were then investigated under visible light irradiation. The synergistic mechanism between the semi–conversions was finally studied."
1,Experimental section,
2,Materials,"2.1 Materials Cadmium nitrate (Cd(NO3)2·4H2O, 99%), lanthanum nitrate (La(NO3)3·6H2O, 99%), thiacetamide (C2H5NS, TAA, ≥99.0%), ethylenediamine (C2H4(NH2)2, EDA,﹥99%), benzotrifluoride (C6H5CF3, BTF, 99.0%), p–methoxybenzyl alcohol (C6H5OCH3CH2OH, p–MBA, 98.0%), p–methoxybenzaldehyde (C6H5OCH3CHO, p–MBAD, 98.0%), nitrobenzene (C6H5NO2, NB, 99.0%), nitrosobenzene (C6H5NO, NSB, 99.0%), aniline (C6H7N, AL, ≥99.0%), benzyl alcohol (C6H5CH2OH, ≥99.0%), benzaldehyde (C6H5CHO, ≥99.0%), p–chlorobenzyl alcohol (C6H4ClCH2OH, ≥99.0%), 4–chlorobenzaldehyde (C6H4ClCHO, ≥99.0%), p–fluorobenzyl alcohol (C6H4FCH2OH, ≥99.0%), 4–fluorobenzaldehyde (C6H4FCHO, ≥99.0%), 4–Nitrotoluene (C7H7NO2, ≥99.0%), 4–chloronitrobenzene (C6H4ClNO2, ≥99.5%), 4–fluoronitrobenzene (C6H4FNO2, ≥99.0%), triethanolamine (C6H15NO3, 98.0%), tetrachloromethane (CCl4, 99.5%), lithium perchlorate (LiClO4, 99.9%), potassium ferricyanide (K3Fe(CN)6, ≥99.5%), potassium ferrocyanide trihydrate (K4Fe(CN)6·3H2O, 99.0%), potassium chloride (KCl, 99.5%) and sodium sulfate anhydrous (Na2SO4, 99.0%) were purchased from Aladdin Reagent (Shanghai, China) and used as received."
3,Preparation of photocatalysts,"2.2 Preparation of photocatalysts CdLa2S4 was prepared by a solvothermal method. 2.5 mmol Cd(NO3)2∙4H2O, 5 mmol La(NO3)3∙6H2O, and 22.5 mmol TAA were first dissolved in 60 mL EDA, followed by stirring for 20 min. The homogeneous solution was then transferred into a 100 mL Teflon–lined stainless steel autoclave and was kept at 180 °C for 24 h. After cooling to room temperature, the precipitates were collected by centrifugation and washed thoroughly with absolute ethanol and deionized water alternately. The final product was dried in a vacuum oven at 60 °C for 8 h. CdS was used as a reference to compare the activity of CdLa2S4 and was prepared by a similar solvothermal procedure. 7.5 mmol Cd(NO3)2∙4H2O and 22.5 mmol TAA were dissolved in 60 mL EDA. After stirring for about 10 min, the mixture solution was transferred into a Teflon–lined stainless autoclave and was then maintained at 180 °C for 24 h. A similar washing and drying procedure was used to collect CdS."
4,Materials characterization,"2.3 Materials characterization Powder X–ray diffraction (XRD) patterns were recorded on a Bruker D8 Advance X–ray diffractometer. UV–vis diffuse reflectance spectra (UV–Vis DRS) were determined on a TU‐1950 Vis‐NIR spectrophotometer (TU‐1950, Persee) with BaSO4 as a reference. High–resolution/ Transmission electron microscopy (HR–/TEM) images were collected on a microscope (JEOL, JEM 2100 EX) at an accelerating voltage of 200 kV. The elemental mappings were analyzed by an energy–dispersive X–ray spectrometer (EDS) attached to the SEM instrument (ZEISS SUPRA 40). Photoluminescence (PL) emission spectra were recorded on a JASCO FP–6500 fluorescence spectrophotometer with an excitation wavelength of 440 nm light at room temperature. X–ray photoelectron spectroscopy (XPS) measurement was conducted on a Thermo Scientific ESCA LAB 250 photoelectron spectrometer. All the binding energies were referred to the C 1 s peak of the surface adventitious carbon at 284.6 eV. The Brunauer–Emmett–Teller (BET) of the samples was analyzed by N2 adsorption–desorption on a Micromeritics ASAP 2020."
5,Photo–electrochemical performance,"2.4 Photo–electrochemical performance The charge separation and the transferring resistance of the prepared CdLa2S4 and CdS were measured by electrochemical impedance spectroscopy (EIS). The experiments were performed on a CHI–660E electrochemical workstation (CHI instruments) in a standard three–electrode cell with the as–prepared samples (5 mm × 5 mm, FTO/CdLa2S4) as the working electrodes, an Ag/AgCl electrode (in 3 M KCl solution) as the reference electrode, and a Pt wire as the counter electrode, respectively. The thin film working electrodes were prepared by drop–casting samples/H2O suspensions onto FTO glass substrates followed by drying the film in air overnight. 0.5 M KCl aqueous solution containing K3[Fe(CN)6] (0.01 M) and K4[Fe(CN)6] (0.01 M) was used as the electrolyte. The Mott–Schottky analyses of CdLa2S4 and CdS were conducted on the same electrochemical workstation system to evaluate the flat band positions (Vfb) of the prepared CdLa2S4 and CdS. The potential ranges from –0.3 to 0.2 V (vs Ag/AgCl) at a frequency of 500, 1000, and 1500 Hz. A 0.2 M Na2SO4 aqueous solution was used as the electrolyte (the pH is ca. 7.0) which was purged with N2 before the measurement. The Cyclic Voltammetry (CV) of the reactants and the productions were measured according to reported procedure12 to evaluate the redox potentials of p–MBA to p–MBAD and NB to NSB by sweeping at 0.05 V/s. A glass carbon disk, a platinum wire and an Ag/AgCl electrode (3 M) were used as the working, counter, and reference electrodes, respectively. The measurements were performed in acetonitrile in air atmosphere."
6,Evaluation of photocatalytic activity,"2.5 Evaluation of photocatalytic activity Photocatalytic SO of aromatic alcohols to aromatic aldehydes and SR of nitroarenes to anilines were performed in a commercial photochemical reactor (WCGF–100, TaiKang instrument company, Xi’an). A mixture of aromatic alcohol (2.5 × 10−2 mol/L), nitrobenzene (8.5 × 10−3 mol/L), and 0.1 g catalyst were first dispersed in 15 mL BTF. The suspension was then purged with N2 (100 mL/min) for 10 min to remove O2, subsequently the reactor was filled with 0.1 MPa N2. Before turning on the Xe lamp (PLS–SXE 300, λ > 420 nm), the suspension was stirred in the dark for 30 min to reach an adsorption–desorption equilibrium. The average intensity of the irradiation for the activation of CdLa2S4 is ca. 1.04 mW cm−2 (in the range of 420–520 nm, measured by SpectriLight ILT 950 spectroradiometer) and the irradiation area is ca. 28 cm2. The suspension temperature was controlled at ca. 40 °C by a DC–0515 cooling bath (FangRui, Shanghai) during the irradiation. Fig. S1 shows the image of the reaction system. After irradiation for a desired time, the mixture was centrifuged to remove the catalyst particles. The supernatant was then analyzed by a GC (FuLi 9790, China) with a FID detector and a GC–MS technique (Agilent 7890 A-5975C, USA). The Conversion, yield and selectivity for the reactions were calculated by Eqs. (1), (2), and (3), respectively. (1) Conversion (C%) = [(C0–Cr)/C0] × 100 (2) Yield (Y%) = Cp/C0 × 100 (3) Selectivity (S%) = [Cp/(C0–Cr)] × 100 where C0 is the initial concentration of the reactants; Cr and Cp are the concentrations of the reactants and the target products after irradiation for a certain time, respectively. For the SR of nitroarenes, besides the final product of aromatic amines, aromatic nitroso compounds, the intermediate reduction products of nitroarenes, were also observed by GC. The yields of the nitroso compounds and the amines are denoted as Y1% and Y2%, respectively."
7,Results and discussion,
8,Characterization results,"3.1 Characterization results Fig. 1 a shows the XRD pattern of the prepared CdLa2S4. The diffraction peaks can be indexed to cubic phase CdLa2S4 with a = b = c = 8.7033 Å. [47–49] No peaks originated from CdS or La2S3 can be perceived suggesting the complete formation of pure phase CdLa2S4. The three major peaks located at 2θ = 24.4, 30.8, and 43.8° correspond to the (120), (300), (303) planes of cubic CdLa2S4 and the strong diffraction signals imply the high crystalline nature of the sample. As shown in Fig. 1b, the intrinsic band–gap transition of CdLa2S4 is threshold at 510 nm, which corresponds to a band–gap energy of 2.39 eV according to the Tauc plot shown in the inset of Fig.1b. Similar band gap energy of CdLa2S4 has been reported. [47–49] The visible absorption agrees well with the brown color of CdLa2S4 and offers the potential application of CdLa2S4 under visible light that accounts for ca. 43% of solar spectrum. Fig. 1c and d show the SEM image of the prepared CdLa2S4. It shows that the sample is composed of disc–shaped particles with a diameter of ca. 500 nm and a thickness of ca. 120 nm. The EDS result (Fig. 1e) indicates that the main components of the sample are Cd, La, and S elements and the ratio of Cd:La:S is 1.0:2.1:3.6, which is close to the stoichiometric composition of CdLa2S4. The morphology feature of CdLa2S4 was further confirmed by TEM image. The front view image (Fig. 1f) shows that the diameter of the disc particles is ca. 450 nm. A careful examination demonstrates that the disc–shaped particles are assembled with a great deal of nano grains. Two sets of lattice fringes with an interplanar spacing of 0.31 and 0.35 nm can be observed in the grains (Fig. 1g), which can be ascribed to the (220) and (121) planes of CdLa2S4. The angle between the two fringes is measured to be 30° which agrees well with the theoretical interfacial angle (29.9°) between the (220) and (121) plane of cubic CdLa2S4. XPS was used to study the surface composition and the chemical states of the elements in CdLa2S4. The presence of Cd, La and S signals can be observed in the survey spectrum (Fig. 2 a), as well as the adventitious C and O impurity, which can be attributed to the graphite conductive adhesive or the absorbed gaseous molecules. Fig. 2b shows the high–resolution XPS spectrum of the Cd 3d. The peaks located at the binding energy of 405.0 and 411.8 eV with a spin−orbit splitting energy of 6.8 eV can be ascribed to the Cd 3d5/2 and 3d3/2 of Cd2+ state, respectively. Two pairs of La 3d peaks located around (835.3, 839.2) and (852.0, 855.8 eV) can be observed in Fig. 2c, which can be attributed to the La 3d5/2 and La 3d3/2, respectively. The satellite peaks are present a 3.9 eV higher binding energy than the main peaks. The spin–orbit splitting of La 3d5/2 and La 3d3/2 is ca. 16 eV demonstrating the La3+ state in CdLa2S4. This finding is consistent with the previous works. [47,50]. The binding energies of S 2p3/2 and S 2p1/2 (Fig. 2d) were determined to be 161.3 and 162.4 eV, respectively, revealing a normal state of S2–. The atomic ratio of Ca, La, and S was determined by the XPS peak areas after correcting the sensitivity factors of the elements and the result (Ca: La: S) is 1:1.9:3.6, a value close to the theoretical stoichiometry of CdLa2S4."
9,Photocatalytic activities,"3.2 Photocatalytic activities Photocatalytic SO of p–MBA to p–MBAD and SR of NB to AL on CdLa2S4 in one reaction system was investigated under visible light irradiation (λ > 420 nm) in N2 atmosphere. Two blank tests without the photocatalyst or light irradiation were first performed and the results indicated that the SO or SR reactions cannot occur, which confirm that the reactions were truly driven by a photocatalytic process. Fig. 3 shows the variation of the conversion (C%) of the reactants and the selectivity (S%) and the yield (Y%) of the products formed with irradiation time. For the SR of NB, besides the final product of AL, the intermediate reduction product NSB was also observed. The formations of p–MBAD, NSB, and AL were confirmed by GC–MS analysis as shown in Fig. S2 and their amounts were determined by GC (a typical GC chromatogram is shown in Fig. S3). As shown in Fig. 3, the C% of p–MBA (Fig. 3a) and NB (Fig. 3b) first increases with irradiation time and then approach a stable value 4 h later. After irradiation for 10 h, a maximum C% of ca. 90% and 100% can be achieved for p–MBA and NB, respectively. Similar variation tendencies can be found for the generation of p–MBAD and AL. After irradiation for 10 h, the Y% of p–MBAD and AL is 78.6% and 55.9%, respectively. For the SR of NB, the yield of NSB (Y1%, Fig. 3) is more significant than AL (Y2%) in the initial reaction stage, which suggests that the reduction of NB to NSB is more reactive than NSB to AL. An accumulation of NSB is then present. However, when all NB was consumed (about 4 h later), a decay of NSB can be observed, meanwhile AL increases continuously, implying a further conversion of NSB to AL is occurred. As both NSB and AL are the reduction products of NB, the sum of their amount was used to calculate the overall selectivity and yield (line of (Y1 + Y2)%) of the SR of NB in Fig. 3b. Both the S% of p–MBAD and NB first increase with irradiation time and then decrease with time further prolonged. A maximum S% of 98.8% and 96.1% was observed for the formation of p–MBAD and the sum of NSB and AL, respectively. The reduction of the selectivity after irradiation for 4 h suggests a further conversion of the target products. Thus, the optimal reaction time for the selective conversions of p–MBA and NB is 4 h. As shown in Fig. 3, the SO and SR exhibit the same variation profiles in the conversion, yield and selectivity, which implies that a coupling of the two reactions was reached on CdLa2S4. After irradiation for 4 h, the ratio of h+/e– used for the SOTs was calculated based on the products’ amounts (i.e. p–MBAD, NSB and AL) and the result is ca. 1.15:1 (See the supporting information for the calculation procedure), demonstrating a synergistic effect between the two semi–conversions. Reusing CdLa2S4 for the selective conversion of p–MBA and NB was performed for 5 runs to assess the stability of CdLa2S4. As shown in Fig. 4 , a quite stable performance of CdLa2S4 can be observed. The standard deviation of the results is within 3%. The conversion of p–MBA and the yield of p–MBAD are around 71.3% and 68.6%, respectively, corresponding to a selectivity about 96.3%, while the conversion of NB and the yields for NSB and AL are ca. 95.6%, 41.2% and 46.6%, respectively, corresponding to an overall selectivity about 91.8%. The high selectivity of the coupled–reaction system and the photocatalytic stability of CdLa2S4 can be largely approved by the cyclic test. The XRD patterns of the fresh and the used CdLa2S4 for 5 runs test are shown in Fig. S4. Apparently, the used sample shows an identical XRD pattern to the fresh one, further confirming the stability of CdLa2S4. To further investigate the generality of CdLa2S4 for the photocatalytic SOTs in one reaction system, the conversions of other p–substituted aromatic alcohols and nitroarenes were conducted. The substituted groups in the aromatic alcohols and nitroarenes were denoted as X– and Y–, respectively. After irradiation for 4 h, the conversion parameters were summarized in Table 1 . The effect of the p–substituted groups on the SO or SR reaction was first investigated with the other half reaction stabilized. As shown in entry 1–4, for the effect of X–, the conversion of aromatic alcohols and the yield of the corresponding aldehydes decrease in order H3CO > H > Cl > F, which is opposite from the electronegativity order of the p–function groups H3CO < H < Cl < F. Although a slight decrease of the selectivity is observed, the values are still higher than 90%. Apparently, the electron–donating substituent in the para position (i.e. OCH3) rather than the electron–withdrawing groups (F, and Cl) benefits the SO of CH2OH to CHO because the electron density of CH2OH can be improved. This finding agrees well with the reported results [30,37,39]. As the SR of NB is associated with the SO of aromatic alcohols, its conversion and the yield of NSB and AL also retarded by the electron–withdrawing groups. However, with change the electron–donating group to –withdrawing groups, the selectivity of NB decreased dramatically from 96.1% to only ca. 30%. It seems that the presence of electron-withdrawing groups are detrimental to the SR of NB to AL, even they locate at the benzyl alcohols. These groups lead to the conversion of NB to other intermediate rather than NSB or AL. According to Ferry’s work [13], the intermediate should be N–phenylhydroxylamine. The reduction of nitro group to amine is a sequential H+–coupled six e––reduction process. The conversion not only determined by the deprotonation of aromatic alcohols (providing H+), but also the utilization of photoinduced e−. It is a complex and kinetically unfavourable process. Beside anilines, other intermediates or products including nitroso [13,15,19,51–53] (two e––reduction product), N-phenylhydroxylamine [13,19,52] (four e––reduction product), azo and azoxy compounds formed between nitroso and N-phenylhydroxylamine or anilines [19,53,54] may also be produced with the reduction proceeding. These intermediates have been observed in some reported works [13,15,19,51–53] and partially confirmed by the GC–MS results as shown in Figure S5 in the supporting information. At present, due to the limitation of the GC determination method, only one of the intermediates (nitroso) and the full reduction product (aniline) have been measured in this work. When electron-withdrawing groups are present in the reaction system, the electron density around nitrogen will be increased by the inductive effect of the groups during the hydroxylamine step, which makes a further reduction of hydroxylamine is less favourable [13]. A full reduction of nitro to amine is then hindered and the reduction then ends at the N-phenylhydroxylamine step. As a result, a low selectivity of NB to NSB and AL is then present in the presence of electron-withdrawing groups. This is consistent with the reported observations [1334,55,56]. Entry 1 and 5–7 shows the effect of the Y– on the selective conversions. With change of Y from H to other groups (Cl, F, H3C), both the SR and SO conversions decrease substantially, especially for H3C–. The significant suppression of H3C on the SR of nitro group also has been observed in Füldner’s work [57]. The result suggests the existence of a steric hindrance effect, which leads to a sharp decrease of the SR selectivity from 96.1% to only ca. 35%, as well as the reduction of the yields. It may be caused by the fact that a large Y group is not in favor of the absorption of nitroarenes on CdLa2S4. As e– cannot be effectively involved in the SR reactions, the h+–induced SO reactions are also retarded. However, the selectivity of the SO is almost not impacted by the change of Y groups and remains ca. 91.0%. This suggests that, although the SO and SR conversions are interacted on each other, the selectivity from p–MBA to p–MBAD is independent of the SR reactions. The steric hindrance effect of Y groups mainly influences the reduction of nitro group rather than the oxidation of hydroxyl group. For Cl and F substituted nitroarenes, the GC and GC–MS (Fig. S5) results indicated that no dehalogenation has been occurred. The photoinduced e– is mainly involved in the reduction of nitro group rather than of Cl and F. This is consistent with the reported works [16,29,31,58]. Similar to the result observed in entry 1–4, the full reduction of nitro groups to the corresponding amines are also disturbed by the electron-withdrawing groups as the selectivities are substantially reduced. Besides, the detrimental effects of the high electronegative X groups on the SO and the large Y groups on the SR conversions can be further perceived in entry 8–11. As shown in the last column of Table 1, the ratios of h+/e– (Rh+/e-) involved in the selective conversions are significantly larger than 1 except the entry 1. It suggests that, although the SO and SR conversions can be achieved simultaneously on CdLa2S4, h+-induced SO of aromatic alcohols is more reactive than the e–-induced SR of nitroarenes. Although some photoinduced e– may be involved in the reduction of H+ to form H2 [47,49,50,59], the competing reaction is not the main reason lead to Rh+/e- larger than 1 because a large number of nitro group did participate in the conversion reaction as shown in Table 1. As only one of the intermediates (nitroso) and aniline have been measured in this work due to the limitation of the GC determination method, the amount of e− involved in the reduction of nitro group is actually underestimated. This is the main factor lead to the values of R h+/e- is greater than 1. Our group recently reported that [34] the SO benzyl alcohol into benzaldehyde and SR of nitrobenzene into aniline can be achieved on CdIn2S4 photocatalyst and the reactions of entry 1–4 in Table 1 have been measured. Here, we must point that, compared with CdIn2S4, the as-synthesized CdLa2S4 photocatalyst exhibits apparent higher photocatalytic performance for the redox conversions in a coupled reaction system. In addition, not only the oxidation substrate, but also the reduction substrates have been extended in this work to investigate the generality of CdLa2S4 for the photocatalytic SOTs in one reaction system. CdS is a well–known visible light photocatalyst and our previous work indicated that SO of p–MBA and SR of NB also can be realized on CdS [30,39]. Furthermore, Cd and S are the constitutes of CdLa2S4. Thus, the performance of CdS for SOTs was then investigated to compare its activity with CdLa2S4. Hexagonal CdS nanorods (as indicated by Fig. S6) which commonly show high photocatalytic performance [39] were prepared intentionally. As shown in the entry 12 in Table 1, for the SO of p–MBA, the conversion of p–MBA and the yield of p–MBAD are only 61.0% and 48.9%, respectively, corresponding to a selectivity of 80.3%, while as for the SR of NB, the conversion of NB and the yield of AL are 75.3% and 11.4% respectively, corresponding to a selectivity of 15.2%. Apparently, the activity of CdS is substantially lower than that of CdLa2S4 (entry 1). Unlike CdLa2S4, no any NSB was observed during the reaction. However, Schiff base which yielded from the reaction between the products of AL and p–MBAD was observed in CdS reaction system by the GC and GC-MS (Fig. S7). If this product is taken into the calculations of the SO and SR performances, the selectivity of the SO and the yield of p–MBAD should be 90.3% and 55.0%, respectively, while the selectivity of the SR and the yield of AL are 39.5% and 29.7% (entry 13). The revised activity of CdS is still lower than that of CdLa2S4. The low efficiency of CdS for the conversion of other alcohols and the detrimental effects of the high electronegative X– groups on the SO performance can be further observed in Table S1. Besides the activity, the stability of CdS is also inferior to that of CdLa2S4. As shown in Fig. 5 , a gradual deactivation of CdS can be perceived with recycle time. The deactivation of CdS may be caused by the photocorrosion of CdS [45,60]. The higher activity and the stability of CdLa2S4 than that of CdS also have been observed for photocatalytic H2 production [47]. The inferior performance of CdS can be mainly ascribed to two factors. First, the BET surface area of CdS is only 5.8 m2/g, while the area of prepared CdLa2S4 is as high as 48.9 m2/g. A photocatalyst with a high surface area can harvest more irradiation light and provides more active sites for the photocatalytic reaction which eventually occurs on the surface. Second, compared to CdLa2S4, CdS shows a lower efficiency for the separation of photoinduced charge carriers. Electrochemical impedance spectroscopy (EIS) is a very useful tool to characterize the interfacial charge transferring performance. As shown in Fig. 6 a, the Nyquist plot of CdLa2S4 shows a smaller arc radius at a high frequency than that of CdS, suggesting CdLa2S4 has a smaller electric resistance. Thus, a faster transport of charge carriers and more effective e––h+ separation can be achieved on CdLa2S4. Besides EIS, the recombination of photoinduced charge carriers was investigated by PL spectra at room temperature with an excitation wavelength of 400 nm. Generally, a weak PL intensity indicates a low recombination rate of e– and h+ [45,61]. As indicated in Fig. 6 b, a strong emission around 538 nm can be observed on both of CdS and CdLa2S4. The PL peak intensity of CdLa2S4 is obviously weaker than that of CdS, indicating that the recombination rate of charge carriers in CdLa2S4 is lower than that in CdS. The result further confirms that CdLa2S4 has high efficiency for the separation of photogenerated charge carriers. Thus, unlike CdS, the photocorrosion of CdLa2S4 will be suppressed, which is commonly induced by the trapped charge carriers. We believe that these advantages lead to the high stability of CdLa2S4. The high stability of CdLa2S4 for other photocatalytic reactions also has been confirmed by experimental investigations [47–49,62]."
