,sections,Text
0,Introduction,"Burning of fossil fuels is producing deleterious environmental effects and clean energy sources are important to the modern society [1–3]. Hydrogen energy (H2) is a promising alternative to fossil fuel [4,5] because combustion of H2 gives out more energy than most other substances and the byproduct of water does not pose environmental threats. One of the desirable means to produce pure hydrogen is water electrolysis or water splitting, which involves two basic semi-reactions: the hydrogen evolution reaction (HER) and oxygen evolution reaction (OER) [6]. The main obstacle impeding large-scale production of H2 by water splitting is the lack of efficient and stable catalysts. Platinum (Pt) is the best HER catalyst but has disadvantages such as the high cost and natural scarcity. Some metals can replace Pt based on the volcanic diagram and Pd also delivers good HER performance when combined with other substances [7]. However, although Pd in combination with metals can increase the HER activity of HER, the overpotential tends to be high and so more energy is needed to break H–O bonds in water dissociation. Although Pd nanoparticles can improve the HER activity of hydroxyl compounds, the HER activity also depends on the other characteristics of the electrode materials. Transition metal oxides containing Ni, Mn, and Co have been suggested to be alternative electrode materials [8] and mixed transition metal oxides such as NiCo2O4 and MnCo2O4 have also been proposed for HER [9]. For example, Ni2+ replaces Co2+ in the spinel Co3O4 and cubic crystal of CoO to form NiCo2O4 and NiCoO2, respectively [10,11] and the HER properties of NiCoO2 with different morphologies such as nanoflakes, nanoparticles, nanowires, and nanoflowers have been studied. For substrates, NF is a good choice due to its high specific surface area and low cost. For example, Zhang et al. grew Co2MnO4 on NF for hydrogen evolution [12]. In addition, changing the structure of the sample can also optimize the hydrogen evolution performance of the sample. For example, the 3D Multipods structure grown on NF by Chen et al. is used for hydrogen evolution [13], Feng et al. optimized the hydrogen evolution electrode by modifying the electrode with Pd [14]. In this work, a three-dimensional (3D) NiCo2O4 structure is designed to enhance the HER activity. Orderly NiCo2O4 nanoflowers are prepared on nanosheets by a one-step hydrothermal method and Pd nanoparticles are incorporated into the 3D NiCo2O4 structure to produce synergistic effects. In addition to providing a large number of active sites for oxygen adsorption, the energy needed to break H–O bonds is reduced to improve the HER activity."
1,Materials and methods,
2,The experimental items,"2.1 The experimental items The NF was purchased from Guang Sheng Jia New Materials Co., Ltd., China and palladium chloride (PdCl2) was obtained from Henan Dashun Industrial Corporation. Cobalt nitrate (Co(No3)2·6H2O), nickel nitrate (Ni(No3)2·6H2O), urea (H2NCONH2), and ammonium fluoride (NH4F) were acquired from Beijing Chemical Corporation and KOH was obtained from Aladdin Ltd., Shanghai, China. All the chemicals were used without purification and processing and deionized distilled water was used in the experiments."
3,Preparation of NiCo2O4/NF,"2.2 Preparation of NiCo2O4/NF The NF pieces with dimensions of 10 mm × 10 mm x 1.5 mm were cleaned ultrasonically with deionized water, hydrochloric acid, deionized water, alcohol and deionized water sequentially and dried in an oven at 60 °C for 30 min. 0.3877 g of nickel nitrate hexahydrate, 0.7761 g of cobalt nitrate hexahydrate, and 0.4805 g of urea were added to 80 mL of deionized water and sonicated for 15 min to obtain a clear pink solution. The solution was put into a reactor in which the NF was put on the inner wall at an angle of 45°. The sealed reactor was put in a water bath at 120 °C for 3 h. After natural cooling to room temperature, the NF was rinsed with deionized water, put on a silicon wafer, and annealed at 350 °C for 2 h to produce NiCo2O4/NF."
4,Synthesis of Pd/NiCo2O4/NF,"2.3 Synthesis of Pd/NiCo2O4/NF Pd/NiCo2O4/NF was prepared by electrochemical deposition. 19.62 mg of PdCl2, 0.75 g of NH4Cl, and 2.34 g of EDTA were placed in 40 mL of deionized water and the pH was adjusted to 8 by addition of NH4OH. The sample was subjected to electrodeposition at a current density of 10 mA/cm2 for 20 min, rinsed with deionized water, and dried at 60 °C for 30 min."
5,Materials characterization,"2.4 Materials characterization Scanning electron microscopy (SEM, Tescan MIRA 3XMU), field-emission transmission electron microscopy (TEM/HRTEM, JEM 2100F), X-ray photoelectron spectroscopy (XPS, ESCALAB250Xi), and X-Ray diffraction (XRD) were performed to characterize the morphology, composition, and structure of the samples. Elemental composition was determined by the inductively coupled plasma mass-spectrometer (ICP-MS, Elan DRC II PerkinElmer SCIEX)."
6,Electrochemical measurements,"2.5 Electrochemical measurements An electrochemical workstation (Shanghai Chenhua CHI760D) was employed to monitor hydrogen evolution in 0.1 M aqueous KOH. The counter and reference electrodes were a platinum foil and saturated calomel electrode, respectively. The polarization curves (LSV) were acquired at a scanning rate of 10 mV/s and the Tafel slope was determined from the polarization curve. Electrochemical impedance spectroscopy (EIS) was carried out in the frequency range between 100 kHz and 0.01 Hz and CV was conducted to determine the active surface area of the samples."
7,Results and discussion,
8,Characterization,"3.1 Characterization Fig. 1 shows the 3D structure of Pd/NiCo2O4/NF and HER. Many sites adsorb oxygen due to H–O bonds and a large amount of Hads is converted into H2 while Pd promotes ion transport in the reaction. The morphology of Pd/NiCo2O4/NF is examined by scanning electron microscopy (SEM). Fig. 2 (a) shows that many NiCo2O4 nanoflowers with a diameter of about 6 μm are formed on the NF and the high-magnification SEM images of the NiCo2O4 nanoflowers are depicted in Fig. 2(b) and (c). The NiCo2O4 nanoflowers are composed of many interconnected nanoflakes. Fig. 2(d ~ f) show the magnified images of the NiCo2O4 nanoflakes on NF and these nanoflakes are loose and evenly distributed. However, the size of these nanoflakes is different from that of the nanoflowers. The NiCo2O4 nanoflowers prepared on aligned nanoflakes provide abundant sites for oxygen attachment to reduce the energy required to break H–O bonds. Pd/NiCo2O4/NF is analyzed by Mapping as shown in Fig. 3 (b)~(e) shows that Ni, Co, O and Pd are distributed evenly. Fig. 3(f) shows that the nanoflakes are separated from the sample after sonication due to loose agglomeration, we can see that the diameter of Pd is about 50 nm. Fig. 3(g) shows the HRTEM micrograph. It can be seen that the lattice fringe of 0.223 nm is consistent with the Pd (111) plane. The composition and structure of Pd/NiCo2O4/NF is determined by XRD. In Fig. 4 (a), the obvious peaks at 2θ = 44.8°, 52.3°and 76.8° are assigned to the NF. The peaks at 2θ = 40.2°, 46.9°, 68.4° are indexed to the crystal planes (111), (200) and (220) of Pd (JCPDS 46e1043). The other sharp peaks at 2θ = 18.6°, 32.6°, 37.3° and 62.3° belong to the crystal planes (311), (400), (422), (511) and (440) of NiCo2O4 (JCPDS 20e0781). The results indicate that Pd/NiCo2O4/NF has been successfully obtained. Fig. 4(b) presents the spectrum of Pd/NiCo2O4/NF revealing O 1s, Pd, Ni 2p, and Co 2p peaks. As shown in Fig. 4(c), the two rotation orbits (Pd0 and Pd2+) constitute the 3D spectrum of Pd and the peaks of Pd0 and Pd2+ are located at 342.5 eV and 377.1 eV, respectively. Fig. 4(d) reveals Ni2+ and Ni3+ and Co2+ and Co3+ are observed from Fig. 4(e). Fig. 4(f) shows the O 1s1 peak at 529.6 eV, defect oxygen O 1s2 peak at 531.3 eV, and hydroxyl O 1s3 peak at 533.5 eV. O 1s1 exists in NiCo2O4 and O 1s3 exists in water."
9,Electrochemical assessment of HER activity,"3.2 Electrochemical assessment of HER activity To study the hydrogen evolution activity of Pd/NiCo2O4/NF under alkaline conditions, three electrodes including the clean NF, one covered with Pd on NF (Pd/NF), and one covered with NiCo2O4 on NF (NiCo2O4/NF) are compared. The three-electrode test was carried out in 0.1 M KOH with the platinum electrode as the counter electrode, Pd/NiCo2O4/NF, NF, NiCo2O4/NF, or Pd/NF as the working electrode, and saturated calomel electrode as the reference electrode. The current density and overpotential of the electrode are derived from the LSV in Fig. 5 (a). The current densities increase with potentials. The overpotential (192 mV) of the pristine NF is the highest at the current density of 10 mA/cm2. When NF is covered by Pd or 3D NiCo2O4, the overpotentials decrease to 141 mV and 143 mV respectively. Pd nanoparticles improve the electrical conductivity and the 3D NiCo2O4 provides more active sites for oxygen adsorption. Pd/NiCo2O4/NF shows the lowest potential of 69 mV, due to the synergistic effects of the 3D structure of NiCo2O4 and Pd. The content of Pd in the electrodes (Pd/NiCo2O4/NF and Pd/NF) were investigated by ICP-MS. The loading mass of Pd nanoparticles on the Pd/NiCo2O4/NF electrode was 0.44 mg (0.44 mg/cm2), which was similar to that of the Pd/NF electrode 0.43 mg (0.43 mg/cm2). Electrochemical impedance spectroscopy (EIS) is carried to study the mechanism. The Nyquist plots of Pd/NiCo2O4/NF, Pd/NF, NiCo2O4/NF, and NF are obtained at ꜧ = 100 mV and between 100 kHz and 0.01 Hz, as shown in Fig. 5(b). The Nyquist equivalent circuit is shown in the inset in Fig. 5(b), where Rs is the equivalent resistance of the electrolyte, CPE1 is the constant phase element, and Rct is the charge transfer resistance. The resistance of the electrolyte is basically unchanged and the main influence is from Rct. The fitted curve resembles a semicircle and generally speaking, a smaller diameter of the semicircle indicates smaller resistance. The Nyquist results show that Pd/NiCo2O4/NF has the smallest resistance of 5.53 Ω in comparison with NF (29.7 Ω), NiCo2O4/NF (17.8 Ω), and Pd/NF (14.7 Ω). The results are in line with LSV, indicating that Pd/NiCo2O4/NF has the fastest charge transfer rate compared to Pd/NF, NiCo2O4/NF, and NF. The Tafel slopes are determined from the linear region of the Tafel plots according to the Tafel equation: η = a + b log i (where η is the overpotential, b is the Tafel slope, and i is the current density) and a represents the overpotential when the current density is a single value. The Tafel slope is related to the properties of the electrode materials, electrode surface state, solution composition, temperature and other factors. According to the value of the a, the difficulty in the electron transfer steps in different electrode systems can be compared. The Tafel slopes of Pd/NiCo2O4/NF (54 mV/dec), NiCo2O4/NF (58 mV/dec), Pd/NF (89 mV/dec) and NF (118 mV/dec) shown in Fig. 5(c) reveal that kinetically, Pd/NiCo2O4/NF exhibits enhanced activity. The HER mechanism involves three steps (Tafel, Heyrovsky, and Volmer): Volmer reaction： H2O + e−→ Hads + OH− Heyrovsky reaction： H2O + Hads + e− → OH− + H2 Tafel reaction：Hads + Hads → H2 The Volmer reaction is an essential step in hydrogen evolution and occurs at the Tafel slope of 120 mV/dec, whereas those of the Heyrovsky and Tafel reactions are at 40 mV/dec and 30 mV/dec, respectively. The Tafel slopes of Pd/NiCo2O4/NF (54 mV/dec), NiCo2O4/NF (58 mV/dec), Pd/NF (89 mV/dec), and NF (118 mV/dec) are between 40 mV/dec and 120 mV/dec, indicating that the Volmer reaction and Heyrovsky reaction are the main reactions as consistent with the LSV results. CV cycling is performed to study the stability of Pd/NiCo2O4/NF. Fig. 5(d) shows the polarization curves of Pd/NiCo2O4/NF for the initial cycle and after 1000 CV cycles at a rate of 100 mV/s in the range between 1.0 V and 1.4 V. There is no significant change in the activity of Pd/NiCo2O4/NF during cycling. The black line represents the initial data and the potential is 222 mV when the current density reaches 100 mA/cm2. As shown in the red line, the potential is 227 mV when the current density reaches 100 mA/cm2 after 1000 cycles. The small change indicates that Pd/NiCo2O4/NF essentially retains the original activity. In order to explore the stability of the electrode, it is necessary to test the time evolution of the electrode and the results are shown in Fig. 5(e). The input voltage is the open circuit voltage and the initial slope indicates that it takes some time to reach a stable state. In the next 10 h, the current density is basically stable and it can thus be inferred that Pd/NiCo2O4/NF has good chemical activity and stability. Fig. 5(f) shows that the morphology and structure of the Pd/NiCo2O4/NF nanosheet arrays are main tained after 10 h. To determine the activity of the specific surface area, CV is carried out and the results are displayed in Fig. 6 (a)–6(c). CV is conducted on Pd/NF, NiCo2O4/NF and Pd/NiCo2O4/NF at different rates (10–50 mV/s) in the voltage range of 0.2–0.3 V. The diagram shows of rectangles in different regions. Each rectangle represents a stable state at the same scanning rate by trial and error. The nonuniform line is caused by the narrow testing range but does not affect the experimental analysis. The larger rectangular area shows the greater specific surface area on the electrode and a greater activity leads to higher energy storage capacity. Therefore, with increasing scanning rates, the energy storage effect of the electrode is better. For example, at a scanning rate of 50 mV/s and voltage of 0.25V, the current density of Pd/NiCo2O4/NF is positive but that of Pd/NiCo2O4/NF is negative. This is observed at any scanning rate and therefore, Pd/NiCo2O4/NF has a bigger active specific surface area and better energy storage capacity than the others. Fig. 6(d) shows the Cdl values of Pd/NiCo2O4/NF (3.447 mF/cm2), Pd/NF (2.3909 mF/cm2), and NiCo2O4/NF (2.2031 mF/cm2) and the larger Cdl indicates better catalytic properties for Pd/NiCo2O4/NF and larger greater electrochemical active surface area in HER. In order to illustrate the advantages of Pd/NiCo2O4/NF in HER, a comparison is made with other electrodes as shown in Table 1 . For example, Xiao et al. have prepared NiCo2O4 nanosheets on NF for HER but the effects are not as good as those of the 3D NiCo2O4 nanostructure in our study. Furthermore, the 3D NiCo2O4 nanostructure is easier to fabricate than the single-layer NiCo2O4 nanosheets and penetration of the electrolyte OH− is also facilitated in NiCo2O4 for better HER. Although other researchers have used Pd nanoparticles to improve the HER properties, their materials are still relatively expensive and the performance is typically not as good as that of our 3D NiCo2O4. In fact, the performance of our electrode is second only to that of the Pt/c and Pt/NF electrode."
