,sections,Text
0,Introduction,"Food waste (FW) is generated in agricultural production and post-harvest practices, food storage and distribution, industrial processing and household consumption. Around one-third of the total food produced to feed humans ends up as FW, accounting for ~1.3 billion tons per year (Schanes et al., 2018). The current FW generation in Hong Kong, Australia and India are about 0.0003, 0.0008 and 0.05 billion tons per year, respectively (Heller et al., 2018; Nandan et al., 2017). The projected amount of FW in Asian countries in the next 25 years is ~0.416 billion tonnes (FAO, 2017; Stone et al., 2020). On the other hand, economic growth, changing production and consumption patterns resulted in the high usage of plastics for packaging, clothing, beverage, trash containers and numerous other commercial and household commodities necessitated a rapid increase in plastic production and caused subsequent plastic waste generation. The estimated global municipal plastic waste generation for 2015 is 55–82 billion tons and a three-fold increase in municipal plastic is predicted for the year 2060 (Lebreton and Andrady, 2019). About 60 % of the total plastic production is consumed by household usage, for wrapping and packing, out of which ~70 % of plastics end up in municipal solid waste (MSW). FW disposal in open dumps or non-engineered land fill results in air, water and soil pollution. Biological treatment processes like composting and anaerobic digestion are time-consuming and thus, pose difficulty in handling the daily waste generated in large quantities (Elkhalifa et al., 2019). Conversely, plastic disposal is a tremendous problem due to its non-biodegradability and low reactivity (Hamad et al., 2014). Though a small amount of plastic waste is being recovered or recycled, most plastic waste is disposed of in oceans or landfills (Ryan et al., 2009). Waste-to-energy (WtE) technique is an attractive alternative for solid waste management. In the past few decades, the WtE technique through bioprocessing and thermochemical conversion has gained importance as an alternative energy source due to the depleting fossil fuel reserves (Idris et al., 2020). Thermochemical conversion techniques like combustion, incineration and pyrolysis are beneficial for producing valuable end products and substantial MSW volume reduction (Hamad et al., 2014). The emission of harmful gases such as dioxins and furans is the major bottleneck in the combustion and incineration of MSW (Fernández-González et al., 2017). Conversely, pyrolysis for solid waste management has received attention in recent years due to its effectiveness, reliability and eco-friendly operation. Pyrolysis results in the cracking of feed in an inert atmosphere and at a temperature of 400–700 °C with/without catalyst (Abdelsayed et al., 2019). Pyrolysis can achieve a volume reduction of solid waste up to 88 % by tuning operating parameters along with the production of useful end products such as solid (biochar), liquid (bio-oil) and gaseous (pygas) (Rajasekhar et al., 2015). Among the end products, bio-oil is gaining more attention as a potential liquid fuel and source of raw chemicals in the last few decades because of its renewability, high energy density and easy transportability (Hu and Gholizadeh, 2019). However, the main disadvantages of conventional pyrolysis with the electrical heating system include high energy losses due to low thermal transfer efficiency, slow heating rate, long processing time, undesirable heating of the pyrolysis chamber and poor control in the heating process because of uneven heat distribution (Shukla et al., 2019) Therefore, numerous researchers investigated microwave (MW) pyrolysis over conventional pyrolysis (Bushra and Remya, 2020; Miura et al., 2004; Sahoo and Remya, 2020; Shukla et al., 2019; Suriapparao and Vinu, 2015; Yu et al., 2020) Selective and rapid heating of feed at the molecular level, ease in control, high energy efficiency and peculiar energy transfer mechanism of MW improved MW-based treatment techniques (Remya and Lin, 2015). The high moisture content (~70%) of FW increases the presence of oxygenated compounds in pyrolyzed bio-oil with subsequent reduction in the higher heating value (HHV) along with an increase in the total acid number (TAN) (Adhikari et al., 2018). Whereas, bio-oil obtained from pyrolysis/MW pyrolysis of hydrogen-rich material such as waste tire, low-density polyethylene (LDPE), high-density polyethylene (HDPE), polypropylene (PP), polystyrene (PS) etc., possess less oxygenated compounds and thus provide high HHV (Ahmad et al., 2015; Artetxe et al., 2012; Czajczyńska et al., 2017; Yu et al., 2016). The household practice of FW collection and disposal in LDPE bags necessitates FW segregation from LDPE before the waste management practices. Conversely, co-pyrolysis is a better option to eliminate segregation and improve bio-oil quality (Fermanelli et al., 2020; Jia et al., 2016). MW co-pyrolysis of different biomass such as wood chips, bamboo sticks, corn stover, sugarcane bagasse, straw, sawmill and paper mill discards along with tire, PP, PS, LDPE, HDPE etc. was performed by several researchers (Fermanelli et al., 2020; Jia et al., 2016; Supramono and Lusiani, 2016; Suriapparao et al., 2018). MW co-pyrolysis of FW was also performed on model kitchen waste such as potato peel, coffee hull, soybean protein, corn cups, almond shells, nutshells, waste cereals, waste peanuts crisps etc. (Jamradloedluk and Lertsatitthanakorn, 2015; Jia et al., 2016; Sajdak and Muzyka, 2014). However, bio-oil production from MW co-pyrolysis of heterogeneous FW and LDPE and the optimization of operating parameters for TAN, a significant bio-oil quality, was not reported in previous studies. Therefore, multifactor optimization of operating parameters using central composite design was performed in this study, emphasizing the recovery of high bio-oil yield with low TAN. Besides, the characterization of bio-oil was performed to evaluate its quality for subsequent use. The interaction mechanism of FW and LDPE hydrocarbons for bio-oil quality improvement was also proposed, along with the energy consumption analysis of the process."
1,Material and methods,
2,Feed composition and pre-treatment,"2.1 Feed composition and pre-treatment The feed used in this study comprised FW and LDPE. The composition of FW collected from a residential area is listed in Table S1, whereas the plastic bag used for FW collection was used as LDPE. The FW and LDPE were characterized for their proximate and elemental analysis. Subsequently, the FW was dried in a hot air oven to reduce the moisture content (<7%) to (i) reduce MW energy consumption for excess moisture removal during co-pyrolysis, (ii) for ease in feed grinding and (iii) to eliminate the high moisture content in bio-oil. Further, the size reduction of FW and LDPE was made separately up to 5 mm. According to the experimental design, different FW and LDPE ratio was used as feed in MW co-pyrolysis experimental runs. As LDPE is a non-MW absorber and FW is a poor MW absorber, 6 wt% of granular activated carbon (GAC) was added to the feed to improve MW absorbance and heating rate."
3,MW co-pyrolysis reactor,"2.2 MW co-pyrolysis reactor MW co-pyrolysis of feed was performed in a customized MW reactor (Ragatech, Pune, India), mentioned in our previous study (Shukla et al., 2019), with a maximum output power of 1000 W and operating at a frequency of 2.45 GHz (Fig. 1 ). The reactor has control over MW power, temperature, reaction time, etc. The temperature of the feed was measured with a non-contact infra-red thermocouple. The feed was pyrolyzed in a quartz vessel with a capacity of 0.002 m3placed inside the MW reaction chamber. Quartz vessel was connected to a condenser (having a temperature of 5 °C) and a collection unit with an outlet pipe to facilitate condensation and bio-oil collection. Furthermore, one collection unit was also provided to capture the pygas."
4,Experimental procedure,"2.3 Experimental procedure The MW co-pyrolysis was conducted with grounded and thoroughly mixed feed. Prior to the MW co-pyrolysis process, nitrogen gas was purged for 20 min at the rate of 1 L/min to create the inert atmosphere. During the co-pyrolysis process, the nitrogen gas flow was kept at 0.25 L/min. Initially, few experimental trials were performed without GAC addition. Poor MW absorbance capacity of FW and LDPE led to high consumption of time and MW power. As a result, a slow heating rate was observed and even after 30 min of heating time, desirable temperature (400–700 °C) was not achieved. Hence, all the other experimental runs for optimization were conducted with GAC, where the desired temperature was achieved within 15 min. 50 g of the feed having different FW-LDPE ratios and GAC was taken in the quartz vessel inside the MW chamber and pyrolyzed at a temperature range of 400–700 °C. After reaching the desired temperature, residence time of 3–10 s was provided based on the previous literature, showing maximum bio-oil yield within 0.5–10 s (Jia et al., 2016; Zhang et al., 2018). Subsequently, bio-oil and biochar were weighed and expressed as weight percentage to that of feed, whereas pygas was calculated by mass balance method. Dichloromethane was used as a solvent to extract all the condensate from the condenser and other connecting walls and tubes."
5,Optimization of operating parameters through response surface methodology,"2.4 Optimization of operating parameters through response surface methodology Optimization of operating parameters was performed by central composite design (CCD) using response surface methodology (RSM) (Remya and Lin, 2017). Firstly, the experimental design was framed with the statistical design of experiments by CCD; secondly, estimation of regression coefficients with the help of mathematical models was done, followed by the prediction of responses and the model validation. The experiments were conducted with three operating parameters (independent variables), namely residence time (RT), LDPE in feed (P) and temperature (T), to predict the responses in terms of bio-oil yield ( wt%) and TAN (mg KOH/g). Operating parameters were set at five levels (0, ±1 and ± α), with the higher and lower levels selected based on previous study (Liu et al., 2014). Table S2 enlists the coded and actual values of operating parameters. The experimental design consisted of six-star points (±α), eight factorial points (±1) and three centre points (0), resulting in 17 sets of experimental runs. The triplication of centre point run (0,0,0) ensured the rotatability and adequate precision (Rakić et al., 2014). Bio-oil yield and TAN were determined for each experimental run. Combined contour and 3D response surface plots of the experimental results have been plotted according to the experimental conditions to identify the dependency of the operating parameters on the bio-oil yield and TAN. Subsequently, a regression analysis was conducted to develop a second-order polynomial model to describe the experimental results. Model terms were chosen based on the p values at a 95 % confidence level. The results were thoroughly analyzed using analysis of variance (ANOVA) by Design-Expert software (version 7), which includes the experimental design, data analysis and the quadratic model formulation. The three independent variables, RT, P and T, were related to the quadratic polynomial response model as per equation (1). (1) Y = K + X 1 R T + X 2 P + X 3 T + X 12 R T P + X 13 R T T + X 23 P T + X 11 R T 2 + X 22 P 2 + X 33 T 2 where Y is the predicted response, K and Xi are the regression coefficient, in which K is the constant, X1, X2, X3 are the linear coefficients, X12, X13, X23 are the cross-product coefficients and X11, X22, X33 is the quadratic coefficients. Further, to get corrected response, Yc the polynomial quadratic response obtained from the model (Y) was validated by performing three sets of random experiments and comparing the predicted values of dependent variables obtained from the model to that of the experimental outcomes (equation (2)). (2) Y c = Y + ε where ε is the random error."
6,Analysis of feed and bio-oil,"2.5 Analysis of feed and bio-oil Moisture content, volatile matter content, ash content and fixed carbon of the FW and LDPE were determined by proximate analysis (APHA, 2012). The ultimate analysis was carried out using an Elemental analyzer (Euro Vector EA3000) to determine the carbon (C), hydrogen (H), nitrogen (N), oxygen (O) and sulfur (S) content of FW and LDPE. HHV was determined using bomb calorimeter (Rajdhani Co. Ltd, New Delhi, India, Model RSB-5). Thermogravimetric analysis (TGA) was done with TGA Q50 V20.13 Build 39 under a nitrogen atmosphere to investigate the thermal stability of feed. Bio-oil was analyzed for pH (pH meter, Adel model), TAN (ASTM D664) and HHV. The condensed hydrocarbons present in bio-oil were identified with a gas chromatograph-mass spectrometer (GC-MS, Agilent 7890, 5975C). The analysis was carried out using HP-5MS capillary column (30 m length × 0.25 mm id × 0.25 μm film thickness) with ultra-high pure helium (99.9995 %) at a flow rate of 0.8 mL/min as the carrier gas. 0.2 μL of bio-oil was injected for the analysis. Following conditions were maintained during the analysis: initially, the oven temperature was maintained at 45 °C for 1 min, followed by a ramp at the rate of 5 °C/min to 240 °C, then the same temperature was kept constant for 15 min to allow the elution of all the compounds present in bio-oil. The MS ion source temperature and detector temperature has been adjusted to 275 °C and 150 °C, respectively. The scanned mass range was 35–450 Da and the electron ionization voltage was 70 eV. The split ratio of the injector was kept as 10:1. Organics compounds in bio-oil were identified by comparing the mass spectra corresponding to every peak with the National Institute of Standards and Technology (NIST) library. Compounds with a match factor >85 % were grouped into different chemical categories."
7,Energy consumption analysis,"2.6 Energy consumption analysis The energy consumption analysis of MW co-pyrolysis process was done in terms of energy consumption to pyrolyze unit kg of feed and to produce unit kg of bio-oil (equations (3)–(7)). (3) E C D = P D × t D W f e e d (4) E C G = P G × t G W f e e d (5) E C P = P P × t P W f e e d (6) E C o v e r a l l = E C D + E C G + E C P (7) E C b i o − o i l = E C o v e r a l l Y b i o − o i l where, ECD, ECG and ECP are the energy consumed by the instruments used for drying, grinding and pyrolysis, respectively. PD, PG and PP are the respective representation of power input (kW) of instruments used for drying, grinding and pyrolysis. tD, tG, tP are the time (h) taken to dry, grind and pyrolyze the feed, respectively; whereas, Wfeed is the feed weight (kg). ECoverall and ECbio-oil represent overall energy consumption and energy consumption required to produce a unit kg of bio-oil. Ybio-oil represents the bio-oil yield (%)."
8,Results and discussion,
9,Characteristics of FW and LDPE,"3.1 Characteristics of FW and LDPE 3.1.1 Proximate, ultimate and energy content analysis The proximate, ultimate and energy content analysis of FW and LDPE is listed in Table 1 . Further, proximate analysis parameters are given as a ternary plot (Fig. S1). Both FW and LDPE exhibited high volatile matter content of 87 % and 89 %, respectively. Conversely, the FW showed low ash content (2 %) compared to LDPE (10.2 %). Carbon content of FW and LDPE was 41.17 % and 69.71 %, respectively. Whereas the respective value of hydrogen content for the same was 6.24 % and 10.67 %. Oxygen content in FW (49.52 %) was high compared to that of LDPE (~19 %). HHV of FW and LDPE was 13,167 kJ/kg and 32,646 kJ/kg, respectively. 3.1.2 Thermogravimetric analysis (TGA) The weight loss of FW and LDPE with an increase in temperature is represented as a TGA plot; while the derivative of weight change with temperature, which indicates the activation of the thermochemical reaction, is shown as a derivative thermogravimetric (DTG) curve (Fig. 2 (a) and (b)). About 7 % of weight reduction in FW was observed within 110 °C, indicating moisture removal. Further, ~67 % reduction in weight was observed up to 350 °C of temperature, due to the degradation of hemicellulose and cellulose between the temperature range of 200 °C–350 °C, with the highest DTG peak at 300 °C (Fig. 2 (a) (Jo et al., 2017). On the other hand, the slow decomposition of LDPE was observed up to 350 °C and the sudden release of volatiles was observed thereafter up to 550 °C (Fig. 2 (b)). This could be due to the release of small aliphatic chains in LDPE by random scission of the main chain (Dümichen et al., 2015). The weight reduction beyond 550 °C was due to thermal degradation and the formation of fixed carbon (Table S3)."
