,sections,Text
0,Introduction,"Over the last 30 years, obesity has changed from being an outstanding occurrence to a condition affecting a significant proportion of the population (Haslam, 2016). In the United States of America, two-thirds of the adult population is obese or overweight, and approximately 17% of children and adolescent are obese (Farran, Ellis, & Barron, 2013). Americans spend about $200 billion annually in medical expenses to address diseases closely related to obesity (AANP Forum, 2016). The alarming prevalence of obesity has been attributed to a variety of socio-economic factors including eating behavior, sedentary lifestyle, genetics, and dietary patterns (Story, Kaphingst, Robinson-O'Brien, & Glanz, 2008). Concerns about sugar intake in human health dates from the 1970s where the onset of the obesity epidemic has been correlated with the sugar consumption (Kavey, 2010). Epidemiological studies have closely associated with sugar intake several chronic diseases through the development of obesity (Kavey, 2010; Reedy & Krebs-Smith, 2010). Health professionals recommend to reduce the caloric intake and increasing physical activity as a means to achieve sustainable weight loss (Patton, Hubrich, & O'Brien-Nabors, 2016). Alternatively, increasing the number of healthy food choices can be an effective strategy for promoting weight loss (Wing & Jeffery, 2001). There is a national urgency to reformulate energy-dense food products to make them healthier. Industrially processed food products are formulated with a variety of processing ingredients and aids to provide desirable texture, flavor, and shelf-life (Wahlgren, Bergenståhl, Nilsson, & Rayner, 2015). Though taste and convenience remain the top reasons for selecting a particular product, perceived health benefits are increasingly important for the consumer to choose a product over another. While the use of sucrose and sweeting syrups as a source of sweetness prevails in the manufacture of foodstuffs, many sugar replacers have been developed offering new opportunities for product development (Aidoo, Depypere, Afoakwa, & Dewettinck, 2013; Grembecka, 2015). Sugar replacers are classified as nutritive and non-nutritive sweeteners. Examples of nutritive sweeteners are sugar alcohols, including sorbitol, xylitol, isomalt, lactitol, and mannitol, while aspartame, saccharin, sucralose, stevia, and acesulfame-K are examples of non-nutritive sweeteners. The role of nutritive sweeteners in food formulations has been reviewed by Grembecka (2015). In today's supermarket, it is common to find food products formulated with nutritive sweeteners including drinks, chocolate, desserts, puddings, and others. Sugar alcohols or polyols are traditionally synthesized from corn syrup or cellulose biomass through a set of chemical reactions including oxidation, hydrolysis, and hydrogenation. Among sugar alcohols, lactitol is a versatile compound having diverse applications in the field of food, dairy, and pharmaceutical. In this review, we discuss key functional properties of lactitol and applications thereof. Section two provides an historical review of lactitol applications and developments. Section three deals with a brief introduction of lactitol production. Section four focused on key chemical and technological properties of lactitol including crystalline structure, sweetness and caloric value, and health benefits. Section five is a discussion of current and potential applications of lactitol for food and other fields."
1,Historical progress,"Table 1 provides a historical review of selected milestones for the lactitol industry. Lactitol was first reported almost 100 years ago by Senderens (1920), who hydrogenated lactose in the presence of active nickel. Soon after, it became clear that Senderens' process was not reliable since extensive hydrolysis of lactitol was observed. Further research in catalyst led to the invention of the sponge nickel, a catalytic preparation that facilitated the synthesis of sugar alcohols (Raney, 1925). Years later, the concept of lactitol as a low caloric ingredient was introduced by Karrer and Büchi (1937), who demonstrated that lactitol was minimally hydrolyzed by enzymes. Wolfrom, Burke, Brown, and Rose (1938) obtained anhydrous lactitol in crystalline form by purification and further crystallization of the hydrogenated slurry. In 1952, research in crystallization showed a second anhydrous crystalline form of lactitol, dihydrate, having different melting point than the monohydrate form (Wolfrom, Hann, & Hudson, 1952). Soon after, Kasehagen (1953) invented a process for the continuous production of sugar alcohols (sorbitol, mannitol, and lactitol) by direct hydrogenation of reducing sugars in the presence of solid catalyst. In the years thereafter, lactitol stimulated research in the field, nutrition, material science, and biotechnology. Fortification of infant food (Tervalon, 1963), synthesis of lactitol-based polyethers (Stockburger, Wright, & Brandner, 1966), sweeting agent (Hayashibara, 1976), animal feed (Harju, Setala, Heikonen, & Linko, 1988), and fermentation (Havenaar, Huis in ’t Veld, B., & de Stoppelaar, 1978) are remarkable examples of industrial applications of lactitol. The sweetness intensity of lactitol was demonstrated by Lee (1977), who developed a sweetness scale (relative sweetness intensity) using sucrose as a reference. For the first time, a numerical value was used to quantify the sweetness of lactitol and other sugar alcohols, leading to a hundreds of patents in subsequent years including confectionary formulations (Bunick, Hutchinson, & Cifrese, 1987), chewing gum (Yang, 1987), and low-calorie chocolate (Kong-Chan, 1988). The applicability of lactitol in the field of hygiene and medicine was demonstrated in the 1980's, where lactitol was successfully incorporated into toothpaste, mouthwashes and aseptic products for improving taste. Metabolic concerns related to lactitol consumption were first addressed by Wiel-Wetzels (1981). In years thereafter, lactitol enters in the field of medicine. For instance, it was used for the treatment of liver disease (Booij, 1983). In 1983, an expert committee of food additive approved lactitol as a safe product after years of safety studies in experimental animals (World Health Organization, 1983). In the early 1990's, Kivikoski, Pitkänen, Valkonen, and Heikkilä (1992) elucidated the different crystalline forms of lactitol and characterized their respective melting points. In 1993, the Food and Drug Administration (FDA) granted the status of Generally Recognized as Safe (GRAS) by FDA (Food and Drug Administration, 1993). Soon after, the FDA regulated the labeling of lactitol and its health claims (Food and Drug Administration, 1996). More recently, lactitol was used in hair styling products due to its stability and hygroscopicity (Huynh, Hohenstein, & Santos, 2008). Wilson (2009) developed cleaning formulations using lactitol based surfactants. In nowadays, lactitol and other sugar alcohols represent a significant global market with various applications, and its production is projected to reach 1.9 million metric tons by 2022."
2,Lactitol production,"Lactitol is not found in nature and it is industrially produced through catalytic hydrogenation of lactose. Table 2 list the major industrial suppliers of lactitol. Catalytic hydrogenation refers to a set of chemical reactions in which hydrogen is added to a reactive functional group. In the case of lactose, the hydrogen is added to the carbonyl group of the glucose molecule. Fig. 1 illustrates the reactions involve in the production of lactitol. Overall, the reaction temperature is an important variable influencing the yield of catalytic hydrogenation of lactose. The reaction temperature ranged from 110 to 150 °C, while the pressure of hydrogen gas varied between 20 and 70 bars. The transition metals used as a catalyst are Ni, Pd, or Ru at a concentration from 1.5 to 10% supported in either carbon or alumina. These metals favor the dissociation of H2 molecules, which produces reactive hydrogen molecules. Such unstable species react with the carbonyl group of lactose when both are adsorbed at the surface of the supported catalyst. The primary reaction product is lactitol with reaction yields in the range of >90%, and a significant amount of lactulitol is also found, 1.7–1.9%. Lactitol may be hydrolyzed and further hydrogenated leading to the formation of sorbitol and galactitol (yield of 4.6–4.8%). Once the reaction is completed, the catalyst is separated by filtration, and the lactitol slurry is purified by ion-exchange resins. The purified slurry is evaporated to obtain lactitol syrup, which subsequently is crystallized, centrifuged and dried."
3,Properties,
4,Chemical and crystalline forms,"4.1 Chemical and crystalline forms Earlier observations by Wolfrom et al. (1938) and (1952) showed the existence of two forms of anhydrous lactitol having different melting points (monohydrate and dihydrate). Indeed, lactitol in solid state can exist in different crystalline forms. XRD and IR-spectra revealed three hydrate forms (mono-, di-, and tri-hydrate), two anhydrate (A and B), and one amorphous form (Kanters, Schouten, & van Bommel, 1990; Valkonen, Perkkalainen, Pitkänen, & Rautiainen, 1994; Yajima, Okahira, & Hoshino, 1997). Table 3 summarizes the X-ray diffraction peaks and endothermic peaks of four solids forms of lactitol. The most common form of lactitol is monohydrate, which is obtained through slow crystallization of the lactitol slurry. Lactitol is a monoclinic polyol with one intra- and eight inter-molecular hydrogen bonds in its chemical structure (Kivikoski et al., 1992a,b,c). All hydroxyl H-atoms form hydrogen bonds, which give rise to an eight membered ring, chair conformation of the galactopyranosyl ring. Yajima et al. (1997) reported a melting point of around 98 °C for lactitol monohydrate. Similarly, Halttunen, Rajakylä, Nurmi, Perkkalainen, and Pitkänen (2001) evaluated the melting point of lactitol monohydrate using DSC. The melting point was found to be within the range of 93–100 °C, depending on the grinding and drying of the lactitol monohydrate. The crystalline form of lactitol dihydrate is tetragonal with three intra- and twelve inter-molecular hydrogen bonds in its chemical structure (Kivikoski, Valkonen, & Nurmi, 1992a,c). Similar to lactitol monohydrate, all hydroxyl H-atoms form hydrogen bonds resulting in a chair configuration of the galactopyranosyl ring. Halttunen, Nurmi, Perkkalainen, Pitkanen, and Raisanen (1997) evaluated the effect of water content on the crystal structure of lactitol monohydrate. It was found that over 23% of the water content can be removed from the crystal structure by slow drying without significant structural changes. Contrary, during rapid drying of crystalline lactitol monohydrate, a third form of anhydrous can be formed, namely trihydrate lactitol. The crystalline structure of lactitol trihydrate is orthorhombic with one intra- and thirteen inter-molecular hydrogen bonds (Kivikoski et al., 1992a,b,c). Upon heating, the trihydrate form undergoes phase transformation into anhydrate A (85 °C) and anhydrate B (105 °C). The melting point of the two polymorphic forms is within the range of 120–124 and 150–151 °C, respectively (Table 3). Yajima et al. (1997) investigated the transformation of solid forms of lactitol using XRD, IR spectra, and DSC. Fig. 2 illustrates the interconversion path of five solid forms. Lactitol monohydrate can be converted into anhydrate A upon heating at 80 °C, which subsequently converts into deliquescence state at a relative humidity of 93%, path I. Anhydrate A may convert back into monohydrate within the range of relative humidity of 22–90%. Additionally, lactitol monohydrate may convert directly to deliquescence state at a relative humidity of 93%, path II. Anhydrate B is formed by heating monohydrate at temperatures around 105 °C, which further be converted into deliquescence state at a high relative humidity of 93%. Anhydrate B converts back to monohydrate at a relative humidity range of 75–90%. The conversion of anhydrate B is illustrated in path III. Lactitol dihydrate is formed either from monohydrate or amorphous at a relative humidity of 90%. Interestingly, dihydrate does not convert directly into deliquescence state instead; it is converted into anhydrate B, path IV. The amorphous form of lactitol may convert into deliquescence state, dihydrate, and monohydrate when the relative humidity is around 93, 90 and 53–84%, respectively (path V). Halttunen, Hurtta, Pitkänen, and Nurmi (2005) studied the phase transitions of lactitol through sorption and desorption using humidity chambers prepared with aqueous solutions of salt. Lactitol monohydrate was more stable towards moisture than dihydrate and trihydrate. Thermogravimetric analysis (weigh loss upon heating) revealed that the monohydrate form does not evaporate water easily, while dehydrate partly eliminates water changing into an amorphous form. On the other hand, lactitol trihydrate easily loses part of its crystal water and converts into lactitol dihydrate."
5,Solubility,"4.2 Solubility Methods for commercial preparation of lactitol has been a topic of interest in years past. Lactitol is available as a crystalline powder, and its properties and potential application strongly depend of the given crystalline form. After hydrogenation, the catalyst is removed through ion-exchange followed by evaporation under vacuum, crystallization under prescribed protocol, centrifugation and drying. During the crystallization step, a specific crystal form can be favored other another. General guidelines of crystallization of carbohydrates are applicable for lactitol. However, it is worth to mention that little is known in relation to nucleation of lactitol. Nevertheless, the work described by Nurmi and Kaira (2002) is the best guide available in the literature for the crystallization of lactitol. Fig. 3 shows the solubility curves of the different crystalline forms of lactitol. From a practical point of view, the solubility curve of lactitol was arbitrarily divided into regions I to IV. Region IV represents the crystallization conditions yielding anhydrous lactitol. Nurmi and Kaira (2002) obtained lactitol in anhydrous form by crystallizing a 91% solution of lactitol. The mass was crystallized by cooling the solution from 95 to 75 °C for more than 10 h. Similarly, Heikkila, Nurmi, and Pepper (1998) crystallized lactitol anhydrous by cooling (90–80 °C) of a concentrated lactitol solution (90%). Region II illustrates the working conditions for obtaining lactitol monohydrate. This has been exemplified by Heikkilä et al. (2002), who performed a four-step crystallization to obtain lactitol monohydrate. The protocol consisted of cooling from 70 to 40 °C in 16 h a seeded lactitol solution (82%). Wijnman, Van Velthuijsen, and Van Den Berg (1998) obtained lactitol monohydrate through seeding an aqueous solution of lactitol (80%) and crystallized it from 75 to 50 °C in 18 h. The remaining mother liquid from the lactitol monohydrate was seeded and further cooled down to 18-15 °C in order to produce lactitol dihydrate (region II in Fig. 3). Wijnman et al. (1998) followed a similar protocol and reported a 60% yield of lactitol dihydrate. Lactitol trihydrate (region I) is obtained by further crystallization of the mother liquid at temperatures lower than 10 °C (Nurmi & Kaira, 2002)."
6,Caloric value,"4.3 Caloric value Evidence of reduced calorie value of lactitol dates back to 1930's, where the enzymatic hydrolysis of lactitol was found to be significantly slower than that of lactose, suggesting that lactitol is minimally absorbed in the intestine (Karrer & Büchi, 1937). This observation pointed out the possibility of reduced calorie effect of lactitol. Indeed, Hayashibara (1976) injected a 20% solution of lactitol in rabbits and measured the concentration of lactitol left in the intestines after several hours. Interestingly, the concentration of lactitol was unchanged while 85% of the glucose (control treatment) was lost due to digestion. Van Es, De Groot, and Vogt (1986) analyzed the metabolized energy derived from lactitol and sucrose and found that the energy contribution to the body was 60% less than for sucrose. European labeling considers a blanket caloric value of lactitol as 2.4 kcal g−1 (Radeloff & Beck, 2013), while the Food and Drug Administration (FDA) allows a value of 2.0 kcal g−1, which correspond to a reduction of 48-40% with respect to sucrose."
7,Sweetness,"4.4 Sweetness Lactitol has been described as a crystalline powder having a mild clean sweet taste (Zacharis & Stowell, 2011). Relative sweetness is measured in relation to a reference value of 1, which correspond to the sucrose sweetness at a given concentration (Radeloff & Beck, 2013). The relative sweetness of lactitol varies from 0.3 to 0.42, increasing with concentration from 10 to 20% (w/w). For practical reasons, the sweetness of lactitol is often considered to be around 30–35% compared to that of sucrose. Consequently, replacing sucrose with lactitol in equal sweetness value would require a substantial amount of lactitol. Thus, lactitol is combined with high-intensity sweeteners to effectively reduce the sucrose concentration."
8,Health claims,"4.5 Health claims Although sugar alcohols are not essential nutrients, its consumption has been clinically linked to numerous health claims. A comprehensive review of the health claims of sugar alcohols can be found elsewhere (Livesey, 2003; Nath et al., 2017). In general, sugar alcohols are a poor source of energy for oral bacteria as opposed to other sugars (sucrose and starches), resulting in less acid production. This has been exemplified by van der Hoeven (1986) who studied the cariogenicity of lactitol in program-fed rats and observed that replacing sucrose with lactitol significantly reduced caries increment. This observation was supported by the fermentation rates of oral bacteria, where the acid production from lactitol occurred at much lower rate than the acid production from sucrose. Clinical evidence showed that substitution of sucrose with sugar alcohols in chewing gum and candies reduce the incidence of caries. van Loveren (2004) suggested that caries-preventive effects of gums and candies formulated with sugar alcohols are due to a stimulation of the salivary flow, which provides buffer capacity to wash away soluble carbohydrates. However, there is no evidence for a minimal dose required to effectively reduced caries. Nevertheless, van Loveren (2004) concluded that chewing of sugar-free chewing gum for three or more times daily may reduce caries incidence irrespective of the type of sugar alcohol added. Lactitol is one of the most frequently prescribed laxative agents to treat chronic constipation (Prasad & Abraham, 2017). As a laxative agent, lactitol is minimally absorbed in the small intestine, and when it reaches the large intestine, it creates an osmotic gradient that increases the water retention in the stool, enhancing its passage. Miller, Tennilä, and Ouwehand (2014) performed a meta-analysis on the efficacy and tolerance of lactitol for adult constipation. It was found that lactitol supplementation not only was well tolerated but also significantly improves symptoms of constipation."
9,Bioavailability,"4.6 Bioavailability In the absence of scientific evidence of lactitol bioavailability, it is though that lacitol follows similar mechanisms of bioavailability than that of other prebiotics such as lactulose. As a prebiotic, lactitol is poorly bioavailable with laxative properties and the ability to acidify the intestine, suppressing ammonia absorption (Iwasa & Takei, 2015). Lactitol is a stable molecule that can be used to increase the bioavailability of other compounds. Krupaa et al. (2017) increased the oral bioavailability of a hot-melt extruder containing tadalafil, a poorly soluble drug, by adding lactitol as a crystalline carrier. Covalent conjugation of bioactive molecules with polyethylene glycol has shown to be a promising strategy for increasing their bioavailability in therapeutic applications (Giorgi, Ratier, Agusti, Frasch, & de Lederkremer, 2012). The chemical properties of polyethylene glycol (solubility, compatibility, and lack of toxicity) allowed to extend the half-life of some proteins. Giorgi, Ratier, Agusti, Frasch, and de Lederkremer (2010) studied the bioavailability of conjugated polyethylene glycol with lactitol and benzyl β-d-galactopyranosyl-(1 → 6)-2-amino-2-deoxy-α-d-glucopyranoside. The presence of lactitol provided a stable amino-bond between polyethylene glycol and the bioactive molecule."
