,sections,Text
0,Introduction,"Energy is a vital input for social and economic development [1]. Fuel is the ultimate necessity for assuring people's need of living and heating [2]. Both, the growing world population combined with the fast depleting reserves of fossil fuels have encouraged researchers to find alternative fuels to diesel [3]. This issue becomes essential with the diminishing petroleum resources and its continuous cost increase associated with the alarming pollution levels [4]. The combined heat and power (CHP) biogas technology used widely in Europe is being converted to biomethane upgrading in many European countries such as France, Germany, Sweden and Netherlands [5]. In a serious consideration of the environmental problems associated with the conventional fuels usage based on petrochemical [6], the research of alternative sources is progressing towards the renewable bioresources available in the farms in form of biomass to be converted into liquid biofuels [7]. Interestingly, the overall carbon intensity of energy systems can be reduced by the deployment of carbon negative renewable energy technologies that involve biomass as input and offset the carbon emissions from conventional fossil-fuel-based energy technologies [8]. In this context, Budzianowski and Budzianowska [9] provided a study presenting the legislative goals of novel carbon indicators as effective control instruments for designing the post-Kyoto Protocol climate change mitigation law. Moreover, various solvents of low environmental impact and fast absorption rate required for Carbon Dioxide (CO2) capture were analyzed and reviewed [10]. An increased number of developed countries have witnessed biofuels importance for their capability to replace the petroleum fuels [11]. Biofuels are the major key to reduce the foreign oil reliance and lower the toxic emissions [12]. Compared with syngas, hydrogen and natural gas, biofuels are rated to be the most environmentally friendly. So, worldwide's production of biofuels is expecting a significant increase in the future coming years, considering they are renewable, biodegradable and that they generate an acceptable exhaustion of gazes, biofuels became the favorable choice for fuel consumption [7]. Predominantly produced from biomass, biofuels are solid, liquid and gas fuels. This paper is focused on liquid biofuels, which are presented by biodiesel and by bio-alcohols such as ethanol, butanol and methanol [13]. In the heat and power generation field, liquid products such as bio-oils are candidates to replace petroleum fuel [14]. Thus, the paper tackles several types of oils that were under dielectric investigation. The largest space was occupied by the alcohols and alcohols mixtures that were the most researched for their dielectric properties in the last decades. In 2011, the dielectric permittivity of binary mixtures of anisole with methanol was reported [15]. Another experimental study was conducted for the properties of ethanol and methanol mixtures using the cavity perturbation technique [16]. A new conducting polymer based on glyoxal and p-phenylenediazomethine was synthesized and carried out in different solvents among which is the methanol [17]. Using open ended coaxial methods, dielectric properties measurements of soybean oils, alcohols and catalyst mixtures prove their dependence with frequency and temperature [18]. Recently, Ramesan and his coworkers studied the properties of the poly (vinylalcohol) and found that the dielectric constant and loss of the composites were higher than those of the pure blend [19]. Same conclusion was brought by Das and his coworkers in 2015 who observed that in comparison with pure PVA film, the dielectric constant of composite film were higher and fitted in the Cole-Cole equation [20]. In this concern, the application of dielectric heating on alcohols and alcohols mixtures is highly addressed in previous research works. Dielectric spectroscopy is a method proposed to determine the electric properties of alcohols and alcohols mixtures and thus ensure the compliance of produced biofuels with legislation [21]. For any process in microwave design and control of microwave heating, a major role is designated to the knowledge of dielectric properties of materials. In fact, predicting electromagnetic field distribution and temperature profiles for the reaction and understanding the overall mechanism of microwave dielectric heating depend immensely on the dielectric properties [18]. The review collects the essential knowledge about dielectric spectroscopy and summarizes the concept of microwave heating. It reviews the basic chemical properties of alcohols and alcohols mixtures from density, viscosity to vapor pressure and moisture content, focusing on their dielectric properties effects in terms of dielectric constant, loss factor and relaxation time. From the available studies, the review builds a linkage between chemical properties and dielectric characterization of alcohols and alcohols mixtures as major liquid biofuels representative for an improved production."
1,An overview of microwave dielectric heating,"In the early 1950s, the classic work of Von Hippel and his coworkers [22] provided a valuable theoretical basis for technological developments with a precious database of dielectric properties on food stuff, common substances and materials. Recently, more effort has been redirected towards the measurements of dielectric properties which contributed in the expansion of the database [23]. Dielectric or microwave heating has been developed by numerous researchers [24]. In microwave heating, the electromagnetic energy is transformed into heat directly within the material [25] where microwaves penetrate the material and deposit energy so the heat is produced throughout the volume of the material. Depending on its frequency, a microwave system is considered reasonable with an overall efficiency of 80–85% [26]. Compared with other conventional heating techniques, microwave can provide rapid selective heating [27]. Microwave dielectric heating has been widely used in industrial field scopes. It is known to be a well-established procedure in processing of food and other materials such as ceramics, rubbers and plastic [26]. In synthetic chemistry this method has become a well established procedure. Microwave applications have been designed for the volumetric heating of rubber, wood, agricultural products and the inclusion of waste materials into glasses [28]. Material selective heating is one of the unique abilities of microwave heating; according to the dielectric properties of the material, the microwave will absorb differently [29]. An important database of dielectric properties has been provided by Von Hippel and his coworkers in the 1950s [22]. More work has been directed towards the dielectric properties measurements of biological material with the expansion of the technological rise [23,30]. Dielectric or microwave heating has been developed by many researchers [25]. In this type of heating, the electromagnetic energy is transformed into heat directly within the material [24]. In dielectric heating, the produced heat is propagated throughout the volume of the material rather than a core volumetric heating as an external source [27,31,32]. Compared with conventional heating techniques, this provides rapid and selective heating with an overall reasonable efficiency going up to 80.5% depending on frequency [26]. In the past decade, microwave pyrolysis has offered several advantages over other methods [33] and succeeded in being an efficient way to convert biomass into bioproducts including switchgrass [34], wheat straws [35,36], rice straws [37,38], corn stover [39,40], algae [41], coffee hulls [42,43], oil palm shell [44] and various types of wood [45–48]. Since the data measurement and processing is simple, the development of impedance sensors for highly resistive non aqueous industrial fluids reveals is pretty interesting theoretically [49]. Another equivalent approach aiming to achieve dielectric spectroscopic analysis that consists on simple optimization of measuring cell factors is considered as well by DeSouza [50]. The dielectric constant and electrical resistivity were evaluated in this approach presented in terms of impedance complex plane conductivity and dielectric constant spectra. Whether extracted from biomass or conventional fossil, biofuels are essentially and constantly examined for quality assurance. The reactor type, the temperature, the presence of a catalyst and other operational conditions are distinct quality parameters affecting the upgrading process of pyrolysis liquids [51]. Compared to conventional heating, microwave dielectric heating has several advantages. First of all because the microwave energy is capable to produce much higher heating rates when introduced with at least one component that is capable of coupling strongly with microwaves. When it comes to introducing remotely the microwave energy, no direct contact occurs between the source of energy and the reacting chemicals. Thus, this will lead to an alternative distribution of chemical products and to a different profile temperature. Moreover, the chemicals do not interact equally with the microwave frequencies used which allows selective heating so the microwave energy can pass through the walls to heat the reactants only. Microwave dielectric heating is considered as an ideal method to accelerate the chemical reactions under increased pressures. Moreover, increasing the temperature of a reaction in organic solvents up to 100°C is possible using simple apparatus. These advantages have been investigated extensively in the last years with hundreds of papers published in this field. However, most of the work was empirical and qualitative and not all the available data is available to the chemical community. The use of wideband swept frequency instrumentation made it easier to obtain dielectric data of a variety of chemicals [28]."
2,An overview of dielectric properties characterization,"A material that contains either permanent or induced dipoles acting as a capacitor when placed between two electrodes is known to be a dielectric material [52]. This means that charge is allowed to be stored with no observation of DC conductivity. The rotation of dipoles in the electric field and the finite displacement of charges lead to the polarization of dielectrics. The physical rotation of molecular dipoles and the distortion of the distribution of the electron cloud within the molecule are both processes that are involved by polarization. Irrespectively of the sample's dimensions, the capacity of charge storing in a specific material is described by the permittivity [23,53]. Permittivity is a description of a material´s ability to absorb, transmit and reflect electromagnetic energy [16]. The dielectric constant ( ε ′ ) reflects the ability of the material to store electric energy; its value is related to both chemical structure and intermolecular interaction [54]. The chemico-physical properties of the major pure alcohols and the alcohols mixtures found in literature are presented in Tables 1 and 2 respectively. The rotations of the polar molecules in the liquid will begin to lag behind the electric field oscillations when the frequency of the electromagnetic radiation is pushed up into the microwave region. The product component of the loss and the current will be in phase with the electric field. This phenomenon producing resistive heating occurs resulting in energy absorption from the electric field and is described as dielectric loss. The dielectric loss (ɛ¨) influences the conversion of electromagnetic energy into thermal energy. The ability of the solvent to absorb energy in a microwave cavity which is reflected by the loss tangent (tanδ) of the solvent depends on the relaxation times of the molecules. Dielectric relaxation is usually described as a function of frequency in terms of the permittivity. The response of a medium to an external electric field of microwave frequencies is referred to as dielectric relaxation [16]. The functional group and the volume of the molecule affect critically the relaxation time, especially those with strong hydrogen bonding capabilities. With temperature of the solvent increasing, relaxation time of solvent decreases [18]. The Maxwell displacement current named after the author of electromagnetic theory is known to be the re-orientation of the dipoles and displacement of charge. When the dielectric is ideal, the oscillating electric field is 90° out-of-phase with the variations of the alternating voltage and no lag exists between the orientation of the molecules and the variations of the alternating voltage. Hence, the voltage current product is zero. No heating occurs for a dielectric material where the molecules can keep pace with the field changes [28]. When applying a static electric field to a solution that contains polar molecules, the molecules will be aligned in the direction of the external field. They will not take a randomized orientation unless the field is switched on. Thus, the relaxation time indicates the time needed by the molecules to achieve this state of randomization [28]. The relaxation time, related to a time constant K, is temperature dependant. Thus, the enthalpy and entropy can be calculated from the relaxation time through an Arrhenius analysis. The relaxation time (τ) of the molecules determines the loss tangents of the solvents which are related to the energy absorption ability in a microwave cavity [28]. The ratio of loss factor to dielectric constant gives rise to the loss tangent that determines the attenuation of the microwave power in the material and results in heating [63]. Resistance and capacitance are considered to be the simplest measurable dielectric properties in dielectric characterization. By ruling out the effect from the associated geometrical factor, these measurements can be converted to dielectric constant and electrical resistivity or conductivity respectively. Indeed these are the intrinsic properties of the materials [50]. Generally, oily substances have very low conductivity values that can go to 10−12 S/cm which make them very poor conductors of electricity. This property that might be due to their low charge mobility justifies their broad use as insulators in many electrical apparatus [64]. This also might explain the reason behind not considering the conductivity of diesel, biodiesel blends as assessment of biodiesel content. Although the materials properties might be altered due to thermo-degradation, Schilowitz [65] proposed a provisional solution approach that relies on making measurements ay temperatures above 50°C. According to Koehler et al. [66] and Tomlinson [67], a linear correlation between dielectric constant and biodiesel content could be achieved through the equivalent formalism of electric modulus for data analysis. In parallel, Perez and Hadfield measured the complex dielectric constant of oil detecting its quality using a similar sensorial approach [67]. Another commercial dielectric properties based fuel composition sensor was projected to quantify gasoline/alcohol fuel blends; the work aimed to characterize quantitatively diesel-biodiesel blends of several types and focused on determining the fuel composition in vehicles through a practical use) [69,70]. Apart from the investigations targeting fuel and biofuel, dielectric spectroscopy was proposed as a characterization method for the analysis of oils. For instance, Perini et al. [71] reported recently that the presence of water in water in oil emulsions could be possibly identified through dielectric properties. Experimental methods of dielectric properties characterization are either based on reflection or transmission techniques. They can be executed using resonant or non-resonant, open or closed structures depending on the nature of the material samples. Closed resonant cavity, and open resonant structures are examples of resonant structures techniques. While free space transmission and open ended coaxial line and waveguide are classified under open structures, closed structure techniques hold other technique quietly used such as coaxial line and waveguides where each of these is designed for an appropriate frequency range [52]."
3,Dielectric properties data,
4,Dielectric constant,"4.1 Dielectric constant 4.1.1 Temperature 4.1.1.1 Oil According to Elshami et al. [72], and Sorichetti [73], dielectric constant of soybean oil decreases with the temperature increase. This result was approved by Muley and Boldor [18] as well where the dielectric constant was considered to be virtually consistent with respect to temperature. The minor difference in the results of both investigations was attributed to the low frequency ranges covered (0.01KHz to 1GHz) compared with the high investigation frequency range of Muley and Boldor [18]. With the temperature increase, molecular motion and molecule to molecule interaction increase as well [72,74]. Taking into consideration the change in the applied electric field, the polarization process that is associated with the orientation of molecules will be opposed by both of these phenomena [73]; which will contribute in the reduction of the dielectric constant. In 2014, the Brazil nut oil was studied at various temperatures from 0.3 to 13GHz by Campos and his coworkers [75]. The dielectric constant values exhibited by Brazil nut oil are seen to be considerably low when compared with ethanol or other polar solvent; this was attributed to their non-polar nature. Table 3 gives some representative values for the oil dielectric properties found in literature. 4.1.2 Alcohol For alcohols the dielectric constant decreases at a smaller rate with temperature increase. At high temperature, molecules have higher kinetic energy which makes them response faster to the change of electric field. Moreover, the molecules are further separated resulting in a smaller viscosity and contributing to the realignment process. For this, the dipole rotation of molecules increases which affects the dielectric constant of the material at high temperatures compared with lower ones. With temperature increasing, the frequency at which dielectric constant starts to drop is shifted. In fact, the dipolar rotation becomes prominent with temperature rising which causes a shift in the location at which the dielectric constant starts to decrease. This behavior is one of the polar molecule characteristics [76]. Similar trends were observed for ethanol and methanol [18]. However, the dielectric constant values of methanol were considerably higher than those of ethanol. At 512MHz, the highest value of 31.0 was scored compared with 18.0 the lowest value of methanol at 4500MHz. Consequently, the difference between the highest and lowest value of dielectric constant (31–18) is also higher than that of the ethanol for the lowest temperature of 30°C. It is also notable that the dielectric constant rate of decrease with frequency is smaller for methanol than for ethanol. This could be attributed to the number of CH2 groups in R-OH chains. This number is inversely proportional to the dielectric constant; when it increases, the dielectric constant decreases. In fact, the bonding of a hydrogen atom with an oxygen atom is accompanied with an alteration in the newly formed molecule. Although the carbon and hydrogen combination is non-polar, the polarization is changed due to the dipole moment induction. Moreover, methanol is able to rotate and realign faster than ethanol because it is considered to be more polar. First, because it has a smaller molecular size and second for the smaller distance between its poles [18]. According to Chmielewska et al. [77], after measuring the relative permittivity of binary alcohols at 15, 20, 25, 30 and 35°C over the whole composition range, it is possible to place the relative permittivity of pure alcohols in order of their molecules as such Eq. (1): (1) ε M e O H > ε E t O H > ε 1 − Pr O H > ε i Pr O H > ε 1 − Pr O H > ε i B u O H > ε 1 − B u O H > ε S B u O H > ε t B u O H When the size of the molecules increases, the value of the permittivity decreases. Same goes for the type of alcohol since the primary alcohol has the largest value and the smallest value is found to be for the tertiary alcohol. The fact that values obtained for permittivity are greater for the smaller molecules and primary alcohols can be connected with steric hindrances. In other words, this can be related either to the association of molecules to each other or with the alcohol ability to create intermolecular hydrogen bonds of the linear type. Values of permittivity obtained for methanol and ethanol and reported by Sengwa et al. in 2008 [78], using the capacitive measurement methods agree well with the data obtained by Chmielewska [77]. Values collected for methanol and ethanol are presented in Tables 4 and 5 respectively. In order to describe the dielectric properties of alcohols, Durov and Shilov [79] used the quasi-chemical models of chain-like and chain-like plus cyclic aggregation of methanol. These methods prove to perform well in a broader temperature range. The dielectric constant shows a significant dependence with pressure at a constant temperature. 4.1.3 Alcohol-catalyst Muley and Boldor [18] added Sodium (NaOH) as catalyst to the alcohols. The amount of NaOH added corresponds to 0.091g of catalyst in 10.235mL of methanol and to 0.066g of catalyst in 19.3mL of ethanol which corresponds to 0.18% by the weight of oil for transesterification. Although the quantity is considerably small, it had spectacular effects on the dielectric properties. In fact, the dielectric constant may stay constant or decrease depending on many factors such as the solvent properties, the association and dissociation of ions and the ions concentration. In Muley and Boldor study, the dielectric constant values recorded for the alcohol-catalyst mixtures are smaller than those of the pure alcohol by about 20%. The reason behind this decrease can be attributed to ion salvation [80]. In response to ion's electrostatic field, the solvent polar molecules orient towards the ion and so salvation takes place. A molecular salvation shell is formed around each ion, thus this association with ions stabilizes the system. Because they cannot orient easily by the applied electric field, the solvent molecules that are bound in this shell do not generate effective dipole moment. This will result in decreasing polarization and reducing the dielectric constant [18]. By inhibiting the free rotation of the solvent molecules, the interactions between ions and solvent dipoles lead to dielectric saturation of solvent molecules in the ion's electric field [80]. Table 6 presents the data found on the various mixtures collected among which the ethanol and Sodium catalyst mixture. 4.1.4 Mixture The permittivity studies have been investigated by many works for alcohol mixtures from pure alkanols or mixtures of alkanols with water or nonpolar components. These investigations were executed with various methods of measurements [89]. In 2011, Rana et al. [15] observed that the effective number of dipoles in the mixture is decreased by the interaction between the different molecules in the mixture. Thus, the static permittivity of the mixture will decrease non-linearly. Whenever the mixture is liquid, the molecular interactions between the constituents are very wide from hydrogen bonding to molecular association, dipole-dipole and dipole induced dipole interactions. The ideal behavior of dielectric constant deviates with the variation of concentration in the mixture constituent due to these interactions. For Rana and his coworkers [15], the composition of the mixture plays a functional role in the character change of the static permittivity. In lower concentrations of anisole with methanol or ethanol, the excess permittivity is found to be positive indicating that the unlike molecules interact in a manner causing the effective dipole to increase. Effectively, unlike species interacts similarly to Hydrogen bond (H-bond) “structure makers” which will increase the dipole moment. On the other side, the excess permittivity is negative in higher concentrations of anisole indicating that the two liquids interact in a manner reducing the total number of effective dipole produced by the mixture constituent interaction [54]. No interaction between the molecules of the mixture will lead to a null value of the excessive permittivity. With orientation of the some of the neighboring dipoles in opposite directions, one of the constituents in a binary mixture act as a structure breaker for the other constituent hydrogen bonded structure. In the case of their experiments, it was the Anisole playing over methanol and propanol. A systematic change in static dielectric permittivity was reported for binary mixtures [15]. In 2010, Yang et al. [16] have also recorded the non-linear variation of the dielectric constant with the change in the volume fraction of methanol in ethanol which again recalls the intermolecular association taking place in the binary system and pointed by Rana et al. [15]. Experiments have shown that the permittivity is increasing with increasing temperature and with increasing methanol volume as well. Regarding the interaction between the compounds in a mixture, an important dielectric parameter is the corrective Kirkwood correlation factor (gf). This correlation factor takes into account the dipole moment of the molecule, the number of its molecules in a unit volume and the highly directional nature of the hydrogen bonds [28]. gf should be equal to unity for an ideal interacting mixture. The magnitude of deviation of this factor form unity reflects the strength of the interaction between the compounds [90]. Values of gf are more dependant on concentration than on temperature [91]. 4.1.5 Binary mixtures Among several equations corresponding to the estimation of mixture dielectric properties, many have been applied in the preceding literatures with success. In 1936, Onsager [92] has modeled the dielectric constant of liquids though a very successful method that was improved significantly by Kirkwood in 1939 [93]. Another equation to determine the dielectric constant equation for a dilute dispersion of spherical inclusions is based on electrostatics and is stated in Eq. (2) [94]. (2) ( ε m i x − ε 1 ε 2 − ε 1 ) ⋅ ( ε 2 ε m i x ) 1 / 3 = 1 − x . where 1 and 2 are subscripts referring to the two solvent components respectively and x denoting the volume fraction of the dispersed phase. The values of dielectric constant obtained by Yang et al. are calculated from the equation above. 4.1.6 Mixture of alcohol and polar liquids For the binary systems (1PN+MB), Mohan and his coworkers [59] have determined the permittivity values of dielectric constants for various mole fractions at different temperatures. The results prove that regardless of the temperature, there is no linear variation of dielectric constant with mole fraction. Similar results were also obtained by Kroeger for alcohols and polar liquids mixtures [95]. This necessarily suggests strong interactions between the compounds. For both systems with low benzoate concentrations (MB and EB), weak inter-molecular interactions are marked between the compounds with values of gf close to unity. gf values deviate from unity when the concentration of benzoate increases which indicates strong hetero-interaction occurrence between the compounds."
5,Frequency,"4.2 Frequency 4.2.1 Oil For soybean oil, the dielectric constant remained approximately stable through the frequency range measurement (280–4500MHz). Regarding the high frequency investigated by Muley and Boldor [18], dielectric constant decrease was relatively small. Its values are considered to be significantly low with 3.2 being the highest value scored. Since the dielectric constant of a polar solvent such as water reaches 80.10 [95], this low value can be due to the non-polar structure of oil [18]. Low values obtained by Muley and Boldor [30] were quite similar to the ones obtained in older studies where the dielectric constant reaches 2.91 at 915MHz and 30°C [72–74]. In 2008, Hu and his coworkers [98] noted a substantial decrease in the dielectric constant values with frequency increase whenever the frequency range adopted is much lower: 0.01KHz to 1MHz. This difference can be explained by the inertial effects. In fact, the process of reorientation is accelerated by the viscosity of the medium. With the inertial effects and the frequency rise, the alignment becomes harder causing the decrease in the dielectric constant [74]. Another explanation of the low values obtained in the fatty acid composition of oil. Hu and his coworkers [98] reported a value ranging between 3.104 and 3.127 for the linoleic acid class at a frequency range of 0.1KHz to 0.5MHz and this value decreased when frequency was rose to 1MHz; soybean oil is classified under this fatty acid category. On the other hand, with the changing electric field, the electron rich double bond has a negative charge and tends to oscillate to a certain extent, this phenomenon is called unsaturation. The increase in the degree of unsaturation is noted to be accompanied with increase in the dielectric constant. For Brazilian nut oil, the values of the dielectric constant remained approximately unchanged throughout the frequency range from 0.3 to 13GHz. Only a slight decrease was noticed was the frequency increase [75]. 4.2.2 Alcohol Knowing that ethanol is a polar solvent with a permanent dipole, its dielectric constant is therefore frequency dependant [74]. It has an obvious decreasing pattern with the frequency increase. The data presented by Muley and Boldor [18] shows the decreasing trend of the dielectric constant with the frequency increase which confirms with Debye's equation [22]. Similar results were obtained by Pace et al. [74] as well in 1968. 4.2.3 Alcohol-catalyst Similarly to the pure alcohol, the dielectric constant for alcohol-catalyst mixture decreased with increasing the frequency. Whenever the frequency was fixed at a specific value, the dielectric constant was increasing with the temperature rise [18]. 4.2.4 Mixture Recently in 2015, Liu and Jia [97] have used dielectric relaxation spectroscopy in a wide frequency range of 20MHz to 20GHz at 25°C to study the dielectric permittivity of 1-methylimidazole (MeIm) mixtures. The excess dielectric model has been used to estimate the type of dipolar ordering and the strong effect of the H-bonds on the molecular interactions. A deeper understanding of the relaxation processes and the interaction aspects of molecules is revealed by four various models: the excess dielectric model, the Bruggeman mixture formula, the Basey-Fisher model and the Luzar model. In fact, the dielectric constant of a MeIm-ethanol mixture decreases in a rapid manner with the increase in frequency and with the decrease in mole fraction of MeIm. Results come out to show that dielectric constant is strongly dependant of the mole fraction continuously in a simple manner. For this, the dielectric constant of the mixture was rising with the increase in MeIM. The excess permittivity of the MeIm-ethanol mixture was found to be positive for the various concentrations. As recalled for the anisole mixture [15] (and cited in [54]) this indicates that the constituents of binary mixture are interacting as H-bonded “structure makers” with parallel dipolar alignments in the same direction. Hence, the effective number of aligned dipoles will enhance the mixture polarization. On the other hand, an opposite negative trend was observed in the case of water-MeIm mixture, which indicates that one of the mixture constituents is acting as a “structure breaker” for the other constituent H-bonded structure with orientation of some of the neighboring dipoles in opposite directions. Thus, the total number of parallel aligned effective dipoles contributing to the mixture dielectric polarization is decreased. The smaller the value of the magnitude, the weaker is the H-bond molecular connectivity and vice versa. The evidence of the stoichiometric ratio of a stable adduct in the mixture is reflected by the molar ratio corresponding to the pronounced maximum deviation from ideality in the versus mole concentration [78]. Recently, Fakhar et al. [54] came out with positive values of the binary mixtures of the 2-methyl-2-butanol over the entire range of solute mole fraction at 25°C. The parallel aligned effective dipoles contributing to the mixture of dielectric polarization is increased by the constituents of this binary mixture acting as Hydrogen-bonded structure makers. Moreover, intermolecular reaction between the aromatic alcohol and the aliphatic alcohol is revealed by the plots of Bruggeman factor (fb) deviating from linearity. The structural rearrangement of molecules led to a volume modification [54]."
6,Loss factor,
7,Temperature,"5.1 Temperature 5.1.1 Oil When compared with the loss factor of a polar solvent such as water (6.0 at 460MHz), the dielectric loss of oil was considered to be negligible for the whole frequency range applied. It scored a maximum of 0.366 at 468MHz. At a constant temperature, the loss factor has slight variations with the temperature increase from 30°C to 45°C and 60°C. With further increase to 75°C. the dielectric loss factor was notably decreasing. Pace and his coworkers [74] described a similar behavior of the dielectric loss factor. At a low temperature (30°C), this could be explained by the high viscosity which extends the relaxation time period and therefore increases the loss values [18]. On the opposite side, for high temperatures, the relaxation periods are smaller and the losses are diminished. Table 7 presents the major properties obtained for water molecules. 5.1.2 Alcohol Both methanol and ethanol have a dielectric loss that is temperature dependant. With the temperature increase, the loss factor peak was shifted towards the higher frequency value. While the peak of the loss factor at 30°C was recorded between 3000 and 4000MHz for methanol, the loss factor peak of ethanol was reached at about 100MHz [18]. Conformingly with Gabriel and his coworkers who found out that the loss factor peak of methanol at 20°C was observed at 3000MHz, the peak in Muley and Bolder's study looks to fall outside the measured range. At the lowest operating temperature of 30°C, the highest values of loss factor were recorded. Liao et al. [99]. have similar results which confirm the dependence of the loss factor on temperature. 5.1.3 Alcohol-catalyst When changing temperature, a relevant difference was noticed in the dielectric factor of methanol and ethanol mixtures. While a peak was observed in the case of methanol and ethanol pure alcohol, the loss factor was decreasing monotonously with frequency for the alcohol catalyst. Moreover, the value of the loss was much higher for the mixture in comparison with pure alcohols for a particular frequency [18]. At lower frequencies till 2450MHz, loss factor was decreasing with temperature for the ethanol-catalyst mixture. Going above 2450MHz, loss factor increases with temperature. On the other hand, the loss tangent values are higher for the methanol catalyst mixture than for the ethanol catalyst mixtures. Higher heating rates are ensured by higher loss tangent values [74]. At low frequencies, the conductivity was increased by the addition of electrolyte which will increase the dielectric heating immensely. More effective microwave energy absorption and conversion of energy into heat is known to occur in solutions with higher alkali concentration. Generally, a system with higher NaOH concentration is expected to exhibit more ionic conduction in response of microwave energy due to the thermal effect of ionic conduction in microwave processes. In Muley and Boldor's study [18], the increase in the loss factor was quite significant despite the low NaOH concentration. Although studies on the alcoholic electrolytic solutions have been performed, literature on the dielectric properties of NaOH alcoholic solutions is not available [80]. In reality, the behavior of dielectric constant in water solvent is similar to Muley and Boldor's study. However, the loss factor was reported to rise with increase of frequency and NaOH concentrations [100,101]."
8,Frequency,"5.2 Frequency 5.2.1 Oil The dielectric loss factor of oil was not varying significantly for the overall frequency range as well. Results indicate only a slight decrease with the frequency increase. However, when the temperature was maintained constant, the dielectric constant had a sharp decrease with frequency change. The non-polar and non-ionic molecules that have weak interaction with the field are prevented from reorientation at these frequency values due to the high viscosity and inertial effects [18]. Contrary, Sorichetti [73] shows an increase in the loss factor and loss tangent of oil with increasing frequency from 10 to 1000MHz. For the frequency range going from 0.3 to 1.3GHz, the dielectric loss of the Brazilian nut oil is recorded by Campos et al. [75] to be negligible and almost constant. A slight change in the dielectric properties is noticed when sulfuric acid was added to the mixture; at frequencies below 1GHz the changes were more pronounced. Despite the high acid concentration in the mixture and the high value of the dielectric loss in the sulfuric acid, the dielectric loss of the mixture was enhanced but remained negligible. In 2007, Kaatze [102] suggested obtaining more accurate values of the dielectric properties by using cyclohexane instead of water as reference liquid. Although the similar trend was observed, measurements exhibited lower values with cyclohexane [75]. 5.2.2 Alcohol In order to build a design process, the optimum frequency of operation needs to be chosen among the ones permitted by the Federal Communications Commission (FCC) that allows only certain microwave frequencies of operation for industrial, medical and scientific applications (915 and 2450MHz). In order to optimize the heating process, Muley and Boldor [18] collected data during their study that provide the exact behavior of alcohols at different temperatures and selects the most suitable frequency at which heating rates are maintained throughout the temperature range. Since the equipment is usually built for 915 and 2450MHz, a practical selection should fall within that range. Both methanol and ethanol have a dielectric loss that is frequency dependant. With increasing the frequency, loss factor increases until it reaches a peak where its starts decreasing gradually. At frequencies lower than 1000MHz, loss factor values of methanol were lower than those of ethanol. With frequency increase, the decreasing values for ethanol become smaller than those of the methanol. For the frequency range adopted by Muley and Boldor [18], the values of loss factors for ethanol were too small to reach their peaks. For a given substance, the frequency at which the loss factor is the highest is defined to be the relaxation frequency [18]. At the lower temperature of 30°C, the relaxation frequency was recorded to be 3463MHz and 1005.6MHz for methanol and ethanol respectively. The relaxation frequency increases very fast with temperature increase. Therefore, for a frequency considered to be a low working frequency (below 2000MHz) dielectric heating will be higher for ethanol at lower temperatures. On the other side, at high working frequency (above 2000MHz) and higher temperatures, the conversion of electromagnetic energy will be dominant. According to Muley and Boldor [18], the loss factor of ethanol is higher than that of methanol at frequencies lower than 1500MHz. Therefore, ethanol is considered to cause better heating at 915MHz compared with methanol. Pace et al. [74] have similar results which confirm the dependence of the loss factor on frequency. Because the relaxation frequency depends on the viscosity of the material, the viscosity of methanol and ethanol is calculated by Muley and Boldor [18] according to Eq. (1) and values obtained show a variance with methanol [103] but are in close agreement with the standard viscosity data of ethanol. 5.2.3 Alcohol-catalyst The effect on the added ions (catalyst) on the alcohol was prominent in Muley and Boldor's experiment. The loss factor had a significant increase accompanied with a change in the frequency dependence. In fact, the loss factor was decreasing asymptotically with the frequency increase."
9,Loss tangent and relaxation time,
