,sections,Text
0,Introduction,"International diabetes federation recent estimates indicate that globally 8.3% of adults are living with diabetes and the number of people with diabetes is set to rise beyond 592 million in less than 25 years [1]. A further 175 million of cases are currently undiagnosed and vast amount of people with diabetes are progressing toward complications [1]. Diabetes is recognized to be associated with all aspects of sexual dysfunction in men and women [2,3]. Recent, Nation-wide community-based cross-sectional study on diabetes in Sri Lanka indicated significantly higher prevalence of sexual dysfunction among men and women with diabetes than those without [4], which are in agreement with earlier reports [2,5]. It has been estimated that at least about 35–75% of men with diabetes will experience at least a minimum degree of sexual impotence during their lifetime [6]. Production of surplus amounts of ROS stands a prominent cause for sexual dysfunction in diabetic men [7] besides compromised androgen biosynthesis [8]. Consumption of alcoholic beverages is associated with boisterous behavior at sporting events besides relaxation, reflection, celebration, conviviality, and a certain amount of dry humor. Chronic alcohol intake is associated with multiple health problems including elevation of lipid peroxides and free radicals [9]. Alcohol consumption also results in both endocrine and reproductive failure [10,11]. Prolonged alcohol abuse in men is also known to cause reduction in seminal volume, sperm concentration, percentage of motile spermatozoa, testosterone deficiency, and testicular atrophy, which can lead to impotence, sterility, and feminization [12,13]. Chronic alcohol abuse is associated with increased risk of diabetes [14] and also associated with liver dysfunction [15]. Reactive oxygen species (ROS) such as superoxide, hydroxyl and peroxyl radicals are formed in both physiologic and pathologic conditions. In small concentrations, ROS enhance physiological and cellular function and in excess concentrations, however, they cause havoc in cells. It has been shown that hyperglycemia induce ROS generation resulting oxidative stress. This oxidative stress is related to the antioxidant defense system, and overall balance between pro-oxidants and antioxidants is required to maintain cellular homeostasis. A role of ROS in infertility due to defective sperm function has been reported [16,17]. Depletion of antioxidant enzymes is thought to be associated with sperm immotility [18]. The complications of diabetes and alcohol have long associated with oxidative stress. Although the individual effects of diabetes and alcohol treatment on oxidative status and reproduction have been well documented but their combined effect has not been studied so far in detailed. Interest in combined effect of stressors has dramatically been increased in recent years. There are increased incidences of diabetes and ever increasing alcohol consumption in many countries including India. Thus the collective burden of diabetes and alcohol consumption in the society is a real possibility and may thus be potentially hazardous to humans. In our prior study, the effects of restraint stress on alcohol-induced sexual dysfunction were examined [19]. The purpose of the present study was to examine the effects of alcohol on diabetes-induced oxidative toxicity and sexual dysfunction in adult male Wistar rats."
1,Materials and methods,
2,Chemicals,"2.1 Chemicals Streptozotocin (STZ), androstenedione, dehydroepiandrosterone, NAD and NADPH were purchased from Sigma–Aldrich Company (St. Louis, MO, USA). Thiobarbituric acid was obtained from Merck-Schuchardt, Germany. All other chemicals used were of analytical grade and obtained from local commercial sources."
3,Experimental animals and maintenance,"2.2 Experimental animals and maintenance Adult male Wistar strain albino rats (12 weeks old, weighing 180±14g) were purchased from an authorized vendor (M/S Raghavendra Enterprises, Bengaluru, India) and used for all experiments. Animals were housed in clean polypropylene cages, having four rats per cage, and maintained under controlled conditions (27±2°C and a 12h light/dark cycle). The rats were given a standard pellet diet (purchased from HLL Animal Feed, Bengaluru, India) and water ad libitum throughout the experimental period. All the experiments were carried out under controlled conditions according to the guidelines and protocol approved by the Institutional Animal Ethics Committee (Regd. No. 438/01/a/CPCSEA/dt.17.07.2001). 2.2.1 Experimental design A total of 40 rats were divided into four groups, ten rats in each group, treated as follows: Group I. Control (C): This group of rats received single i.p. injection of 100μl citrate buffer. Group II: STZ-induced diabetic rats. Group III: Alcohol treated rats. Group IV: diabetic rats treated with alcohol. 2.2.2 Induction of diabetes using STZ and treatment with alcohol Overnight-fasted adult male Wistar rats were rendered diabetic via a single intraperitoneal (i.p.) administration of a freshly prepared solution of streptozotocin (STZ) (50mg/kg bw) dissolved in 0.1M cold citrate buffer (pH 4.5), since citrate buffer in known to have no effect on animal's growth and health [19]. The rats were allowed to drink 10% glucose solution overnight to overcome drug-induced hypoglycemia. Rats in control group received citrate buffer (i.p.). Diabetes was confirmed by the presence of polyuria, polydipsia, and weight loss and only animals exhibiting blood glucose levels above 300mg/dL on the third day following STZ injection were considered as diabetics. Treatment with the alcohol was started on the third day following STZ injection which was considered day one. Alcohol was administered orally as 20% ethanol solution at the dose of 2g/kg.bw via orogastric tube for 55 consecutive days. Animals were continuously monitored for behavioral (alertness, restlessness, irritability, vomiting, and fearfulness), neurological (spontaneous activity, convulsion, gait, bleeding orifices, and touch/pain response), and autonomic (defecation, micturition) changes."
4,Collection of blood and isolation of tissues,"2.3 Collection of blood and isolation of tissues After completion of the experimental period (55 days), the rats were fasted overnight, weighed and sacrificed by using overdose of anesthetic ether followed by cervical dislocation. Blood samples from the control and treatment rats were withdrawn by cardiac puncture and blood glucose levels were determined by using glucose oxidase-peroxidase reactive strips. Serum was separated by centrifugation at 3000rpm for 15min after overnight storage at 4°C. The serum samples were stored at −20°C in microfuge tubes and were used for analyzing the level of hormones. Testes, cauda epididymidis, seminal vesicles, vas deferens and ventral prostate were immediately harvested, washed with ice-cold saline, and weighed to the nearest milligram. The tissue somatic index (TSI) was determined by the following formula: TSI = weight of the tissue in grams weight of body in grams × 100 . Testes were used for determination of daily sperm production and biochemical studies and cauda epididymis were used for determination of sperm count, motile, viable and HOS-tail coiled sperm and biochemical studies."
5,Sperm analysis,"2.4 Sperm analysis Daily sperm production was determined in the testes of adult rats by the method of Blazak et al. [20]. In brief, the testis was decapsulated and the parenchyma was homogenized in 50mL of ice-cold 0.9% sodium chloride solution containing 0.01% Triton X 100 using a glass Teflon® homogenizer. The homogenate was filtered through a metal sieve to remove connective tissue, and the filtrate was used to count the number of homogenization-resistant spermatids/sperm using a Neubauer haemocytometer. The number of sperm produced per gram of testicular tissue per day was calculated [21]. Sperm were collected from the right tail of the epididymis in 2.0mL of M-199 medium with 5mg/mL bovine serum albumin. Sperm count and evaluation of the motility were done by the method of Belsey et al. [22]. Sperm count was expressed in millions/mL and motility was expressed as percentage of motile sperm of the total sperm counted. The ratio of live and dead spermatozoa was determined using 1% trypan blue reagent [23]. Sperm viability was expressed as percentage of unstained sperm of the total sperm counted. The hypoosmotic swelling (HOS) test was performed following the method described by Jeyendran et al. [24]. The data were expressed as millions/mL for sperm count, and for other sperm parameters, the data were expressed as percentage of total sperm."
6,Sub-cellular fractionation of testis and epididymis,"2.5 Sub-cellular fractionation of testis and epididymis Microsomal-rich fractions of the testis and epididymis were obtained by the differential centrifugation method [25]. Briefly, a 20% (w/v) homogenate was prepared in ice-cold 0.25M sucrose solution with the help of a motor-driven glass teflon homogenizer. The microsomal-rich pellet was prepared by the calcium chloride (CaCl2) sedimentation method. The microsomal-rich fractions were used for biochemical studies. 2.5.1 Lipid peroxidation levels Lipid peroxidation was determined by estimating the level of thiobarbuturic acid reactive substances (TBARS) measured as malondialdehyde (MDA) according to the method of Ohkawa et al. [26]. Briefly, the stock solution contained equal volumes of trichloroacetic acid 15% (w/v) in 0.25N hydrochloric acid and 2-thiobarbituric acid 0.37% (w/v) in 0.25N hydrochloric acid. One volume of the test sample and two volumes of stock reagent were mixed in a screw-capped centrifuge tube, vortexed and heated for 15min on a boiling water bath. After cooling on ice the precipitate was removed by centrifugation at 1000× g for 15min and absorbance of the supernatant was measured at 532nm against blank containing all the reagents except test sample. A standard curve was constructed extrapolating the amount to the measured absorbance. 2.5.2 Superoxide dismutase Superoxide dismutase (EC 1.15.1.1) was assayed by the method of Marklund and Marklund [27]. Briefly, the assay mixture contained 2.4mL of 50mM Tris–HCl buffer containing 1mM EDTA (pH 7.6), 300μl of 0.2mM pyrogallol and 300μl enzyme source. The increase in absorbance was measured immediately at 420nm against blank containing all the components except the enzyme and pyrogallol at 10s intervals for 3min. The activity of enzyme was expressed in nmol pyrogallol oxidized/mg protein/min. 2.5.3 Catalase Catalase (EC 1.11.1.6) was assayed by the method of Claiborne [28]. Briefly, the assay mixture contained 2.40mL of phosphate buffer (50mM, pH 7.0), 10μl of 19mM hydrogen peroxide and 50μl enzyme source. The decrease in absorbance was measured immediately at 240nm against blank containing all the components except the enzyme at 10s intervals for 3min. The activity of enzyme was expressed in μmol of hydrogen peroxide consumed/mg protein/min."
7,Testicular steroidogenic enzymes,"2.6 Testicular steroidogenic enzymes The activities of 3β-hydroxysteroid dehydrogenase (3β-HSD) (EC 1.1.1.145) and 17β-hydroxysteroid dehydrogenase (17β-HSD) (EC 1.1.1.51) were determined in the testicular microsomal fraction by the method of Bergmeyer [29]. The enzyme assays were made under conditions following zero-order kinetics after preliminary standardization regarding linearity with respect to time of incubation and enzyme concentration. The reaction mixture in a volume of 2.0mL contained 100μmol of sodium pyrophosphate buffer (pH 9.0) and 0.5μmol cofactor NAD for 3β-HSD and NADPH for 17β-HSD, 0.08μmol of substrate (dehydroepiandrosterone for 3β-HSD and androstenedione for 17β-HSD) and 100μl of enzyme source. The reactions were carried out in a quartz cuvette of 1.0cm path length at 23±1°C. The absorbance at 340nm was measured at 20s intervals for 3min in a Shimadzu UV–visible spectrophotometer. The enzyme activities were expressed as nmol of NAD converted to NADH/mg protein/min (3β-HSD) or nmol of NADPH converted to NADP/mg protein/min (17β-HSD). Protein content in the enzyme source was estimated by the method of Lowry et al. [30] using bovine serum albumin as standard."
8,Radioimmunoassay of serum hormones,"2.7 Radioimmunoassay of serum hormones Radioimmunoassay (RIA) for serum testosterone level determination was performed by the method described earlier [31] and previously validated in our laboratory [32]. The sensitivity of testosterone assay was 0.002ng and intra-assay coefficient of variation (CV) was 6.5%. Serum FSH and LH were assayed according to the method of Lin et al. [33]. The sensitivity of the assay was 0.08ng for FSH and 0.06ng for LH. The intra-assay variations were 7.0% and 8.0% for FSH and LH, respectively. The inter-assay CV for testosterone, LH, and FSH were not available because all of the samples were analyzed at the same time."
9,Statistical analyses,"2.8 Statistical analyses All data were expressed as mean±S.D. of ten determinants. Statistical significance was evaluated by one-way analysis of variance (ANOVA) using SPSS version 7.5 (SPSS, Cary, NC, USA) and individual comparisons were made by Duncan's multiple range test."
