,sections,Text
0,Introduction,"A major global economic and environmental burden is caused by the disposal of waste tires – they are non-biodegradable and their amount continuously increases with the growing production of the automobile industry [1]. Waste-tire production in Europe is estimated to be around 3.3million tons per year [2,3], with some states, such as e.g. Bulgaria or Cyprus, only depositing them at landfills. The Czech Republic annually produces approximately 60–70 thousand tons of waste tires, and this number continues to increase [4]; about 30% of this waste is landfilled. Therefore, it is important to deal with its use, e.g. in the construction industry [5], or with its effective chemical treatment. Since waste tires usually contain 45–48% of elastomer, 21–22% of soot, 15–25% of steel reinforcement, 0–5% of textile, 1–2% of ZnO, 1% of sulfur and 6–8% other chemicals (accelerators and activators, fillers, pigments, plasticizers, antioxidants, etc.), they are a valuable source of products with a high utility value. An effective industrial treatment process is pyrolysis, which is used to transform waste tires and industrial plastic wastes into fuel oil (40–45%), carbon black (30–35%), steel wires (10–15%) and gas (10–12%) [6]. The main product obtained through waste-tire pyrolysis is oils, which have broad application. High oil yields from the pyrolysis of waste tires alone were achieved by e.g. Fernández et al. [7], who studied the influence of temperature on product yield. Other than classic pyrolysis, it is possible to use co-pyrolysis either with coal [8] or with waste of vegetable origin [9,10]. Acevedo et al. [11] pyrolyzed 6g of a mixture of coal and scrap tires in the ratio 1:1 at a temperature of 850°C and a heating rate of 5°C/min, obtaining up to 37wt% of tar. Co-carbonization for blast furnace coke production was also studied as a possible route for the recycling of waste tires [12]. The possibilities of using waste tires for the production of hydrogen at low manufacturing costs [13] and co-gasification of waste tires with lignite [14] were investigated as well. Waste plastics can be treated in the same way [15,16]. The literature insufficiently stresses the importance of the preparation of waste tires prior to processing. Because this waste contains steel components, they must be separated by a suitable method [17]; furthermore, it is necessary to select a proper grain size corresponding to the method of thermal treatment and scale of processing. If the feedstock is well prepared, co-utilization of coal with waste tires offers a number of advantages. It is possible to obtain a hydrogen-rich gas [8]; the current study showed a synergetic effect that result in improving the quality as well as quantity of tar [18]; therefore, alternative fuels can be obtained in order to reduce the consumption of fossil fuels. Another advantage is that the co-pyrolysis and co-gasification of waste tires can be successfully carried out on a commercial scale [14]. This paper studies the co-pyrolysis of waste tires with two different types of bituminous coal on a laboratory scale and examines the properties and composition of the coke as a smokeless fuel or carbonaceous sorbent, the tar and gas obtained as well as their possible uses."
1,Experimental,
2,Materials,"2.1 Materials Waste tires with a grain size of 1–5mm containing less than 50% of natural rubber were used for the co-pyrolysis of model mixtures. Steel parts were removed from the waste tires by magnetic separation [17]. The tires were subjected to thermal decomposition with two types of bituminous coal from the Upper Silesian Basin. One of them was Polish gas coal (A) from the Rydultowy-Anna Coal Mine (36.4% of volatile matter), the other was Czech coking coal (B) from the ČSM Mine, Ostrava-Karviná District (29.2% of volatile matter). The grain size of the coal was 0.5–4mm (close to grain size of waste tires). Table 1 shows the results of the proximate and ultimate analyses of input bituminous coals and waste tires. Proximate and ultimate analyses were carried out according to ISO standards (687:2010, 562:2010, 1171:2010, 333:1996, 334:2013, 625:1996, 157:1996). For all the samples below, the oxygen content was determined by recalculation to 100%. For the samples of coal, waste tires and coke, the higher heating value was determined calorimetrically and the lower heating value was calculated according to the ISO 1928:2009 standard."
3,Methods,"2.2 Methods The slow pyrolysis and comparative analyses of coal alone and their mixtures with 15, 30 and 60wt% waste tires were performed on a laboratory unit with a fixed bed and a quartz reactor (outer diameter 100mm, inner diameter 95mm, length 500mm) placed horizontally in an electric resistance furnace. Mixtures of coals A or B with 15, 30 and 60wt% of waste tires were co-pyrolyzed. The weight of the charge was always 1kg. Based on previous experience [8,15], the charges were heated at a heating rate of 5°C/min up to the final temperature of 900°C with a soaking time of 30min at the required temperature. Volatile products from slow pyrolysis/co-pyrolysis were released during thermal decomposition. (The gas products released from about 200°C, the tar formed at about 300–400°C [8], therefore, the main pyrolysis reactions started at about 300°C (waste tires, see below) and 400°C (coal, see below).) The volatile products were led from the reactor into a water cooled flask (Fig. 1 , position 3) and further in a vertical cooler (Fig. 1, position 4) with cooling water (Fig. 1, position 5). The temperature of cooling water ranged from 8°C to 12°C. The liquid portion (water and tar) formed during the experiment was captured and collected in a water-cooled flask after its separation from the stream of raw gas (Fig. 1, position 3). The generated gas was continuously analyzed and subsequently burned in an auxiliary burner (Fig. 1, position 6). For analysis of a gas, a 350 dm3 gasholder (Fig. 1, position 6a) was incorporated in the apparatus for a total gas analysis (the auxiliary burner was replaced with gasholder). The gas from pyrolysis of coals A and B and their mixtures with waste tires (T) was analyzed. Water from the resulting liquid portion was separated by azeotropic distillation with n-hexane. The coke obtained was characterized, in addition to common parameters, also by its true and apparent density, porosity and resistivity. This solid product was characterized by the aforementioned analysis and can be considered as smokeless coke. A functional schema of the co-pyrolysis laboratory unit is shown in Fig. 1. Because of the multicomponent character of the tars obtained, they were divided into groups of chemically similar compounds, with asphaltenes and maltenes being separated from the tars. The asphaltenes were prepared by precipitation with n-hexane in two stages [19,20]. In the first stage, most substances soluble in n-hexane with a fiftyfold excess were removed from the tars [21,22]. The suspension was filtered for 24h. The residues on the walls of the container were dissolved in dichloromethane, and asphaltenes were again precipitated from the solution by n-hexane. Afterwards, the dichloromethane was distilled off and the asphaltene floccules were filtered off. The n-hexane was removed from the maltene solution obtained in a vacuum evaporator and its residues additionally in a vacuum drier at 70°C and a pressure of 4kPa. Under these conditions, volatiles, i.e. the BTX (benzene, toluene, xylene) fraction and the oxygenates, mainly phenol, were removed as well. The chromatographic fractionation of the maltenes obtained was performed in a glass column of a length of 700mm and an inner diameter of 6.9mm, provided with brass caps at the ends. The bottom half of the column was filled with fully activated alumina (150 mesh, activated for 8h at 400°C) and the upper half with fully activated silica gel (Silica gel 60, 70–230 mesh, Merck KGaA, Darmstadt, activated for 24h at 160°C). The sample of the maltenes (0.2g) was dissolved in1mL of hexane and pumped to the column. Subsequently, it was eluted with three mobile phases with increasing elution strength – hexane, toluene and methanol. After the collection of the toluene fraction, the direction of the flow of the solvent through the column was reversed to prevent the highly polar substances (remaining on the silica gel) from contact with the alumina, which is a stronger sorbent than the silica gel; this averted the irreversible sorption of these substances on the alumina. All the mobile phases were pumped at a flow rate of 90–100mL/h and collected into graduated cylinders at the output. From the fractions obtained, the mobile phase was evaporated on a rotary vacuum evaporator, the fractions were dried in a vacuum drier (80°C, 4.4kPa, 1h) and weighed and analyzed after cooling. The infrared spectra of the maltenes were measured by the Attenuated Total Reflectance (ATR) method using a Nicolet 740 FTIR spectrometer (Nicolet Instrument Inc. Madison, USA), flushed with dried air in a “Baseline Horizontal Attenuated Total Reflectance” (HATR) cell from Spectra Tech Inc., UK, containing a ZnSe crystal. For the spectrum measurement, 512 scans at a resolution of 2cm−1 were accumulated. The spectra were processed by the OMNIC software (version 4.1a). The coke porosity was calculated from the measured values of the true and apparent density according to ISO 5072. The coke resistivity as a measure of the quality of coke (see below) was determined using the original method, in which the electrical resistivity of a cylindrical coke column of a height of 16.0±0.5mm and a diameter of 16mm was measured. The cylinder was created by compression of a coke sample of a grain size below 0.2mm at a pressure of 2,942kPa in a special container. The tests were performed on the Omega III apparatus (CSAV Praha). The specific coke resistivity ( ρ ) as calculated according to the formula (1): (1) ρ = P ∗ ( R - R 0 ) where ρ the specific electrical resistivity (Ωmm2/m), R is the measured electric resistance of the coke cylinder (Ω), R 0 the resistance of the apparatus without the sample (Ω), P is the instrument constant: 12560mm2/m. It is remarked that the high-quality cokes obtained on theoperational or pilot-plant scale have the resistivity of e.g. 1400–2800Ωmm2/m, which corresponds to the hydrogen content in coke of e.g. 0.20–0.45wt% [23]; the higher electrical resistivity imply a lower degree of degassing than in high-quality cokes and indicate the possible use of low degassed cokes only for heating. The thermoplastic properties of the coals used were assessed by the Gieseler method on a R.B. Automazione Gieseler plastometer PL2000, following the ASTM D2639-08 standard procedure. Waste tires and waste tire/coal mixtures were characterized by the thermogravimetric method on a SETARAM Setsys Evolution 18 analyzer. About 23–25mg of the dry sample was heated at a rate of 10°C/min in an inert atmosphere (He, 20cm3/min) in the temperature range of 25–900°C. Gases were analyzed by gas chromatography withthermal conductivity (TCD) and flame ionization (FID) detection. The O2, N2 and CO were analyzed on a HP-MOLSIV capillary column (40°C) with helium as the carrier gas (5cm3/min) using TCD. Methane and other hydrocarbons were determined on a GS-Gaspro capillary column (60°C) with nitrogen as the carrier gas (20cm3/min) using FID (air: 400cm3/min, H2: 30cm3/min, N2: 20cm3/min); carbon dioxide on the GS-Gaspro column (40°C) with helium as the carrier gas (5cm3/min) using TCD; and hydrogen on an HP-5 capillary column (40°C) with nitrogen as the carrier gas (7cm3/min) using TCD."
4,Results and discussion,
5,Process mass balance,"3.1 Process mass balance Based on the experiments performed, the mass balances of slow co-pyrolyses were carried out and compared with the balance of the slow pyrolysis of coal alone. During the process, gas was burned; the gas yields below thus include losses. The results of the comparison are evident from Figs. 2 and 3 . The yield of gas released by the pyrolysis of coal A alone was 16.2wt% and by the pyrolysis of coal B it was 14.3wt%; the growing proportion of waste tire in the coal charge led to a decrease of gas yield and losses to 12.0wt% (12.2wt% according to additivity rule calculation, further ARC) and 13.2wt% (11.5wt% according to ACR) based on the type of coal A or B (resp.), which was caused by an intensive increase of the tar formed during co-pyrolysis. Due to the low oxygen content in thewaste tires in both types of coal (Table 1), the content of reaction water was low in all cases (below 10wt%). As expected, a heating coke (smokeless fuel) was the majority product in the evaluated series of experiments, which was obtained from the pyrolysis or co-pyrolysis of 1kg of waste tire/coal mixtures. The pyrolysis of coal A alone produced 72.0wt% of coke and 7.3wt% of tar; the yield of coke from the pyrolysis of coal B alone was higher, 77.8wt%, and of tar lower, 5.0wt%. Analogously, the coke yields were higher when coal B was used in comparison with coal A in the co-pyrolysis of coal with waste tires. The reason is that coal B has a higher degree of coalification (C daf 86.9wt%) than coal A (C daf 84.1wt%) (Table 1). The addition of 30wt% and mainly 60wt% of waste tires to the charge significantly enhanced the production of the liquid products (including both tar and water). In the case of waste tires/coal A, the yield of tar was 17.5wt% (19.5wt% according to ACR) and 29.7wt% (31.7wt% according to ACR), respectively. Already the addition of 15wt% of waste tires increased the production of tar to 11.6wt% (in the case of coal A) (13.4wt% according to ACR) and 8.1wt% (with coal B) (11.4wt% according to ACR). Similar tar yields (14.2wt%) were achieved by conducting the process in a vertical bed [8]. It arises from Figs. 2 and 3 that the growing addition of waste tires led to an increase of tar at the expense of coke to 29.7wt% (in the case of coal A) and 23.0wt% (in the case of coal B); the organic compounds contained in waste tires increased the yield of tar by 307% and 360%, respectively. On the contrary, the addition of 30wt% and 60wt% of waste tires decreased the production of coke. In the case of waste tires/coal A, the yield of coke was 64.6wt% (62.0wt% according to ACR) and 54.7wt% (52.1wt% according to ACR), respectively. It was similar in the case of coal B. For a summary of the pyrolysis/co-pyrolysis process, the last column (in blue) shows the pyrolysis of 1kg of waste tires alone. It is clear that waste tires pyrolysis can produce almost 50wt% of tar, whereas the yield of the solid product from waste tires is reduced to nearly a half in comparison with coke from coal alone."
6,Coke characteristics,"3.2 Coke characteristics The proximate and ultimate analyses of the cokes obtained are shown in Tables 2 and 3 . All types of coke were acceptably degassed (H daf 0.73–0.90%). For their low total sulfur content (below 1.2wt%), they are a suitable potential smokeless fuel. The higher sulfur content in the cokes obtained through co-pyrolysis than in those from the pyrolysis of coal alone is a consequence of the presence of sulfur in waste tires. The physical and physico-chemical properties of the cokes obtained are shown in Table 4 . It arises from the table that the cokes had higher electrical resistivity values than is usual for operational or pilot-plant cokes, high porosity and very similar higher and lower heating values. As mentioned, the higher electrical resistivity means a lower degree of degassing than in high-quality operational cokes and indicates the possible use of cokes obtained from co-pyrolysis mainly for heating as a smokeless fuel [23]. Because of their high porosity values, they may also be used as sorbents of various pollutants [24]. The addition of 60wt% of waste tires to coal A led to the generation of fine grained coke, whose porosity could not be determined. The obtained cokes from theco-pyrolysis of both coal types studied, A and B, exhibited a very similar lower heating value (LHV) to the coke obtained through the pyrolysis of coal alone and confirm the possibility of using them for heating."
7,Thermogravimetric analysis of waste tires and their mixtures with coal,"3.3 Thermogravimetric analysis of waste tires and their mixtures with coal Waste tires alone began to decompose already at 300°C in two stages, with the decomposition being completed at ca 485°C (Fig. 4 ). On the other hand, the decomposition of both coking- and gas coal did not start until about 400°C, reaching its maximum at about 450°C and ending at about 550°C (Fig. 5 ). The organic sulfur from waste tires was partly transferred to the raw gas and subsequently to the tar, but preferably to the semi-coke [14], and then to the coke, in amounts depending on the type of the coal used. Since more sulfur was transferred to the coke during the co-pyrolysis of gas coal A (S o daf 0.66–0.98wt%, Table 2) than during the co-pyrolysis of coking coal B (S o daf 0.38–0.59wt%, Table 3), the tar resulting from the co-pyrolysis of coal A contained less sulfur than that from the co-pyrolysis of coal B (Table 6). Although the additions of the waste tires were the same, they influenced the quality of coke and tar in various ways. Figs. 4 and 5 demonstrate that the feedstock is nearly decomposed at 600–800°C, therefore, the final temperature could be chosen in this range. The reason the final temperature of 900°C was used is that the smokeless fuel was intended as the product. Generally, smokeless fuel has to have a sulfur content less than 2wt%, preferably less than 1wt% (dry basis) [25]. In the case of coal or a feedback with coal, the temperature of 900°C is recommended to reduce the sulfur content in resulting coke significantly [26]. To meet the mentioned requirement for smokeless fuel, the temperature of 900°C was therefore chosen as the definitive one. During the process, the interactions between intermediates from co-pyrolysis occur. From Figs. 4 and 5 it is evident that the temperature range of waste tires pyrolysis includes that of coal, which is beneficial to interactions between coal and rubber radicals [27]. These radicals arise from the cleavage of the double bonds and sulfur bridges in the rubber structure and cracking of the alicyclic–aromatic structures in coal. Due to this, the new cross-link and other sp3 bonds are formed. The number of sp3 bonds thus increases during heating and new rigid structures are created, whose sp3 bonds are manifested in the Raman spectra with a relatively large area of the band at 1100–1270cm−1 [28]. Simultaneously, a synergism in the asphaltene formation was observed which can be explained by the waste tire-coal interactions [27]. In our case, an increasing amount of sp3 bonds with an increase of waste tires content in the initial mixture was reflected in a decrease in the ratio (C/H)at of resulting maltenes (Section 3.5, Table 8, see below), both in the case of coal A and B coal, and in an increase of the alkanes content in these maltenes (Section 3.5, Table 10, see below). Conversely, with asphaltenes, an increase in the (C/H)at ratio (i.e. an increase in aromaticity) with waste tires adding was observed in asphaltenes formed in the case of coking coal B, but not in the case of gas coal A (Section 3.5, Table 9, see below). The reason is that in the case of coal B, the (C/H)at of asphaltene from waste tires alone (0.89) is higher than that of asphaltene from coal B alone (0.83). The addition of waste tires thus supports the aromaticity of the asphaltenes from waste tire/coal B mixtures and their (C/H)at ratio increases with increasing content of waste tires in the mixture. In the case of coal A, (C/H)at of asphaltene from coal A alone is 0.95 and the mentioned ratio of asphaltene from waste tires alone is therefore lower. The addition of waste tires thus does not support the aromaticity of the asphaltenes from waste tire/coal A mixtures and their (C/H)at ratio decreases with increasing content of waste tires in the mixture."
8,Tar characteristics,"3.4 Tar characteristics The tars obtained were liquid at room temperature. The highest yield (30wt%) was achieved during the co-pyrolysis of coal with 60wt% of waste tires (Fig. 2). The content of the waste tires added altered the tar viscosity, which was accompanied by a decrease of density below 1g/cm3 (by 10–12%). In all of the cases, the addition of waste tires reduced the amount of ashes contained in the tars in comparison with tars from the pyrolysis of coals A and B alone (Table 5 ), with the maximum decrease being achieved in the 60wt% addition to coal A (by 93%). In the case of the co-pyrolysis 60wt% waste tires with coal B, a decrease by 65–70% was observed. The basic characteristics of tars obtained, namely their lower heating value (36–41MJ/kg), shown that they can be used for heating [14,29]. Because the use of tars as a source of chemicals was also considered, their composition was investigated. The elemental analysis of the tars is evident from Table 6. As expected, the addition of the waste tires affected their elemental composition – a higher waste-tire content in the initial mixture led to an increase in the carbon and hydrogen content at the expense of nitrogen and oxygen. Concerning sulfur, on the other hand, the addition of waste tires led to an increase in its content only in the case of the co-pyrolysis withcoal B (from 0.51 up to 1.44wt%); on the contrary, its content decreased in the co-pyrolysis with coal A (from 0.79 down to 0.47wt%). These changes are a consequence of the different behavior of organically bound sulfur in waste tires during the co-pyrolysis with coking- and gas coal, as follows from thermogravimetric analysis."
9,Maltene characteristics,"3.5 Maltene characteristics The results of the solvent separation of the tars are listed in Table 7. The mass balance shows that the tars obtained contained mostly maltenes (77–85wt%) and many fewer asphaltenes (6–9wt%). The content of the maltenes was always increased with the addition of waste tires in comparison with their content in the tar from coal alone, specifically at the expense of the asphaltenes, whose content decreased with the growing addition of an additive. The extraction residue (preasphaltenes) was mostly 10–12wt%. Therefore, attention was paid to maltenes, which were thus a dominant component in all the cases. The elemental analyses of the maltenes and asphaltenes obtained are shown in Tables 8 and 9. The atomic ratios of the maltenes (C/H)at (Table 8) were significantly lower than those of the asphaltenes (Table 9), which indicates that the maltenes, as expected, had lower aromaticity than the asphaltenes. From Table 7 is evident that maltenes represent a quantitatively significant part of obtained tars which is a favorable feature of waste tires/coal co-pyrolysis, because the addition of maltenes rejuvenates old asphalt, improves its binding properties and restores its elasticity [30]. The maltenes obtained were subjected to chromatographic fractionation on a column. The results are shown in Table 10. With acceptable losses (most frequently below 5%), it may be said that the addition of waste tires significantly affected the composition of the maltenes, because, with the addition of T to coal A, the content of alkanes increased from 11 to 36wt% and the content of aromates decreased from 38 to 25wt%; the addition of T to coal B caused an increase in the content of alkanes from 15 to 26wt% and a decrease in the content of aromates from 43 to 25wt%. The content of polar compounds in the maltenes was high, but no trend associated with the addition of waste tires was observed. 3.5.1 Maltenes FTIR characteristics Fig. 6 shows the FTIR spectra of the maltenes from tars B, B +30% T and B +60% T. The acquired spectra differed only slightly. Therefore, after a qualitative description, they were subjected to semi-quantitative evaluation to reveal the differences between them. The spectra of the analyzed maltenes comprise bands of aromatic and aliphatic structures in addition to the oxygenous functional groups and, for a more detailed description, the bands in the areas of 3100–2750cm−1 and 1830–1530cm−1 were separated using the Gauss-Lorentz mixed function (Figs. 7 and 8 , respectively). The bands found in the spectra and their assignments according to [31,32] are included in Table 11 . Briefly, the bands 3100–2750cm−1 are the aromatic and aliphatic CH bonds; those at 3054 and 3014cm−1 are aromatic CH stretching; at 2959 and 2874cm−1 methyl groups, at 2925 and 2854cm−1 methylene groups, and the band at 2897cm−1 methine groups (Fig. 7, Table 11). The bands at 1460, 1379 and 1317cm−1 include bending vibrations of CH3 and CH2, other bands of bending vibrations are in the area of 900–700cm−1 (out-of-plane bending). The individual bands correspond to the neighboring aromatic hydrogens on the aromatic ring: 875cm−1 (1H), 815cm−1 (2H), 786cm−1 (2H and 3H), 747cm−1 (4H). The bands in the spectrum area of 1830–1530cm−1 are stretching vibrations of CC bonds in aromatic rings; these vibrations correspond to the bands at 1637, 1616, 1596, 1584, 1521 and 1500cm−1 (Fig. 8, Table 11). Phenols and alcohols have a broad band at 3372cm−1 in their spectrum (Fig. 6) which are the stretching vibrations of hydrogen-bonded OH bonds. The band at 3538cm−1 is OH groups bound by a weaker hydrogen bond. The spectra of the analyzed maltenes contain further aliphatic and aromatic esters (1739 and 1724cm−1, resp.), carboxylic acids (1701cm−1), and quinones (1680 and 1654cm−1) (Fig. 8, Table 11) [31,32]. The increase in the content of the alkanes with the addition of waste tires is illustrated by the difference of the FTIR spectra of maltenes from tars B +30% T and B +60% T, obtained by subtracting the spectrum of the tar B maltene from the spectra of the tar B +30% T maltene and the B +60% T maltene (Fig. 9 ). The increase of the bands of the aliphatic CH bonds in the subtracted spectra arises from the growth of the intensities of the bands between 3000 and 2750cm−1. The band intensities of the maltene from tar B +60% T (Fig. 9, (b), bottom spectrum) are significantly higher as compared with those of the maltene from tar B +30% T (Fig. 9, (a), upper spectrum). The content of aromatic structures in the maltene from tar B +60% T (b) is approximately twice as low in comparison with the maltene from tar B +30% T (a), as implied by the decrease of the intensities of the bands at 3056, 1597 and 900–700cm−1 (namely at 748cm−1). The decrease in the hydroxyl groups content in the case (b) is evident from the decrease of the intensities of the bending OH vibrations in the area 1300–1000cm−1 as compared with (a). The structural differences between the maltenes analyzed were studied based on the semi-quantitative parameters listed in Table 12 . The parameter H ar = A ar/(A ar + A al)∗100 expresses maltene aromaticity, i.e. the relative representation of aromatic CH bonds (A ar – the area above the baseline of 3103–2998cm−1 (aromatic vibrations), A al – the area above the baseline of 2998–2770cm−1 (aliphatic vibrations)). It arises from the data shown that the maltenes from tars B, B +30% T and B +60% T have a much higher content of aromatic substances than the maltenes from tars A, A +30% T and A +60% T. Maltene aromaticity decreases in both series A and B with the growing content of waste tires in the feedstock. It means that maltene aromaticity depends on the structure of the coal used, and, further, an addition of waste tires to coal significantly decreases the aromaticity of the maltenes obtained. Using the parameter I2925/I2959, which gives the ratio between the methylene- and methyl-band intensities, it is possible to compare the length/branching of the aliphatic chains or substituents. It is evident from the results that the length/branching are the highest in the case of the maltenes from tars from the pyrolysis of coals alone. The waste tires addition reduces the degree of substitution/branching of the maltenes obtained. The relative representation of the hydroxyl groups was compared using the intensity of the I3351 band, which was related to the intensity of the significant band of the bending vibrations of the aliphatic CH bonds at 1460cm−1 (Table 11). From the data presented in Table 12, it follows that the maltene from tar B has a higher content of hydroxyl groups than that from tar A and the content of hydroxyl groups in phenols and alcohols in maltenes decreases with the increasing addition of waste tires. The smallest amounts of OH groups were found in the maltenes from the co-pyrolysis with the highest content of waste tires. The total content of carbonyl groups is expressed by the sum of carbonyl group band intensities: ICO =I1739 +I1724 +I1701 +I1680, which was again related to the intensity of the band of the bending vibrations of the aliphatic CH bonds at 1460cm−1. It is evident from its values that the carbonyl content is higher in the maltene from tar A than from tar B, but the content of carbonyl groups decreases in series A; in series B, on the other hand, carbonyls increase with the growing waste tire content in the feedstock. It is evident from the results that the compounds containing carbonyl groups (esters, acids, quinones) do not exhibit the same trend with waste tire addition and their content depends rather on the structure of the coal used."
